"NA","Province/State","country","Lat","Long","1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/22/20","3/23/20","3/24/20","3/25/20","3/26/20","3/27/20","3/28/20","3/29/20","3/30/20","3/31/20","4/1/20","4/2/20","4/3/20","4/4/20","4/5/20","4/6/20","4/7/20","4/8/20","4/9/20","4/10/20","4/11/20","4/12/20","4/13/20","4/14/20","4/15/20","4/16/20","4/17/20","4/18/20","4/19/20","4/20/20","4/21/20","4/22/20","4/23/20","4/24/20","4/25/20","4/26/20","4/27/20","4/28/20","4/29/20","4/30/20","5/1/20","5/2/20","5/3/20","5/4/20","5/5/20","5/6/20","5/7/20","5/8/20","5/9/20","5/10/20","5/11/20","5/12/20","5/13/20","5/14/20","5/15/20","5/16/20","5/17/20","5/18/20","5/19/20","5/20/20","5/21/20","5/22/20","5/23/20","5/24/20","5/25/20","5/26/20","5/27/20","5/28/20","5/29/20","5/30/20","5/31/20","6/1/20","6/2/20","6/3/20","6/4/20","6/5/20","6/6/20","6/7/20","6/8/20","6/9/20","6/10/20","6/11/20","6/12/20","6/13/20","6/14/20","6/15/20","6/16/20","6/17/20","6/18/20","6/19/20","6/20/20","6/21/20","6/22/20","6/23/20","6/24/20","6/25/20","6/26/20","6/27/20","6/28/20","6/29/20","6/30/20","7/1/20","7/2/20","7/3/20","7/4/20","7/5/20","7/6/20","7/7/20","7/8/20","7/9/20","7/10/20","7/11/20","7/12/20","7/13/20","7/14/20","7/15/20","7/16/20","7/17/20","7/18/20","7/19/20","7/20/20","7/21/20","7/22/20","7/23/20","7/24/20","7/25/20","7/26/20","7/27/20","7/28/20","7/29/20","7/30/20","7/31/20","8/1/20","8/2/20","8/3/20","8/4/20","8/5/20","8/6/20","8/7/20","8/8/20","8/9/20","8/10/20","8/11/20","8/12/20","8/13/20","8/14/20","8/15/20","8/16/20","8/17/20","8/18/20","8/19/20","8/20/20","8/21/20","8/22/20","8/23/20","8/24/20","8/25/20","8/26/20","8/27/20","8/28/20","8/29/20","8/30/20","8/31/20","9/1/20","9/2/20","9/3/20","9/4/20","9/5/20","9/6/20","9/7/20","9/8/20","9/9/20","9/10/20","9/11/20","9/12/20","9/13/20","9/14/20","9/15/20","9/16/20","9/17/20","9/18/20","9/19/20","9/20/20","9/21/20","9/22/20","9/23/20","9/24/20","9/25/20","9/26/20","9/27/20","9/28/20","9/29/20","9/30/20","10/1/20","10/2/20","10/3/20","10/4/20","10/5/20"
NA,"","Burkina Faso","12.2383","-1.5616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","7","10","10","12","21","23","31","32","46","50","50","66","90","108","127","134","146","146","155","161","161","177","226","257","294","321","338","357","362","389","410","425","442","453","469","476","498","506","517","535","540","545","548","555","562","566","569","577","584","588","592","592","595","604","644","652","652","661","669","672","672","672","672","672","672","719","720","720","720","720","720","753","760","760","765","765","765","765","765","790","791","799","799","804","807","809","810","810","810","814","814","823","825","826","830","830","830","830","838","838","846","852","854","854","858","860","861","862","862","869","869","869","873","882","882","887","887","901","901","901","917","919","920","920","920","926","926","931","935","935","935","945","947","947","947","961","961","974","974","984","990","995","997","1005","1006","1013","1018","1018","1023","1034","1034","1034","1043","1050","1050","1058","1058","1058","1058","1058","1058","1075","1075","1075","1098","1098","1103","1112","1112","1118","1123","1127","1127","1135","1137","1141","1162","1166","1173","1176","1187","1189","1252","1252","1260","1263","1264","1276","1279","1309","1335","1363","1385","1397","1419","1420"
NA,"","Burma","21.9162","95.956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","5","5","7","7","7","7","9","9","10","10","16","16","27","27","31","37","43","49","49","50","62","67","68","72","74","76","79","84","89","96","97","101","104","108","108","116","120","122","123","124","126","126","130","130","138","138","143","145","148","151","156","156","159","159","165","165","165","167","167","175","179","185","187","192","196","200","200","204","208","211","215","216","218","221","222","222","223","237","240","241","245","245","250","254","256","260","261","261","261","266","270","271","273","276","278","280","280","280","286","288","290","292","293","294","295","296","297","298","302","302","305","308","309","311","312","312","313","318","321","322","324","329","331","331","333","333","337","338","341","341","341","345","349","349","351","352","354","357","358","359","359","371","385","388","460","553","625","625","676","699","790","832","908","944","1130","1188","1260","1445","1951","2085","2381","2381","2681","2862","3073","3391","3755","4156","4378","4795","5195","5548"
NA,"","Burundi","-3.3731","29.9189","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","4","4","4","4","4","4","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","15","20","20","20","20","20","20","20","20","20","20","20","20","33","33","33","33","33","33","33","45","45","45","45","45","45","45","45","45","45","75","75","75","75","75","93","93","93","93","93","93","115","115","115","115","115","115","118","118","118","118","118","118","118","118","118","118","207","207","207","207","207","207","207","207","207","207","270","270","279","279","301","301","304","304","304","304","304","304","304","304","304","304","312","315","315","315","315","315","315","315","315","336","336","336","336","336","336","336","345","345","345","345","345","357","357","357","357","357","357","357","357","357","374","374","374","374","374","374","374","374","374","374","374","374","374","462","462","462","462","462","462","472","472","472","472","472","472","472","472","472","472"
NA,"","Cabo Verde","16.5388","-23.0418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","4","18","18","33","37","37","38","38","44","56","56","58","58","61","67","67","84","84","85","85","85","95","95","142","155","155","155","155","155","155","167","193","193","237","238","239","239","240","240","266","270","294","294","294","294","301","340","354","377","377","377","377","413","419","426","479","562","568","568","570","608","629","629","629","629","654","655","722","724","730","730","730","748","748","748","772","850","902","902","913","973","1063","1100","1132","1150","1216","1363","1447","1550","1616","1694","1694","1824","1837","1860","1911","1930","1955","2010","2042","2073","2086","2128","2148","2172","2232","2254","2302","2317","2336","2390","2442","2462","2498","2538","2540","2599","2673","2713","2749","2807","2855","2867","2916","3423","3460","3502","3562","3611","3628","3790","3851","3915","3993","4076","4104","4119","4240","4294","4430","4465","4548","4581","4599","4674","4742","4837","4917","4982","5018","5031","5134","5228","5277","5338","5399","5409","5416","5524"
NA,"","Cambodia","11.55","104.9167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","4","10","10","11","13","21","21","23","25","34","35","50","50","53","58","63","62","72","75","77","77","91","96","98","98","103","105","107","110","110","110","117","117","117","119","119","119","119","120","120","120","120","120","120","120","120","120","120","121","121","121","121","122","122","122","122","122","122","122","122","122","122","122","122","122","122","122","123","123","123","123","123","123","123","123","123","123","125","125","125","125","125","125","125","126","126","126","126","126","127","127","127","127","127","129","129","130","130","130","131","131","131","131","131","131","131","131","131","131","133","133","133","133","133","133","133","133","136","136","140","142","142","142","143","143","147","147","147","164","164","196","196","197","202","202","214","215","217","219","219","220","223","225","225","238","238","238","251","253","253","263","263","263","263","264","264","265","265","265","265","266","266","271","272","272","272","272","273","273","273","274","274","274","274","274","274","274","274","274","274","274","274","274","274","274","274","274","275","275","275","275","275","275","275","275","276"
NA,"","Cameroon","3.8480000000000003","11.5021","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","5","5","5","10","10","17","17","17","17","43","60","60","98","98","98","98","130","165","164","164","177","305","305","329","397","668","668","697","786","805","915","934","934","934","953","953","953","953","1000","1002","1002","1232","1465","1524","1524","1543","1553","1567","1567","1567","1567","1567","1595","1808","1822","1822","1865","1865","1996","1996","1996","3326","3568","3568","3629","3676","3676","3705","4575","4587","4735","4748","4794","4836","4836","4836","4836","4836","5570","5570","5570","5570","7548","7702","7710","7740","7774","10100","10100","10100","10100","10100","10100","10100","10100","10100","10100","10100","10100","10100","11525","11525","11525","11525","11928","11928","11928","11928","11928","13728","13728","13728","13728","13728","13728","13728","13728","14539","14539","14539","14539","14539","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","15320","16540","16540","16540","16540","16540","16540","16540","16540","16540","16540","16540","16540","17651","17651","17651","17651","17651","17651","17651","18448","18448","18448","18448","18448","18448","18448","18837","18837","18837","18837","18837","18837","18837","18837","19124","19124","19124","19124","19124","19124","19440","19440","19440","19440","19440","19440","19440","19440","19764","19764","19764","19764"
NA,"","Canada","56.1304","-106.3468","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","6","6","6","6","6","6","6","6","6","8","8","8","8","8","8","8","8","8","9","9","9","9","9","10","10","10","110","183","184","256","466","466","466","1592","1324","1735","2175","2577","3012","3256","3791","4154","5162","5855","6589","7123","7758","8210","8966","9698","10545","10964","11847","12543","13188","14454","14761","15149","16013","16883","18268","19231","20327","21424","22764","23814","24921","26030","27006","28184","29260","30239","31262","32109","33007","34055","35177","36104","36908","37832","38563","39251","40069","40793","41731","42608","43318","43998","44651","45352","46248","46961","47905","48517","49213","50091","50725","51506","52184","53074","54087","54675","55343","56117","57215","58131","59034","59851","60668","61466","61899","63280","63782","64318","64826","65249","65721","66135","66533","66869","67182","67445","67689","68698","69120","69397","69872","70232","70507","70772","71141","71418","71805","72095","72466","72784","72954","73381","73713","74067","74433","98281","98436","98564","98975","99248","99501","99937","100504","100765","100969","101447","101686","101992","102344","102906","103072","103201","103284","104058","104377","104678","105128","105255","105420","108050","108465","108829","109260","109657","109933","110202","110433","111092","111559","111811","112381","112621","112836","113449","113809","114220","114610","115029","115294","115460","116020","116432","116866","117277","117755","117968","118192","118386","119420","119789","120848","121537","121944","122266","123120","123777","124412","124984","125654","125984","126592","127684","128890","129850","130576","131709","132253","133204","134551","135765","137181","138548","139817","140711","142502","144653"
NA,"","Central African Republic","6.6111","20.9394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","4","4","4","4","4","4","4","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","13","13","13","13","18","18","18","18","18","22","22","22","23","23","23","23","23","23","23","23","23","29","37","38","38","38","38","38","360","363","363","369","396","402","417","417","420","472","495","522","572","607","661","699","699","773","787","787","810","859","914","914","970","976","1050","1142","1142","1145","1145","1208","1229","1261","1265","1288","1348","1348","1400","1411","1437","1452","1483","1506","1546","1546","1546","1574","1574","1606","1635","1635","1635","1640","1640","1641","1716","1716","1721","1721","1723","1728","1728","1728","1728","1728","1748","1755","1755","1755","1755","1755","1755","1755","1773","1778","1782","1784","1784","1784","1790","1790","1803","1807","1818","1818","1818","1818","1825","1825","1825","1825","1825","1825","1828","1828","1830","1830","1830","1830","1830","1830","1830","1830","1837","1840","1840","1840","1840","1840","1914","1914","1914","1914","1914","1914"
NA,"","Chad","15.4542","18.7322","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","5","5","8","8","8","8","8","8","8","15","15","15","19","19","33","33","39","39","39","43","43","50","50","53","53","53","76","78","83","88","111","117","117","139","177","186","196","204","215","244","303","359","413","444","470","491","539","562","590","633","657","672","672","685","706","706","706","711","718","720","720","720","721","733","742","746","752","755","757","770","774","778","778","780","781","781","785","785","786","787","787","787","788","788","788","789","790","790","792","798","799","799","800","800","801","801","803","805","805","805","810","810","810","810","813","813","813","813","813","814","814","835","838","838","839","839","843","859","859","860","862","864","865","865","865","868","869","869","869","870","870","871","873","875","878","878","878","880","884","904","908","914","914","918","919","927","931","932","934","938","938","940","944","960","962","966","966","967","967","967","997","1003","1004","1005","1005","1006","1007","1007","1067","1070","1075","1075","1075"
NA,"","Chile","-35.6751","-71.543","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","8","8","17","22","22","43","61","75","156","156","234","335","427","528","618","728","898","1115","1274","1571","1864","2059","2367","2646","2937","3299","3621","4035","4338","4676","4969","5386","5804","6327","6746","7024","7327","7710","8057","8580","9018","9572","10041","10415","10710","11189","11664","12160","12667","13112","13605","14125","14865","15655","16614","18014","19213","20165","21507","22504","23992","25342","26546","28148","29302","30915","33540","36115","38598","40431","42727","44946","86173","90748","95631","99358","103817","108150","112248","117361","121780","126444","131358","137296","143704","148792","156232","181931","186441","191491","196609","200569","205397","210570","215093","219327","223431","228055","232210","236154","241229","245443","249247","253343","257451","261039","264378","268251","271741","274922","278053","281114","283902","286556","289220","292085","295301","296814","299449","301794","303992","306816","309241","311431","313696","316169","318095","319954","322332","324557","326628","328327","330507","332411","333976","336330","338291","340168","342168","344133","345826","347342","349541","351419","353131","355037","356951","358828","360385","362440","364285","366063","367897","369730","371179","372464","374463","376268","377922","379452","381183","382584","383879","385790","387683","389409","391248","392967","394399","395717","397730","399555","401356","403064","404919","406326","407725","409944","411853","413928","415981","418101","419746","421111","423176","425165","426876","428580","430259","431704","433016","434794","436589","438148","439607","440881","442070","443453"
NA,"Anhui","China","31.8257","117.2264","0","0","0","0","0","0","0","2","2","3","5","7","14","20","23","34","47","59","72","88","105","127","157","193","221","255","280","361","413","474","539","597","637","663","712","744","792","821","868","873","917","936","956","970","979","979","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","984","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985","985"
NA,"Beijing","China","40.1824","116.4142","0","0","1","2","2","2","4","4","4","5","9","9","12","23","24","31","33","34","37","44","48","56","69","80","98","108","114","122","145","153","169","178","189","198","215","235","248","257","271","276","282","288","297","297","299","303","308","315","320","326","334","342","349","353","360","369","378","380","390","396","400","400","401","403","406","408","410","412","415","418","418","424","434","438","441","443","448","455","464","469","474","479","484","491","495","503","509","509","510","514","516","518","524","525","525","525","536","538","542","547","547","547","553","554","555","557","560","560","565","568","571","573","574","574","576","577","578","578","578","578","578","579","581","581","581","581","581","581","581","581","581","581","581","583","583","583","583","583","584","584","584","584","584","584","584","584","584","584","584","584","584","584","584","584","584","585","585","585","585","586","587","589","592","594","595","596","596","613","645","645","645","680","694","694","729","752","762","775","788","804","816","833","841","855","867","878","881","895","896","901","911","915","917","917","918","919","919","920","920","920","920","920","920","920","922","923","923","923","924","924","924","924","924","924","924","924","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926","926"
NA,"Chongqing","China","30.0572","107.874","0","0","0","0","0","0","0","1","1","1","3","7","9","9","15","24","31","39","51","66","79","102","128","152","184","207","225","254","274","299","316","328","335","349","372","384","401","422","438","450","469","490","502","512","513","526","527","542","547","554","564","566","569","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","570","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","573","574","574","574","574","574","574","575","575","575","575","575","575","576","576","576","576","576","576","576","576","576","576","576","576","576","576","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","577","578","578","578","578","578","578","578","578","578","578","578","578","578","578","578"
NA,"Fujian","China","26.0789","117.9874","0","0","0","0","0","0","0","0","0","0","0","0","1","3","11","14","20","24","35","39","45","53","57","63","71","82","90","93","112","126","149","162","170","183","199","218","228","235","243","247","255","260","270","277","284","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","295","298","299","300","301","303","305","305","308","308","311","317","321","325","329","331","333","334","336","339","339","341","342","346","349","349","349","349","352","353","353","353","353","353","353","353","354","354","354","354","354","354","354","354","355","355","355","355","355","355","355","355","355","355","355","355","355","355","355","355","355","355","356","356","356","356","356","356","356","356","356","356","356","356","356","356","356","356","356","357","357","357","357","357","357","357","357","357","357","357","357","359","359","359","360","360","360","360","360","360","360","360","361","361","361","361","361","361","361","361","361","361","361","361","361","361","361","361","361","361","362","363","363","363","363","363","363","363","363","363","363","363","363","363","364","365","365","365","365","365","365","365","365","365","365","365","365","365","366","366","366","366","366","368","369","369","370","370","372","372","372","372","373","374","375","376","376","377","377","377","379","380","380","380","380","381","381","384","385","385","387","387","388","390","390","391","393","394","394"
NA,"Gansu","China","35.7518","104.2861","0","0","0","0","0","0","0","0","0","0","0","3","3","4","6","6","9","12","16","17","24","31","39","39","49","54","58","62","65","71","76","76","78","80","80","81","81","82","82","84","85","86","87","87","87","87","87","88","88","88","88","88","89","91","91","91","91","91","98","113","114","114","119","119","121","123","125","125","125","125","127","127","127","131","131","132","132","133","135","135","135","135","135","136","136","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","137","138","138","139","139","140","140","143","146","149","153","154","154","154","154","159","162","162","162","162","162","162","164","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","167","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168","168"
NA,"Guangdong","China","23.3417","113.4244","0","2","2","2","2","4","4","5","10","11","14","15","21","30","49","69","88","112","141","167","212","275","314","362","410","465","524","565","606","642","690","728","755","786","822","851","890","935","983","1016","1059","1101","1133","1181","1216","1237","1256","1260","1274","1282","1289","1296","1299","1304","1306","1307","1313","1318","1323","1325","1329","1332","1333","1336","1336","1337","1341","1349","1351","1356","1357","1365","1368","1378","1387","1395","1401","1411","1423","1434","1437","1443","1454","1458","1462","1471","1475","1482","1490","1494","1501","1511","1528","1534","1542","1542","1547","1554","1557","1565","1565","1567","1569","1571","1575","1575","1575","1575","1576","1577","1578","1578","1579","1579","1579","1579","1579","1579","1579","1579","1579","1580","1580","1581","1581","1581","1582","1582","1583","1583","1583","1583","1583","1583","1584","1584","1584","1585","1586","1587","1588","1589","1590","1590","1590","1592","1593","1603","1604","1604","1614","1614","1619","1620","1621","1621","1622","1622","1625","1627","1627","1627","1629","1629","1631","1631","1631","1631","1631","1631","1631","1634","1634","1634","1636","1636","1636","1636","1636","1637","1637","1637","1637","1639","1641","1642","1645","1645","1648","1651","1653","1653","1654","1657","1659","1661","1661","1663","1664","1669","1671","1672","1676","1678","1681","1683","1684","1684","1687","1689","1691","1695","1696","1701","1701","1702","1704","1706","1715","1716","1718","1720","1721","1721","1722","1722","1723","1727","1733","1735","1737","1743","1745","1745","1749","1751","1755","1757","1760","1764","1767","1767","1771","1774","1777","1780","1782","1785","1785","1789","1792","1796","1799","1800","1803","1804","1806","1808"
NA,"Guangxi","China","23.8298","108.7881","0","0","0","0","0","0","2","2","2","2","2","2","7","10","13","14","17","17","18","24","33","32","33","36","44","49","53","69","86","90","97","104","106","112","134","147","161","168","176","181","192","202","210","214","217","218","223","230","234","238","241","243","243","243","248","248","250","250","250","250","250","250","250","250","250","250","250","250","250","250","250","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","252","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","253","254","254","254","254","254","254","254","254","254","255","255","255","255","255","255"
NA,"Guizhou","China","26.8154","106.8748","0","0","0","0","0","0","0","1","1","2","2","2","2","2","9","6","6","7","7","10","17","18","27","28","41","46","57","66","70","72","77","90","102","102","104","104","112","112","112","112","114","114","114","114","114","115","117","123","129","133","137","140","143","143","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","144","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145","145"
NA,"Hainan","China","19.1959","109.7453","0","0","0","0","0","0","0","0","1","1","1","4","4","5","5","8","10","14","19","19","20","27","30","43","39","52","59","79","84","86","95","104","106","116","124","129","131","133","148","149","151","155","158","158","158","158","159","159","159","159","160","160","160","160","161","161","161","161","161","161","161","161","168","168","168","168","168","168","168","168","168","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","162","163","163","163","163","163","163","163","163","162","162","162","162","162","162","162","162","162","163","163","163","163","163","163","163","163","163","163","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165","165"
NA,"Hebei","China","37.8957","114.9042","0","0","0","0","0","0","0","0","0","0","0","3","3","4","6","13","22","30","34","41","48","54","68","87","101","105","122","136","152","169","184","203","219","234","248","261","274","277","282","294","296","300","301","304","305","307","307","307","307","307","308","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","310","312","312","313","313","313","313","313","314","314","315","316","316","316","317","317","317","317","318","318","318","318","318","318","318","318","318","318","320","320","320","320","320","321","321","321","321","321","321","321","321","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","323","323","323","324","326","331","333","334","334","334","334","336","337","337","337","337","339","339","339","339","339","339","340","340","340","340","341","341","341","342","342","342","342","342","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","343","346","346","347","347","354","354","354","355","355","355","355","355","355","356","356","356","356","356","356","356","356","357","357","357","357","357","357","358","358","358","358","358","358","358","358","358"
NA,"Heilongjiang","China","47.861999999999995","127.7615","0","0","0","0","0","0","0","0","0","0","2","2","2","4","7","8","12","13","14","30","28","31","33","47","68","79","85","111","120","136","175","204","222","227","243","249","270","283","301","342","356","366","373","379","396","403","412","430","434","436","441","446","447","453","455","456","459","460","463","463","466","465","468","468","469","469","469","469","469","469","469","469","469","469","469","469","469","470","470","470","470","470","470","470","470","471","471","472","472","472","475","479","485","508","511","556","586","587","587","587","605","604","657","719","758","793","815","815","891","904","924","929","930","930","931","932","932","932","932","932","932","932","932","932","932","932","932","932","932","932","932","932","932","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","934","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935","935"
