date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Benin,Benin,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Chile,Chile,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Finnland,Finnland,Frankreich,Frankreich,Ghana,Ghana,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Haiti,Haiti,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Irak,Irak,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jemen,Jemen,Jordanien,Jordanien,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kenia,Kenia,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Kuba,Kuba,Libanon,Libanon,Malawi,Malawi,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Niederlande,Niederlande,Niger,Niger,Nigeria,Nigeria,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Papua-Neuguinea,Papua-Neuguinea,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Ruanda,Ruanda,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Saudi-Arabien,Saudi-Arabien,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Somalia,Somalia,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Sudan,Sudan,Südkorea,Südkorea,Südsudan,Südsudan,Syrien,Syrien,Tadschikistan,Tadschikistan,Thailand,Thailand,Togo,Togo,Tschad,Tschad,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Venezuela,Venezuela,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2021-04-08,14.62,5.8,,,,,,,8.99,1.56,6.63,3.92,,,3.39,0.05,,,15.37,5.57,,,2.26,1.17,9.12,2.63,6.37,1.58,38.18,23.6,,,14.28,7.36,,,1.42,0.64,,,18.57,1.66,15.41,5.16,2.08,,12.99,6.76,47,9.64,0.73,,0.57,,,,,,5.98,0.86,3.43,1.72,,,,,61.3,56.81,14.37,6.27,0.84,0.33,,,,,,,17.19,2.02,,,0.78,,,,4.27,1.26,,,2.46,1.47,,,1.74,1.12,,,12.01,11.04,7.16,1.29,,,6.22,,,,,,,,15.81,5.72,16.04,6.37,0.5,,,,0.66,0.06,2.17,1.41,,,13.65,5.54,14.36,5.95,,,11.47,6.86,5.58,3.57,,,,,,,12.15,7.45,1.95,,,,,,1.12,0.18,,,14.89,5.12,,,14.52,6.46,,,0.48,0.48,,,2.18,0.1,,,0.01,,,,0.58,0.09,1,,,,12.43,6.28,1.01,,12.6,8.85,0.39,,0.81,,27.84,11.66,33.5,19.8,,,,,,,,
2021-04-09,15.27,5.91,,,,,,,9.39,1.57,6.97,4,,,,,0.97,0.28,16.4,5.71,,,2.42,,9.36,2.75,6.54,1.62,38.55,24.37,,,14.57,7.51,,,,,2.78,,19.25,1.69,16.01,5.33,2.19,,13.37,6.91,47.15,10.3,0.76,,0.58,,,,0.56,0.03,6.21,0.89,,,,,,,61.34,56.88,14.79,6.4,0.87,0.39,,,,,,,17.99,2.07,,,,,,,4.33,1.46,,,,1.49,1.01,,1.76,1.16,,,12.05,11.12,7.31,1.44,,,6.3,,,,,,,,16.33,,16.54,6.74,,,,,0.67,0.09,2.22,1.46,,,,,14.91,6.1,,,11.59,7.03,5.71,3.63,,,,,,,12.5,7.65,2,,24.65,17.03,,,1.2,,,,15.19,5.28,,,15.31,6.57,,,,,,,2.24,,,,,,,,0.67,,,,,,12.8,6.56,1.06,0.04,12.78,8.94,,,0.85,,28.58,12.13,34.22,20.39,,,,,,,,
2021-04-10,15.64,5.99,,,,,,,9.91,1.6,7.29,4.09,,,3.4,0.13,,,16.96,5.74,,,2.46,,9.65,2.84,6.59,,38.61,24.45,,,14.86,7.61,,,,,,,19.7,1.7,16.33,5.46,,,13.77,7.04,47.32,11,,,0.59,,,,,,6.44,0.92,3.66,1.86,,,,,61.36,56.92,15.21,6.51,,,,,,,,,18.6,2.1,1.5,0.55,,,,,4.39,1.59,,,2.5,1.51,1.07,,1.77,1.2,,,12.12,11.2,7.41,1.53,,,6.32,,,,,,,,16.35,,16.95,7.06,,,,,0.68,,,,,,14.61,5.56,15.47,6.22,,,11.74,7.19,5.88,3.7,,,,,,,12.62,7.69,2.05,,25.23,17.14,0.47,0,1.3,,,,15.56,5.3,,,,,,,,,0.23,,,,,,,,,,0.7,,,,,,12.94,6.7,1.14,,12.88,8.99,0.4,,,,29.36,12.4,35.03,21.14,,,,,,,,
2021-04-11,15.89,6.05,,,,,0.75,,10.15,,,,,,3.42,0.23,,,16.99,5.75,,,2.48,1.21,9.72,2.86,6.61,1.63,38.62,24.46,,,15.11,7.67,,,,,3.08,,20.29,,16.41,5.51,2.26,,,,47.42,11.28,0.77,,,,,,,,6.64,0.94,,,,,,,61.46,57.08,15.47,6.58,,,,,,,,,19.07,2.11,,,,,,,,,,,,,1.09,,1.81,1.23,,,12.16,11.24,7.5,1.61,,,6.35,,15.6,5.32,,,,,16.36,,17.07,7.24,,,,,0.7,0.11,,1.49,0.92,0.12,14.75,5.57,15.57,6.25,,,11.89,7.34,5.96,3.71,,,,,15.75,6.58,12.65,7.71,2.08,,,,,,1.31,0.19,,,15.93,5.32,,,,,4.32,,,,,,2.26,,,,,,,,0.71,0.1,,,,,13.03,6.8,1.24,,12.93,9,0.41,,0.86,,30.02,12.6,35.65,21.72,0.44,,,,,,,
2021-04-12,16.3,6.14,,,,,,,10.31,1.61,7.48,4.13,,,3.43,0.32,,,17.34,5.82,,,2.6,1.24,9.92,2.99,6.7,1.65,39.02,25.29,6.95,4.56,16.74,7.87,,,,,,,20.47,1.72,16.76,5.68,2.39,,14.2,7.15,47.51,11.57,0.79,,0.6,,,,,,6.89,0.98,3.76,1.95,0.38,,,,61.56,57.23,15.81,6.69,0.9,0.44,,,,,0,,19.91,2.16,1.8,0.56,,,0.03,,4.44,1.8,,,2.61,1.58,1.11,,1.89,1.27,0.13,,,,7.66,1.72,,,,,,,,,,,16.43,5.74,17.38,7.31,,,,,0.74,0.13,2.24,1.53,0.96,0.14,14.98,5.58,15.75,6.28,,,12.09,7.46,6.04,3.74,,,,,,,13.01,7.85,2.1,,,,,,1.38,,,,16.14,5.51,,,16.42,6.65,,,,,,,2.34,,,,,,,,,,,,,,13.39,7.03,1.33,,13.17,9.04,0.43,,0.89,,30.74,12.95,36.13,22.15,,,0.88,,,,,
2021-04-13,16.9,6.23,,,,,,,10.7,1.63,7.76,4.19,,,,,,,17.89,5.9,,,2.72,1.27,11.1,3.39,6.82,1.68,39.42,26.13,,,17.06,7.98,,,,,4.76,0.04,21.48,1.86,17.21,5.89,,,14.63,7.25,47.62,12.04,0.81,,,,,,,,7.05,1.01,3.79,1.99,,,,,61.63,57.29,16.18,6.8,0.91,0.48,,,,,,,20.59,2.2,,,,,,,4.6,1.98,,,,,1.2,,1.94,1.29,,,12.18,11.26,8,2.04,,,6.43,,,,,,,,16.91,5.75,17.75,7.44,0.59,,0,,0.85,0.14,,1.59,1,0.15,15.41,5.65,16.05,6.31,,,12.33,7.62,6.19,3.8,,,,,,,13.43,8.04,2.16,,,,,,1.47,0.2,,,16.34,5.72,,,16.98,6.71,,,0.49,0.49,,,2.42,,,,,,,,0.72,,1.21,,,,13.72,7.27,1.41,,13.5,9.1,0.45,,0.92,,31.44,13.36,36.57,22.52,,,,,,,,
2021-04-14,17.73,6.32,,,,,,,11.06,1.68,8.02,4.24,,,,,,,18.55,6.11,,,2.85,1.31,11.38,3.53,6.99,1.73,39.83,26.91,,,17.25,8.17,8.39,5.53,,0.81,5.49,0.09,,,17.64,6.1,,,15.06,7.34,47.79,12.54,0.83,,0.61,,,,,,7.26,1.04,3.82,2.03,,,0.43,0.12,,,16.58,6.93,0.92,0.51,,,5.32,1.2,,,21.35,2.23,,,1.06,,,,4.73,2.06,,,2.7,1.64,1.26,,2.01,1.32,,,12.27,11.29,8.21,2.29,,,,,,,,,,,18.16,5.78,18.36,7.6,,,,,0.95,0.15,2.25,1.65,,,,,16.46,6.32,,,12.59,7.78,6.4,3.85,,,,,,,13.89,8.23,2.21,,26.17,17.66,0.52,0.01,1.56,0.21,,,16.53,5.92,,,17.65,6.81,,,,,,,2.51,,,,,,,,,,,,,,14.09,7.53,1.48,0.07,13.7,9.15,0.48,,0.96,,32,13.72,37.05,22.93,0.77,,,,,,0.06,
2021-04-15,18.45,6.41,,,,,,,11.42,1.71,8.26,4.29,,,3.45,0.56,,,19.28,6.34,,,2.99,1.36,,,7.15,1.78,40.16,27.67,,,17.52,8.33,,,1.92,0.83,6.19,0.15,22.21,1.98,18.14,6.32,2.43,,15.54,7.36,47.98,13.16,0.85,,,0.19,,,,,7.42,1.08,3.94,2.09,,,,,61.67,57.35,17,7.09,0.94,0.54,,,,,,,22.13,2.26,,,,,,,,,,,2.91,1.79,,,2.06,1.35,,,12.34,11.31,8.41,2.55,,,6.47,,,,,,0.51,,19.38,5.8,18.97,7.81,,,,,1.04,,2.26,1.72,,,16.48,5.94,16.98,6.43,,,12.85,7.94,6.49,3.9,0,,,,,,14.37,8.41,2.25,,26.56,17.83,0.53,0.02,1.7,0.22,,,16.75,6.15,,,18.46,6.96,,,,,,,2.7,,0.01,,,,,,0.73,0.11,,,,,14.53,7.76,1.53,0.09,13.88,9.17,,,0.99,,,,37.62,23.47,1,,,,,,,
2021-04-16,19.08,6.5,,,,,,,11.74,1.74,8.48,4.34,,,,,,,19.94,6.49,,,3.13,1.41,,,7.3,1.83,40.46,28.38,,,17.82,8.47,,,2.01,0.91,6.86,0.24,22.88,2.1,18.64,6.53,,,16.03,7.38,48.18,13.89,,,0.62,0.21,,,,,7.57,1.13,,,0.49,,,,61.71,57.43,17.46,7.26,0.97,,,,,,,,22.9,2.34,,,1.21,,,,4.91,2.15,,,,,1.31,,2.11,,,,12.42,11.33,8.58,2.86,,,6.52,,,,,,0.52,,19.92,5.82,19.55,8.02,,,,,1.11,,2.32,1.78,,,,,17.56,6.53,,,13.12,8.08,6.67,3.93,,,,,,,14.81,8.59,,,26.76,17.94,,,1.81,,,,17.01,6.37,,,19.25,7.12,,,,,,,2.9,,,,,,,,,,,,,,14.95,8,,,14.27,9.22,0.5,,1.02,,,,38.2,24.1,,,,,,,,
2021-04-17,19.45,6.56,,,,,,,12.02,1.76,8.67,4.4,,,,,,,20.4,,,,3.17,,,,7.33,1.84,40.5,28.46,,,18.14,8.52,,,2.14,0.95,7.46,0.28,,,18.91,6.67,,,16.52,7.39,48.39,14.63,,,,,,,,,7.71,1.17,3.95,2.15,,,,,61.72,57.45,17.92,7.4,0.98,,,,,,,,23.51,2.41,,,,,,,5.05,2.23,,,2.93,1.8,,,2.14,1.36,,,12.61,11.34,8.68,2.98,,,6.56,,,,0.01,,,,19.96,,19.95,8.26,,,,,1.13,,2.41,1.83,1.15,,,,18.03,6.72,,,13.4,8.22,6.8,3.96,,,,,,,14.98,8.63,2.27,,26.86,18.04,,,1.86,,,,17.49,,0.74,,,,,,,,,,2.96,,,,,,,,0.75,,1.93,,,,15.1,8.09,,,14.41,,0.51,,,,33.67,14.35,38.72,24.66,,,,,,,0.07,
2021-04-18,19.72,6.61,,,0.64,,,,12.15,,,,,,3.47,0.83,,,20.45,6.54,,,3.2,1.42,11.46,4.04,7.34,1.85,40.51,28.47,,,18.39,8.61,,,2.18,0.97,,,23.8,2.2,18.99,6.72,,,,,48.51,14.95,0.87,,,,,,,,7.78,1.19,,,,,,,61.8,57.53,18.23,7.48,0.99,0.57,,,,,,,24.02,2.42,3.91,0.65,,,,,5.14,2.27,,,3,1.83,,,2.15,1.37,,,,,8.73,3.05,,,6.61,,19.8,5.86,,,,,19.98,,20.12,8.31,,,,,1.14,0.16,2.49,1.84,1.17,0.18,,,19.15,6.77,,,13.65,8.34,6.87,4.21,,,,,19.79,7.23,15.04,8.64,,,26.89,18.21,,,1.87,0.24,23.32,14.53,17.72,6.38,,,,,,,,,,,2.97,,,,,,,,0.77,0.12,,,,,15.22,8.13,1.63,0.28,14.44,9.23,0.52,,1.03,,33.81,14.4,39.24,25.2,,,,,,,,
2021-04-19,20.13,6.68,,,,,1.2,,12.25,1.77,8.77,4.42,,,,,,,20.94,6.58,,,3.31,1.47,11.66,4.22,7.4,1.89,40.74,29.26,8.85,4.86,18.82,8.86,,,2.28,1,,,23.86,2.22,19.29,6.92,,,17.02,7.41,48.66,15.36,,,,0.23,,,,,7.95,1.27,4.01,2.21,,,0.5,0.16,61.87,57.61,18.6,7.63,1.07,0.61,,,5.95,1.22,,,24.67,2.47,,,,,,,5.26,2.34,,,3.12,1.91,1.35,,2.23,1.4,,,12.66,11.35,8.76,3.19,,,6.65,,,,,,0.53,,20.1,5.83,20.41,8.37,,,,,1.17,,2.51,1.85,,,17.7,6.1,19.93,6.81,,,13.91,8.48,6.91,4.22,0.01,,,,,,15.46,8.81,,,,,,,1.89,,,,17.89,6.59,,,20.19,7.3,,,,,,,3.21,,,,,,,,0.82,0.14,,,,,15.63,8.28,1.67,0.36,14.54,9.27,0.54,,1.06,,34.34,14.5,39.56,25.52,,,,,,,0.08,
2021-04-20,20.72,6.76,,,,,,,12.44,1.8,8.87,4.47,,,3.49,1.02,,,21.34,6.61,,,3.43,1.52,11.67,4.23,7.51,1.95,40.94,30.04,,,19.2,9.15,,,2.39,1.02,,,24.31,2.25,19.66,7.18,2.71,,17.52,7.43,48.82,15.87,0.88,,,0.24,,,,,,,4.06,2.25,,,0.57,0.17,61.94,57.69,18.99,7.79,1.19,0.63,,,,,,,25.27,2.5,,,,,,,5.4,2.42,,,3.19,1.96,1.36,,2.3,1.43,,,12.69,11.36,8.88,3.5,,,6.73,,,,,,0.54,,20.47,5.85,20.78,8.51,,,0.01,,1.2,,2.55,1.86,1.23,0.19,18.15,6.19,20.13,6.92,,,14.23,8.62,7.09,4.27,0.02,,,,,,15.96,9.03,,,,,,,1.94,,,,18.04,6.86,,,20.51,7.38,,,,,,,3.46,,,,,,,,0.87,0.15,,,,,16.02,8.42,1.73,0.4,14.73,9.32,0.55,,1.09,,34.82,14.75,39.85,25.78,1.37,,,,51.38,38.79,,
2021-04-21,21.5,6.85,,,,,,,12.66,1.83,8.96,4.52,,,,,,,22.1,6.65,,,3.54,1.57,11.72,4.3,7.68,2.06,41.11,30.81,,,19.59,9.37,,,2.59,1.06,,,25.82,2.53,20.03,7.43,,,18,7.45,48.99,16.49,0.89,,0.63,0.25,,,,,8.09,1.3,4.13,2.32,,,,,62.01,57.77,19.41,7.99,1.33,0.65,,,,,,,26.07,2.54,4.08,0.67,1.4,,,,5.6,2.52,,,,,1.38,,2.35,1.47,,,12.73,11.39,9.01,3.86,,,6.75,,,,,,0.55,,21.57,5.91,21.36,8.63,,,,,1.22,,2.58,1.89,1.28,0.2,18.71,6.38,20.42,7.01,,,14.56,8.77,7.21,4.32,0.05,,,,,,16.5,9.26,,,27.46,18.63,,,1.99,0.25,,,18.18,7.11,,,21.14,7.72,,,,,,,3.72,0.12,,,,,,,1.07,0.17,,,,,16.47,8.56,1.81,0.43,14.93,9.35,0.59,,1.12,,35.4,15.04,40.2,26.19,,,,,,,0.11,
2021-04-22,22.18,6.93,0.62,,,,,,12.95,1.86,9.05,4.58,,,3.51,1.19,,,22.88,6.7,,,3.69,1.62,11.92,4.56,7.87,2.18,41.4,31.56,,,20.08,9.47,,,2.76,1.07,9.75,,,,20.46,7.71,,,18.47,7.52,49.18,17.12,0.9,,0.66,0.28,,,,,8.23,1.39,4.18,2.37,,,0.62,0.18,62.08,57.86,19.85,8.21,1.48,0.67,,,,,,,26.98,2.58,4.39,0.71,,,,,5.71,2.59,,,,,1.4,,2.39,1.52,,,12.75,11.4,9.16,4.15,,,6.79,,,,,,,,22.52,5.95,22.03,8.75,,,,,1.24,,2.6,1.9,,,19.32,6.59,20.71,7.25,,,14.87,8.91,7.39,4.41,0.07,,,,,,17.09,9.52,2.34,,27.81,18.88,,,2.07,0.29,,,18.34,7.36,,,21.69,8.06,,,,,,,3.98,0.15,,,,,,,1.19,0.19,,,,,16.98,8.72,1.91,0.46,15.17,9.41,,,1.16,,36.32,15.43,40.6,26.68,,,,,,,0.13,
2021-04-23,22.76,7.01,,,,,1.39,,13.18,1.89,9.13,4.64,,,,,2.58,0.89,23.44,6.76,,,3.91,,12.42,5.04,8.01,2.31,41.61,32.31,,,20.46,9.66,,,2.92,1.11,10.4,0.37,26.81,2.67,20.89,7.98,,,18.91,7.62,49.38,17.81,0.91,,,,,,,,,,4.25,2.45,0.74,,,,,57.9,20.3,8.43,1.65,,,,,,,,27.91,2.63,,,,,,,5.82,2.67,,,,,,,2.43,1.54,,,12.8,,9.28,4.38,,,6.83,,,,,,0.56,,22.86,,22.67,8.88,,,,,1.26,,2.68,,,,19.89,6.72,20.99,7.63,,,15.19,9.06,7.54,4.48,,,,,,,17.62,9.74,2.36,,27.92,19,,,2.15,0.31,,,18.49,7.63,,,22.26,8.26,,,,,0.32,,4.29,0.19,,,,,,,1.34,0.23,,,,,17.44,8.83,2,0.48,15.34,9.42,,,1.19,,37.02,16.07,41.03,27.26,,,,,,,0.18,
2021-04-24,23.12,7.08,,,,,,,13.61,1.92,9.22,4.71,,,3.52,1.31,,,23.82,,,,3.99,1.63,12.56,5.2,8.04,2.34,,,,,20.72,9.79,,,3.02,1.14,,,,,21.17,8.15,,,19.23,7.84,49.6,18.61,,,,,,,,,,,,,,,,,62.11,57.91,20.75,8.62,1.68,,,,,,,,28.63,2.67,4.57,0.76,,,,,5.91,2.74,,,3.92,2.07,,,2.45,1.55,,,,,9.34,4.52,,,,,,,,,,,22.87,,23.05,8.94,,,,,,,2.77,1.91,1.39,0.21,,,21.38,8,,,15.51,9.21,7.75,4.64,,,,,,,17.86,9.81,,,28.58,19.23,,,2.18,0.32,,,18.76,7.76,,,,,,,,,,,4.42,0.2,,,,,,,1.36,,,,,,17.61,8.88,2.07,0.53,15.55,9.43,0.6,,,,,,41.46,27.83,,,,,,,0.2,
2021-04-25,23.4,7.14,,,,,,,13.86,,9.26,,,,,1.41,,,23.88,6.78,,,4.02,1.64,12.64,5.25,8.05,2.36,41.64,32.38,,,20.98,9.88,9.16,6.95,3.07,1.15,,,27.61,2.77,21.27,8.2,,,,,49.72,19,,,0.68,0.3,,,,,8.54,1.55,4.29,2.5,,,,,62.17,57.99,21.12,8.71,1.7,0.69,,,,,,,29.22,2.7,,,,,,,5.97,2.77,,,3.98,2.11,,,2.48,1.57,0.25,,,,9.35,4.59,,,6.89,,22.94,6.6,,,,,22.88,5.98,23.34,8.97,,,,,1.27,,2.81,1.92,,,20.52,6.81,21.69,8.12,,,15.79,9.33,7.79,4.65,0.08,,,,23.77,7.61,17.97,9.84,2.38,,,,0.65,,2.26,0.36,,,19,7.86,,,23.09,8.44,,,,,,,4.43,0.21,,,,,,,1.39,0.25,,,,,17.75,8.92,2.15,0.56,15.62,9.44,,,1.21,,37.31,17.24,41.85,28.34,1.63,,,,,,0.22,
2021-04-26,23.83,7.23,,,,,,,14.03,1.93,9.27,4.78,,,,1.49,,,24.36,6.84,,,4.2,1.7,12.87,5.48,8.12,2.44,41.87,33.18,10.57,5.5,21.53,10.02,9.49,7.08,3.15,1.19,11.07,0.42,,,21.6,8.44,2.72,,19.5,8.17,49.85,19.45,,,0.69,0.31,,,,,8.69,1.64,4.33,2.56,,,,,62.23,58.08,21.55,8.86,1.92,0.73,,,,,,,29.89,2.72,,,,,,,,,,,4.02,2.16,1.45,,2.55,1.59,,,12.82,11.43,9.38,4.73,,,6.93,,,,,,,,22.92,5.99,23.65,9,,,,,1.28,,2.86,1.93,1.4,0.22,,,21.99,8.18,,,16.07,9.46,7.84,4.71,,,,,,,18.41,10.05,2.39,,28.73,19.4,,,2.38,0.39,,,19.13,8.2,,,23.56,8.6,,,,,,,4.71,0.25,,,,,,,1.45,0.31,,,,,18.21,8.99,2.23,0.59,15.76,9.61,0.66,,1.23,,38.09,17.72,42.15,28.67,,,,,,,0.27,
2021-04-27,24.66,7.34,,,,,,,14.4,1.95,9.34,4.87,,,,1.57,,,24.69,6.96,,,4.43,1.76,13.14,5.76,8.25,2.56,42.07,33.88,,,21.99,10.38,9.84,7.19,3.38,1.25,11.53,0.62,27.95,2.79,22.01,8.73,,,19.8,8.45,50.02,20.01,0.92,,0.7,0.33,,,,,8.79,1.71,4.39,2.64,,,,,62.28,58.15,21.99,9.06,2.12,0.75,,,,,,,30.52,2.77,5.06,0.98,,,,,6.19,2.9,,,4.14,2.28,1.47,,2.62,1.63,,,13.03,11.47,,,,,7.04,,,,,,0.57,,23.28,6.11,24.06,9.13,,,0.02,,1.35,,2.92,1.96,1.43,0.23,21.33,7.26,22.39,8.26,,,16.36,9.62,7.95,4.77,,,,,,,18.99,10.32,2.41,,,,0.67,,2.49,0.43,,,19.23,8.49,,,24.09,8.91,,,,,,,5.05,0.29,,,,,,,1.49,0.34,,,,,18.66,9.1,2.29,0.63,15.87,9.84,0.7,,1.28,,39.07,18.36,42.38,28.93,1.79,,,,,,0.33,
2021-04-28,25.85,7.49,,,,,,,14.76,1.96,9.4,4.96,,,,1.64,,,25.38,7.1,,,4.69,1.84,13.32,5.97,8.43,2.74,42.3,34.53,,,22.4,10.74,10.2,7.26,3.59,1.29,11.96,0.89,28.84,2.88,22.45,9.02,,,20.14,8.73,50.22,20.69,0.93,,0.71,0.35,,,,,8.88,1.78,4.44,2.71,,,0.89,0.23,62.33,58.23,22.43,9.31,2.35,,,,,,,,31.17,2.81,6.89,1.42,1.59,,0.41,0.01,6.31,2.96,,,4.25,2.42,1.49,,2.7,1.67,,,13.51,11.53,9.49,5.24,,,,,,,,,0.58,,24.37,6.57,24.55,9.29,0.95,,,,1.45,,3.04,1.99,,,21.74,7.54,22.77,8.36,,,16.64,9.77,8.16,4.89,0.12,,,,,,19.59,10.55,2.43,,29.47,20.65,,,2.61,0.47,,,19.34,8.78,,,24.64,9.44,,,0.5,0.5,,,5.51,0.33,,,,,,,1.52,0.41,,,,,19.21,9.23,2.35,0.68,16.02,10.22,0.72,,1.44,,40.06,18.87,42.67,29.32,,,,,,,0.44,
2021-04-29,26.82,7.65,,,,,,,15.06,2.01,9.47,5.05,,,,1.7,,,26.14,7.27,,,,,13.54,6.22,8.57,2.99,42.46,35.19,,,22.85,11.05,10.54,7.3,3.92,1.3,12.44,1.05,,,22.98,9.33,,,20.45,9.05,50.4,21.41,,,0.72,0.36,,,,,8.97,1.84,4.5,2.77,,,0.95,0.24,62.38,58.32,23.02,9.61,2.36,0.79,,,6.85,2.16,0.04,,31.93,2.87,,,,,,,6.44,3.04,,,4.29,2.46,1.52,,2.72,1.69,,,,,9.58,5.51,,,,,,,,,,,25.38,6.96,25.23,9.46,,,,,1.59,,3.17,2.03,1.47,0.24,22.72,7.59,23.3,8.54,,,16.91,9.93,8.33,5.05,0.14,,,,,,20.17,10.8,2.45,,,,0.68,0.07,2.7,0.52,,,19.48,9.09,,,25.16,10.03,,0.03,0.52,0.52,,,6.02,0.39,,,,,,,1.54,0.48,,,,,19.82,9.38,,,16.18,10.58,,,1.61,,40.51,19.47,43,29.8,,,,,,,,
2021-04-30,27.62,7.81,,,,,,,15.33,2.08,9.53,5.15,,,,,,,26.66,7.46,,,,,13.71,6.37,8.67,3.07,,35.38,,,23.08,11.12,10.82,,4.24,1.36,12.95,1.17,30.05,3,23.53,9.63,,,20.66,,50.62,22.03,0.94,,,0.37,,,,,9.09,1.93,4.54,2.8,,,1.02,0.25,,58.35,23.58,9.95,2.6,,,,,,,,32.67,2.89,,,,,,,6.6,3.2,,,,,1.55,,2.77,,,,13.69,,9.68,5.77,,,,,,,,,,,25.85,7.11,25.98,9.62,,,,,1.71,,3.42,,1.5,,,,23.91,8.72,,,17.17,10.07,8.43,5.16,0.17,,,,,,20.77,10.93,2.46,,29.78,21.87,,,2.79,0.58,,,19.86,9.22,,,,,,0.12,,,,,6.56,0.45,,,,,,,,,,,,,20.4,9.47,2.39,0.76,16.26,10.8,,,1.72,,41.65,20.17,43.32,30.32,,,,,,,0.52,0.01
2021-05-01,27.93,7.9,,,,,,,15.49,2.14,9.58,5.26,,,,,,,27,,,,5.27,2,13.8,6.44,8.72,3.1,42.73,,,,23.21,11.22,10.93,7.34,4.49,,,,30.55,,23.77,9.71,,,20.83,9.06,50.83,22.58,,,,,,,,,9.15,1.98,,,,,,,62.4,58.36,24.06,10.23,2.63,,,,,,,,33.21,2.96,,,,,,,6.71,3.34,,,4.3,2.47,,,2.78,1.72,,,13.7,11.54,9.75,5.93,,,,,,,,,0.59,,25.88,7.12,26.36,9.71,,,,,,0.17,3.61,2.09,1.51,0.26,23.56,7.82,24.59,8.89,2.7,,17.35,10.21,8.48,5.18,,,,,,,21.08,,,,,22.01,0.69,,2.88,0.62,,,20.34,9.29,,,,,,0.3,0.54,0.54,,,,,,,,,,,1.57,0.55,,,,,20.58,9.5,2.58,0.8,16.31,10.85,0.74,,,,42.07,20.87,43.73,30.92,,,,,,,0.53,
2021-05-02,28.17,7.98,,,,,,,15.54,2.15,9.62,5.34,,,,1.78,,,27.03,7.53,,,,,13.84,6.47,8.76,3.11,42.74,35.39,,,23.5,11.46,10.99,7.35,4.66,1.39,,,30.59,,23.9,9.77,,,,,50.96,22.84,,,,,,,,,9.18,1.99,4.56,2.82,,,,,62.44,58.43,24.47,10.44,2.65,0.82,,,,,,,33.64,2.99,,,,,,,6.79,3.47,,,4.32,2.5,,,2.81,1.75,,,,,9.79,6.04,,,,,26.43,7.38,,,,,25.9,7.13,26.53,9.72,,,,,1.72,,3.75,2.1,,,,,25,8.98,,,17.44,10.33,8.52,5.24,0.23,,,,27.44,7.88,21.21,10.97,,,29.81,22.02,,,2.89,0.63,,,20.66,9.35,,,26.09,10.94,,0.41,,,,,6.64,0.46,,,,,,,,,,,,,20.76,9.52,2.66,0.86,16.36,10.92,0.75,,,,42.16,21.5,43.97,31.33,,,,,,,,
2021-05-03,28.57,8.12,,,,,,,15.6,2.19,,,,,,1.84,,,27.61,7.66,,,5.46,2.06,14.05,6.63,8.83,3.16,43.13,35.79,11.88,6.78,23.85,12.25,11.54,7.38,,,,,30.65,3.04,24.33,10.03,,,21.03,9.07,51.07,23.02,0.95,,0.73,,,,,,9.25,2.06,,,,,,,62.48,58.49,24.95,10.66,2.66,,,,,,,,34.22,3.01,,,,,,,,,,,4.38,2.56,,,2.88,1.83,,,13.84,11.6,9.88,,,,,,,,,,,,25.96,7.15,26.73,9.86,,,,,1.83,,3.93,2.11,1.54,0.28,23.83,7.87,25.39,9.06,,,17.56,10.55,8.53,5.25,0.25,,,,,,21.81,11.07,2.47,,,,,,2.95,0.67,,,21.02,9.41,,,26.48,11.13,,0.45,0.55,0.55,,,6.81,0.52,,,,,,,1.58,0.56,,,,,21.39,9.57,2.71,0.88,16.52,11.1,0.8,,1.73,,42.44,22.33,44.11,31.55,,,,,,,0.55,
