typ,einwohner,bundesland,Kreis,hc.key,lat,lon,weekly_cases,inzidenz.x,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+
Landkreis,159895,Bayern,Landshut (Landkreis),de-by-09274000,48.55775541,12.19539242,1235,766.792190630991,21,257.542310522443,163,1052.29180116204,328,912.936985081274,504,850.102045979726,187,575.774370343001,32,373.919139985978
Landkreis,192656,Bayern,Passau (Landkreis),de-by-09275000,48.55863045,13.36660359,1465,757.285969791268,25,301.422715215819,162,975.198651577173,410,981.072479720514,544,796.649386404241,267,590.564243215147,57,457.39046701974
Landkreis,77410,Bayern,Regen,de-by-09276000,49.02281441,13.09976379,455,588.516808298734,6,175.541252194266,42,660.896931549961,128,751.482416485646,181,670.991658943466,86,465.796457780426,11,212.930700735579
Landkreis,121502,Bayern,Rottal-Inn,de-by-09277000,48.42451987,12.86735043,983,810.344827586207,12,216.919739696312,134,1258.09783118956,354,1275.62970703758,351,824.466210978789,112,416.465251180605,19,234.509997531474
Landkreis,101120,Bayern,Straubing-Bogen,de-by-09278000,48.89970504,12.58240399,1048,1030.02604550592,20,408.914332447352,122,1301.74989329919,321,1426.92034139403,404,1091.59686571197,148,686.583781777695,33,569.456427955134
Landkreis,96683,Bayern,Dingolfing-Landau,de-by-09279000,48.64116462,12.61047719,702,721.895438278968,8,171.159606332905,85,992.642765385963,236,1027.3376284172,247,707.371556217424,102,510.255127563782,24,431.189363995688
Kreisfreie Stadt,42207,Bayern,Amberg,de-by-09361000,49.45092774,11.8453726,230,549.31988966042,2,109.769484083425,32,933.488914819136,53,536.220153783893,99,701.083492670491,34,354.535974973931,8,237.953599048186
Kreisfreie Stadt,153094,Bayern,Regensburg (Stadt),de-by-09362000,49.0130809,12.11373088,941,619.951402114665,8,112.454315434355,89,750.801417243125,425,854.563368387188,309,618.111260026805,88,338.891670196788,22,260.81802015412
Kreisfreie Stadt,42743,Bayern,Weiden i.d. OPf.,de-by-09363000,49.66924961,12.15453393,287,674.738450687669,6,315.126050420168,31,915.534554046072,99,964.348334307422,98,681.644292967935,35,366.262034323985,18,553.165334972342
Landkreis,103049,Bayern,Amberg-Sulzbach,de-by-09371000,49.48675113,11.80095321,707,687.391988193946,6,124.895920066611,96,1107.39416310993,190,838.592929337512,299,811.485642946317,88,382.226469182991,28,397.163120567376
Landkreis,127998,Bayern,Cham,de-by-09372000,49.23706516,12.69547955,1127,880.603306946461,23,400.976290097629,113,1031.68081804072,315,1103.9074820396,452,994.740201148793,192,661.954835373211,32,384.153661464586
Landkreis,134573,Bayern,Neumarkt i.d. OPf.,de-by-09373000,49.21596141,11.56655792,1239,916.250693288963,26,389.105058365759,169,1367.75655551959,388,1244.62693270033,425,869.38733762913,195,705.882352941176,36,458.540313335881
Landkreis,94450,Bayern,Neustadt a.d. Waldnaab,de-by-09374000,49.68658288,12.09825744,750,793.491468117703,13,286.596119929453,88,1102.61871945871,217,1047.34784497321,301,887.172836595143,109,515.147218677631,22,359.066427289048
Landkreis,194070,Bayern,Regensburg (Landkreis),de-by-09375000,49.02134333,12.12116123,1476,760.262514476901,39,406.25,175,957.959273045763,459,1081.34850519471,583,813.110181311018,192,464.452454099035,28,261.291526689063
Landkreis,147872,Bayern,Schwandorf,de-by-09376000,49.36803336,12.25308476,982,661.381897532951,10,145.687645687646,131,1028.58040201005,322,954.611484984139,375,703.604330450119,121,380.58692164942,23,243.360490953338
Landkreis,72046,Bayern,Tirschenreuth,de-by-09377000,49.89938901,12.20034184,758,1057.24168712341,20,648.088139987038,84,1416.76505312869,247,1604.31280852169,256,1008.07245520772,111,652.672428999824,40,764.379896808714
Kreisfreie Stadt,77373,Bayern,Bamberg (Stadt),de-by-09461000,49.88722213,10.89893625,680,888.175913608264,11,296.096904441454,32,548.885077186964,316,1336.77397521046,208,843.231848218267,86,593.021652185905,27,537.848605577689
Kreisfreie Stadt,74783,Bayern,Bayreuth (Stadt),de-by-09462000,49.93774274,11.58467279,607,819.738547968885,11,379.834254143646,52,1008.53374709077,231,972.017673048601,190,849.351810460438,92,594.737862822419,31,604.642090891359
Kreisfreie Stadt,41072,Bayern,Coburg (Stadt),de-by-09463000,50.26395162,10.96443866,323,790.852553743695,10,587.889476778366,30,952.380952380952,110,1074.32366442035,129,964.702363146874,32,343.237155422074,12,365.07453605111
Kreisfreie Stadt,45825,Bayern,Hof (Stadt),de-by-09464000,50.31079563,11.89726317,379,838.996745843756,5,226.346763241286,31,810.669456066946,111,1032.55813953488,134,904.427645788337,68,636.942675159236,30,845.070422535211
Landkreis,147163,Bayern,Bamberg (Landkreis),de-by-09471000,49.89342862,10.88366378,1577,1071.20822796396,50,683.994528043776,163,1211.08551898358,495,1525.47073869765,645,1181.10236220472,182,588.406453072969,42,499.762018086625
Landkreis,103664,Bayern,Bayreuth (Landkreis),de-by-09472000,49.88376109,11.55515576,1148,1108.22828152278,26,584.138395866098,140,1546.2778882262,321,1531.26937938272,421,1114.58223022345,169,698.664682293605,71,981.340704906704
Landkreis,86747,Bayern,Coburg (Landkreis),de-by-09473000,50.26788951,10.94232605,802,927.562347668388,19,494.66284821661,80,1097.39368998628,253,1429.94404566778,303,979.948253557568,123,599.619753327158,23,354.391371340524
Landkreis,116203,Bayern,Forchheim,de-by-09474000,49.72099688,11.17313196,954,818.181818181818,24,431.577054486603,110,1039.59928173141,306,1222.48411969158,383,905.223351453557,118,463.217398131428,13,179.409329285123
Landkreis,94801,Bayern,Hof (Landkreis),de-by-09475000,50.27321205,11.81919285,978,1034.67975709359,29,785.056848944234,98,1316.14289551437,266,1451.72733722644,362,1092.23667139366,168,704.048277596178,55,660.026401056042
Landkreis,66743,Bayern,Kronach,de-by-09476000,50.32796323,11.37204664,540,813.804536206767,6,244.200244200244,52,1028.07433768288,153,1157.95050329221,210,866.658412777021,94,573.170731707317,25,464.338781575037
Landkreis,71566,Bayern,Kulmbach,de-by-09477000,50.10264208,11.48229914,806,1129.80903847231,10,364.033491081179,56,990.799716914367,229,1589.9465389155,309,1205.43028789888,156,887.372013651877,46,828.828828828829
Landkreis,66776,Bayern,Lichtenfels,de-by-09478000,50.1093305,11.11692157,702,1052.12673481011,20,692.041522491349,92,1658.85322755139,196,1394.32311303977,269,1130.39458755305,108,690.360521605727,17,351.094589012805
Landkreis,72655,Bayern,Wunsiedel i. Fichtelgebirge,de-by-09479000,50.09014053,12.04187211,583,810.014727540501,10,332.55736614566,53,931.458699472759,153,1078.75625749136,233,940.616042953454,104,555.05150237498,30,478.697941598851
Kreisfreie Stadt,41798,Bayern,Ansbach (Stadt),de-by-09561000,49.29218466,10.56366943,462,1108.41870396584,2,92.5497454881999,40,1081.37334414707,147,1460.50670640835,186,1322.52559726962,76,851.922430220827,11,380.886426592798
Kreisfreie Stadt,112528,Bayern,Erlangen,de-by-09562000,49.58232921,10.97814496,812,724.295946968012,14,259.259259259259,73,767.451640033642,360,1016.46102154333,279,768.23526172316,62,323.068104840811,24,358.690778657899
Kreisfreie Stadt,128497,Bayern,Fürth (Stadt),de-by-09563000,49.49141883,10.96548221,980,764.293457492026,15,224.215246636771,127,1170.83064441781,321,1007.75437164474,353,745.748389141227,145,584.229823925219,19,273.263339565655
Kreisfreie Stadt,518370,Bayern,Nürnberg,de-by-09564000,49.43621145,11.08275534,3461,671.524974638391,66,256.849315068493,390,882.972220335529,1178,859.753605418345,1296,731.315069266146,406,402.869702412257,125,373.167746365346
Kreisfreie Stadt,40981,Bayern,Schwabach,de-by-09565000,49.33562051,11.02351259,308,750.194855806703,4,193.050193050193,44,1167.41841337225,89,1002.25225225225,118,803.376906318083,42,475.435816164818,11,401.753104455807
Landkreis,184591,Bayern,Ansbach (Landkreis),de-by-09571000,49.24816458,10.46813339,1880,1014.48336894818,26,284.215128989943,210,1241.64843611423,569,1354.66514296598,751,1142.27481519788,271,696.837233221908,53,445.71524682533
Landkreis,137262,Bayern,Erlangen-Höchstadt,de-by-09572000,49.64004083,10.9148933,1392,1009.37692335542,22,313.033579965851,193,1435.05093315488,439,1541.05381402043,539,1077.15981534403,157,519.162726100327,42,523.821401845847
Landkreis,117853,Bayern,Fürth (Landkreis),de-by-09573000,49.44669052,10.84968649,1060,893.045199882051,27,458.404074702886,124,1180.72748047991,282,1202.66120777892,416,978.915662650602,164,601.768612629802,47,568.731848983543
Landkreis,170792,Bayern,Nürnberger Land,de-by-09574000,49.49190394,11.36940646,1430,835.558567981162,38,470.47170979324,183,1204.6606543348,420,1195.59338438327,584,944.158825621625,167,429.526748971193,38,325.872566675242
Landkreis,101014,Bayern,Neustadt a.d. Aisch-Bad Windsheim,de-by-09575000,49.56948359,10.46529167,1056,1042.73639308002,28,575.303061434148,112,1235.79388723381,338,1516.57917171445,387,1072.20036571175,158,713.511560693642,30,457.3867967678
Landkreis,126749,Bayern,Roth,de-by-09576000,49.20291709,11.12356541,1279,1005.75616507297,27,436.398900921287,163,1423.45646668413,391,1434.8623853211,470,1022.13909790788,178,639.781467903098,50,620.578379049274
Landkreis,94734,Bayern,Weißenburg-Gunzenhausen,de-by-09577000,49.03268584,10.89365914,850,894.687595277395,14,303.030303030303,97,1155.72500893602,259,1230.9300888741,308,936.939129376692,152,716.170373162458,20,303.812851283609
Kreisfreie Stadt,71002,Bayern,Aschaffenburg (Stadt),de-by-09661000,49.96385604,9.145811924,599,845.352677185357,7,206.124852767962,61,1014.6373918829,216,1246.10591900312,208,843.573832988604,83,552.927852907868,24,522.648083623693
Kreisfreie Stadt,53426,Bayern,Schweinfurt (Stadt),de-by-09662000,50.047008,10.22089195,413,774.58316922673,8,312.01248049922,53,1131.75314969037,126,963.597430406852,135,804.57715000894,59,492.076730608841,32,738.347946469774
Kreisfreie Stadt,127934,Bayern,Würzburg (Stadt),de-by-09663000,49.78465542,9.940896029,1143,900.326102367787,21,390.407138873397,94,1141.19218161952,513,1168.72465485032,350,930.430390514927,123,519.074949358542,42,460.981231478433
Landkreis,174200,Bayern,Aschaffenburg (Landkreis),de-by-09671000,50.0080931,9.238037457,1768,1012.26396729609,42,517.050350855595,195,1280.53585500394,524,1423.68092158887,690,1092.94810872458,276,705.864300145776,41,347.163420829805
Landkreis,103235,Bayern,Bad Kissingen,de-by-09672000,50.22251394,9.964701108,1172,1137.9387219029,35,793.111262179923,109,1273.51326089496,318,1510.61707282314,434,1221.02183209543,234,925.852654902271,42,500.35739814153
Landkreis,79635,Bayern,Rhön-Grabfeld,de-by-09673000,50.37131275,10.25490757,751,944.535278581311,15,412.201154163232,77,1095.30583214794,217,1270.26868816953,293,1056.65548703523,127,691.758810392723,22,379.637618636756
Landkreis,84384,Bayern,Haßberge,de-by-09674000,50.06287893,10.60697884,909,1078.61168792643,23,588.837685611879,90,1210.65375302663,254,1392.92569234988,367,1213.9454882244,136,708.00145765006,39,726.527570789866
Landkreis,91155,Bayern,Kitzingen,de-by-09675000,49.75322539,10.25606245,706,769.935438841389,17,388.660265203475,108,1369.86301369863,204,989.858799553593,257,788.029313463956,98,498.9816700611,22,364.540182270091
Landkreis,128743,Bayern,Miltenberg,de-by-09676000,49.75729059,9.234716588,1020,792.276084913355,22,373.007799253984,105,915.591210324381,324,1164.83911558512,370,797.757654161276,160,560.91148115688,39,450.502483539332
Landkreis,126158,Bayern,Main-Spessart,de-by-09677000,49.99358223,9.662681663,1338,1062.10706801295,29,522.993688007214,134,1290.94412331407,377,1444.16778394944,542,1211.57930032413,216,720.384204909285,40,425.124880433627
Landkreis,115445,Bayern,Schweinfurt (Landkreis),de-by-09678000,50.01688178,10.25995031,1073,928.648013004531,32,577.096483318305,124,1235.3058378163,304,1209.51698893929,429,1058.84095172278,145,552.738916631723,39,488.783055520742
Landkreis,162302,Bayern,Würzburg (Landkreis),de-by-09679000,49.73762667,9.927363415,1550,952.69119897724,43,537.432820897388,176,1210.03781368168,423,1207.70877944325,615,1069.82569669137,248,672.050295376944,45,435.076863579232
Kreisfreie Stadt,296582,Bayern,Augsburg (Stadt),de-by-09761000,48.34557086,10.88550536,2129,719.670080789643,47,328.694314287712,262,1090.80311420126,807,954.092429920906,708,713.853599516031,238,426.982418371008,67,357.123820691861
Kreisfreie Stadt,44398,Bayern,Kaufbeuren,de-by-09762000,47.8799286,10.61609675,243,544.086695624916,3,134.770889487871,12,308.166409861325,71,687.784558752301,101,681.327576902321,40,407.456453091576,16,482.800241400121
Kreisfreie Stadt,69151,Bayern,Kempten (Allgäu),de-by-09763000,47.73818425,10.30811849,472,684.65332172904,7,207.591933570581,38,678.571428571429,187,1029.56560039641,158,706.6505657677,64,433.222771271915,18,368.550368550369
Kreisfreie Stadt,44100,Bayern,Memmingen,de-by-09764000,47.97878749,10.16302768,379,856.627592425609,1,47.1253534401508,28,721.463540324659,127,1211.60083953444,158,1045.31921931856,53,560.668570824077,12,393.829996718083
Landkreis,134655,Bayern,Aichach-Friedberg,de-by-09771000,48.42757015,11.05275556,1072,793.932930441996,20,280.583613916947,151,1166.11321337555,342,1149.11632282777,410,837.076357697019,135,485.070604721354,14,174.890693316677
Landkreis,253468,Bayern,Augsburg (Landkreis),de-by-09772000,48.35428718,10.73208453,2151,840.562719812427,30,227.669423996357,257,1068.25172499792,685,1237.80267437658,777,850.826188364377,322,595.667536119282,80,515.696512602334
Landkreis,96562,Bayern,Dillingen a.d. Donau,de-by-09773000,48.5964038,10.52776417,1045,1076.44177335035,21,447.189097103918,105,1176.33878557024,342,1540.4711499482,387,1133.50125944584,149,727.113019715011,33,540.540540540541
Landkreis,127027,Bayern,Günzburg,de-by-09774000,48.35281385,10.38113121,846,664.35268803694,21,334.182049649905,78,667.294037128925,273,908.032596041909,323,711.438074051232,127,485.566813228828,23,309.430916184582
Landkreis,175204,Bayern,Neu-Ulm,de-by-09775000,48.29822655,10.14115581,1195,680.229549035109,26,295.588904047294,131,812.352722311795,395,949.313850368911,462,750.024351439982,148,407.219898745322,31,288.882676358214
Landkreis,81981,Bayern,Lindau (Bodensee),de-by-09776000,47.60516495,9.882861365,629,766.278857282086,6,156.00624024961,54,754.611514812745,218,1215.56819449091,253,873.618784530387,80,441.306266548985,18,302.165519556824
Landkreis,141182,Bayern,Ostallgäu,de-by-09777000,47.76995906,10.63973163,1152,811.799276991269,17,235.131396957123,114,865.27514231499,345,1089.18705603788,449,906.521300222088,176,572.879369832693,51,576.271186440678
Landkreis,145341,Bayern,Unterallgäu,de-by-09778000,48.03981304,10.38923276,1344,921.567554254126,11,149.45652173913,132,987.358815169422,440,1325.18145950667,516,1012.06237128567,191,619.26531141588,51,532.303517378144
Landkreis,133783,Bayern,Donau-Ries,de-by-09779000,48.80693204,10.7123442,1168,869.539322831363,21,328.125,140,1123.59550561798,373,1204.15805785124,425,889.121338912134,157,565.154787616991,50,597.585753555635
Landkreis,156008,Bayern,Oberallgäu,de-by-09780000,47.57270756,10.25862291,1227,790.106712388361,22,288.033516627389,109,805.022156573117,361,1071.47097233765,505,921.583298355749,200,564.047605617914,24,220.52742809887
Landkreis,328714,Saarland,Regionalverband Saarbrücken,de-sl-10041000,49.25138239,6.957296528,2412,736.789393652558,47,327.229687391214,190,720.652380049308,795,1011.29598534575,876,806.362531757428,378,492.610837438424,125,520.74654224296
Landkreis,103243,Saarland,Merzig-Wadern,de-sl-10042000,49.49576456,6.680484797,1018,983.8505474964,26,639.449090014757,110,1269.03553299492,265,1245.06671678256,407,1104.68745759032,178,716.499617598519,31,411.19511871601
Landkreis,131408,Saarland,Neunkirchen,de-sl-10043000,49.37570165,7.117203207,1034,788.277986155582,15,279.173646007817,85,819.435071821074,307,1133.63612865108,412,909.411972452764,184,559.372529944671,31,298.564961957045
Landkreis,194319,Saarland,Saarlouis,de-sl-10044000,49.35534155,6.775543339,1685,869.758222699399,45,543.150271575136,173,1090.51941502774,475,1172.52104366715,619,930.169654529881,285,592.614156200616,88,585.885486018642
Landkreis,142196,Saarland,Saarpfalz-Kreis,de-sl-10045000,49.24869939,7.242221249,1133,799.824927994578,13,228.070175438596,118,1036.63357638584,324,1106.40622865729,441,916.17326269866,195,546.141996919199,42,350.321127700392
Landkreis,87007,Saarland,St. Wendel,de-sl-10046000,49.51957311,7.100433245,855,988.919475352194,14,431.167231290422,71,1055.29131985731,224,1307.11326369843,322,1055.14958875381,150,666.13375965894,74,1078.71720116618
Kreisfreie Stadt,3754418,Berlin,Berlin,de-be-11000000,52.520008,13.404954,19176,525.342186104701,315,163.014790357805,1435,439.764519124394,6654,690.170924656859,8071,632.451641467075,2147,307.388344441024,531,251.388316834496
Kreisfreie Stadt,72184,Brandenburg,Brandenburg an der Havel,de-bb-12051000,52.40271509,12.51933378,304,421.987784564131,11,356.795329224781,31,535.590877677954,67,477.480045610034,124,520.61466118062,61,326.849916947972,10,147.058823529412
Kreisfreie Stadt,99678,Brandenburg,Cottbus,de-bb-12052000,51.772693,14.36621885,800,810.59446971923,23,537.885874649205,54,675.506629972479,203,943.790971221349,307,945.633759433236,151,605.525925331836,62,729.66929504531
Kreisfreie Stadt,57751,Brandenburg,Frankfurt (Oder),de-bb-12053000,52.32476308,14.49034875,330,578.795053933176,2,87.3743993010048,24,512.930113272067,70,590.318772136954,124,658.698539176627,72,476.064533192277,38,763.665594855305
Kreisfreie Stadt,180334,Brandenburg,Potsdam,de-bb-12054000,52.42617849,13.02854917,1277,701.216833596907,35,359.011180633911,118,667.45856666101,404,906.296969289095,510,815.061049670779,165,485.494026952274,44,373.80001699091
Landkreis,185244,Brandenburg,Barnim,de-bb-12060000,52.82322798,13.70373113,1035,552.996375631862,27,332.389511264311,74,422.736361039703,275,868.521618292644,481,700.900533325562,154,333.268410915622,24,182.95471870712
Landkreis,170791,Brandenburg,Dahme-Spreewald,de-bb-12061000,52.04230693,13.81994078,1529,882.203604975882,24,308.008213552361,127,823.979757347694,354,1197.96954314721,720,1139.85371877276,244,589.329275656353,60,445.533526397861
Landkreis,101827,Brandenburg,Elbe-Elster,de-bb-12062000,51.61227102,13.45958892,585,578.720878468616,9,229.182582123759,28,349.519410810136,137,888.975407176692,233,646.145313366611,141,484.452843154097,37,397.294105014496
Landkreis,162996,Brandenburg,Havelland,de-bb-12063000,52.62082081,12.62834691,598,363.099828165132,13,183.589888433837,46,294.852894045253,166,572.453272639492,282,456.517516026679,72,186.702624209107,19,173.04189435337
Landkreis,195751,Brandenburg,Märkisch-Oderland,de-bb-12064000,52.60672381,14.14646433,862,437.130758893481,8,95.2380952380952,69,379.621478873239,201,649.875521355362,401,542.529730899842,138,280.835995848511,44,289.587995261287
Landkreis,212914,Brandenburg,Oberhavel,de-bb-12065000,52.90683265,13.20530222,1376,642.755118235201,24,259.965337954939,110,550.605666232856,364,980.47138047138,632,783.001920336988,203,401.130278419981,42,275.283476437045
Landkreis,109371,Brandenburg,Oberspreewald-Lausitz,de-bb-12066000,51.61630052,13.9436173,703,649.470460164582,16,377.536573855592,54,626.304801670146,159,928.250335688014,279,731.457934614477,148,478.793956843842,47,455.073586367157
Landkreis,178803,Brandenburg,Oder-Spree,de-bb-12067000,52.24400851,14.21905943,953,531.582587741806,17,226.214238190286,81,520.732883317261,232,820.106755275902,397,622.169286464292,168,348.26592591057,58,376.721226292544
Landkreis,98861,Brandenburg,Ostprignitz-Ruppin,de-bb-12068000,52.99142304,12.63595895,444,452.392518824387,4,99.8003992015968,25,300.048007681229,113,686.387657170625,205,583.746227006094,85,315.188371403144,12,150.526843953838
Landkreis,216566,Brandenburg,Potsdam-Mittelmark,de-bb-12069000,52.24629471,12.6891435,1472,675.371867458271,30,319.727166151551,152,701.430549146285,325,912.818784406246,672,808.635067326089,243,467.640436464407,49,330.121943003436
Landkreis,76158,Brandenburg,Prignitz,de-bb-12070000,53.10932673,11.96182693,494,649.179983179142,6,205.761316872428,34,579.611319468121,102,821.123812590565,190,722.955747498193,124,574.393181397072,38,536.344389555399
Landkreis,113720,Brandenburg,Spree-Neiße,de-bb-12071000,51.75859324,14.43312857,681,607.905425135606,13,302.889095992544,41,441.619991383025,118,741.206030150754,326,795.976169547807,140,419.400257631587,42,424.800242742996
Landkreis,169997,Brandenburg,Teltow-Fläming,de-bb-12072000,52.07318431,13.2760182,961,562.505100434848,14,176.968777651372,92,586.36073932441,253,802.257737189244,436,686.171133598779,125,317.50063500127,40,334.75604653109
Landkreis,118947,Brandenburg,Uckermark,de-bb-12073000,53.20590307,13.86129862,475,401.69133192389,3,66.6963094708759,27,274.362361548623,109,582.327171706379,203,492.407703876195,103,301.601710052414,30,285.360981641777
Kreisfreie Stadt,209191,Mecklenburg-Vorpommern,Rostock (Stadt),de-mv-13003000,54.14638839,12.14174712,1294,619.914761720263,29,314.022739577694,129,809.894525364139,459,828.460038986355,405,624.730054914543,196,419.970002142704,72,420.413406516408
Kreisfreie Stadt,95653,Mecklenburg-Vorpommern,Schwerin,de-mv-13004000,53.62151005,11.41652995,720,754.11310650671,9,201.612903225806,49,590.006020469597,218,1072.88744524829,246,800.130102455684,121,513.212028672011,77,934.125925027296
Landkreis,258074,Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,de-mv-13071000,53.54369275,13.00246062,1505,583.20448583065,38,372.147683870336,128,575.074130649654,372,856.550771356205,573,636.150677783576,292,412.627532996072,98,459.317585301837
Landkreis,215794,Mecklenburg-Vorpommern,Rostock (Landkreis),de-mv-13072000,53.91204551,12.22083383,1400,645.407975234024,39,407.523510971787,164,806.213744961164,265,762.107442770045,578,724.910326836732,294,525.12190329898,60,389.888881668724
Landkreis,224702,Mecklenburg-Vorpommern,Vorpommern-Rügen,de-mv-13073000,54.28420295,12.99152542,1168,518.228970241766,25,291.137766391056,103,544.138623276454,285,748.208238166496,485,610.777387383984,222,364.035878851483,47,251.269713980219
Landkreis,157322,Mecklenburg-Vorpommern,Nordwestmecklenburg,de-mv-13074000,53.82151223,11.25210947,1234,781.769267289128,23,335.570469798658,128,915.855752718947,303,1057.96089385475,481,845.491298998066,199,504.282600983224,100,869.565217391304
Landkreis,235623,Mecklenburg-Vorpommern,Vorpommern-Greifswald,de-mv-13075000,53.78951116,13.78069636,1356,575.12946775076,34,355.946398659967,127,641.090358404846,372,824.943451456957,507,635.680880675051,251,403.199897192058,65,339.283850088736
Landkreis,211779,Mecklenburg-Vorpommern,Ludwigslust-Parchim,de-mv-13076000,53.45004704,11.53414161,1566,739.223201978815,46,510.090929252606,200,1078.57412500674,336,940.280964907371,632,812.673593251723,267,481.176449386365,85,558.218953175281
Kreisfreie Stadt,246334,Sachsen,Chemnitz,de-sn-14511000,50.82630369,12.9118299,1150,470.538172920733,16,140.019252647239,47,230.234153032233,354,659.770757618116,450,591.358284272498,212,337.617250330451,71,323.47715157866
Landkreis,334948,Sachsen,Erzgebirgskreis,de-sn-14521000,50.60889842,12.94507247,1122,338.036316307993,10,74.3273375947674,41,139.190657251494,236,455.159112825458,497,444.941808415398,273,278.816103927937,65,212.598940276052
Landkreis,304099,Sachsen,Mittelsachsen,de-sn-14522000,50.95581664,13.13750681,1375,456.092399344554,11,88.0140822531605,59,223.968416657176,314,613.6767838646,609,591.009665773844,311,374.392064332836,71,253.761749883841
Landkreis,225997,Sachsen,Vogtlandkreis,de-sn-14523000,50.45679294,12.23499962,1188,530.582166543847,13,149.219467401286,54,294.647241774431,264,737.883615629717,496,653.173025007572,281,428.621547003463,80,368.935620734182
Landkreis,315002,Sachsen,Zwickau,de-sn-14524000,50.7507748,12.52580551,1247,399.637217858368,13,102.669404517454,52,199.409441270085,289,550.057099352874,547,517.53174257763,271,306.325451010535,74,250.329826460539
Kreisfreie Stadt,556780,Sachsen,Dresden,de-sn-14612000,51.06644429,13.78344907,3246,583.934257056921,46,155.101490323016,191,367.767401559642,1231,829.945456874524,1219,692.924665048516,378,345.562086902466,180,433.150447588796
Landkreis,299758,Sachsen,Bautzen,de-sn-14625000,51.26891358,14.23100852,1444,484.547498406094,15,115.429011158138,85,308.84383402369,327,706.492384141731,629,601.378677349345,280,346.779287368564,108,391.020999275887
Landkreis,252725,Sachsen,Görlitz,de-sn-14626000,51.22561775,14.75079681,994,397.113642350274,12,120.785103170609,45,205.987366108212,216,547.500760417723,432,513.564278751278,225,310.336266585749,64,257.317465422966
Landkreis,241717,Sachsen,Meißen,de-sn-14627000,51.23939775,13.48290068,1432,595.745743038886,13,126.176841696593,96,430.377476912042,337,887.659686553404,638,751.419216545356,243,380.132968322253,105,470.598780925063
Landkreis,245586,Sachsen,Sächsische Schweiz-Osterzgebirge,de-sn-14628000,50.91671794,13.87343405,1276,521.407964956154,11,99.5745451253734,65,277.659120034173,275,693.568726355612,566,665.420472848258,288,447.691590237836,71,321.412403802626
Kreisfreie Stadt,593145,Sachsen,Leipzig (Stadt),de-sn-14713000,51.3422386,12.37477176,4521,756.828950297326,49,154.262687318977,272,533.605367442225,1791,1047.34392177961,1698,901.920165723847,532,481.953906363241,179,439.22068999362
Landkreis,258139,Sachsen,Leipzig (Landkreis),de-sn-14729000,51.22143667,12.59949087,1643,635.870364493432,31,274.676590466064,97,410.009299179981,393,976.785803052145,707,759.047915570682,308,450.457038391225,107,498.997341789861
Landkreis,197741,Sachsen,Nordsachsen,de-st-14730000,51.47286508,12.77939676,1135,574.846538765422,20,230.388204123949,78,448.482060717571,245,755.89287918055,495,693.840935213479,224,434.521153808849,73,446.128460551244
Kreisfreie Stadt,80103,Sachsen-Anhalt,Dessau-Roßlau,de-st-15001000,51.85373809,12.23105596,671,845.57804269476,12,399.467376830892,43,719.304115088658,168,1278.53881278539,257,986.488561338861,148,627.890204064316,43,514.477147642977
Kreisfreie Stadt,238762,Sachsen-Anhalt,Halle (Saale),de-st-15002000,51.47980191,11.96849683,1668,701.238097240031,51,442.477876106195,169,821.38517618469,598,972.68986157875,568,778.861052833656,217,400.05899487482,65,360.850496863376
Kreisfreie Stadt,237565,Sachsen-Anhalt,Magdeburg,de-st-15003000,52.11659764,11.64148202,1315,557.735128830453,14,126.410835214447,104,528.160073129856,480,804.990943851882,480,647.537334574447,188,345.156789307483,49,263.781223083549
Landkreis,83173,Sachsen-Anhalt,Altmarkkreis Salzwedel,de-st-15081000,52.68004816,11.22704527,982,1187.61111178299,27,777.873811581677,90,1214.24716675661,225,1592.69483966872,412,1368.1798558762,191,888.620080022332,37,564.368517388652
Landkreis,158486,Sachsen-Anhalt,Anhalt-Bitterfeld,de-st-15082000,51.79544503,12.14320207,780,496.129553419796,16,265.516096913375,60,483.364214935954,168,659.03028401067,316,566.247356915027,167,370.641631710944,50,365.176745544844
Landkreis,170923,Sachsen-Anhalt,Börde,de-st-15083000,52.2207123,11.34783843,1007,590.383837436315,45,623.355035323452,75,489.907897315305,249,868.321941693402,413,650.813911344333,166,375.999456386328,58,478.903476178681
Landkreis,178846,Sachsen-Anhalt,Burgenlandkreis,de-st-15084000,51.14722563,11.88342243,1621,912.776620305197,42,592.133088960947,141,993.377483443709,322,1099.01361821223,714,1147.2275334608,323,650.030187160394,79,483.683340476336
Landkreis,213310,Sachsen-Anhalt,Harz,de-st-15085000,51.82129589,10.95854382,1449,687.285223367698,36,451.127819548872,108,642.742367434387,382,1077.08791518638,556,748.831634096082,271,448.757223997748,93,504.803777886338
Landkreis,89589,Sachsen-Anhalt,Jerichower Land,de-st-15086000,52.26078983,12.02651884,438,489.916445756854,13,346.020761245675,51,675.407230830354,74,520.943329813446,170,521.376433785193,105,432.900432900433,24,332.640332640333
Landkreis,134942,Sachsen-Anhalt,Mansfeld-Südharz,de-st-15087000,51.53569018,11.35635847,642,480.963422843893,24,509.66234869399,56,530.001892863903,137,667.121153097,233,501.60384060623,142,353.620878573563,50,399.23347173427
