typ,einwohner,bundesland,Kreis,hc.key,lat,lon,weekly_cases,inzidenz.x,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+
Landkreis,217089,Niedersachsen,Diepholz,de-ni-03251000,52.72848578,8.701799136,3192,1464.19531164019,68,685.829551185073,288,1449.64010670962,1143,2512.69537690431,1153,1491.03182505916,446,908.757488080199,94,609.953929011745
Landkreis,148549,Niedersachsen,Hameln-Pyrmont,de-ni-03252000,52.09513819,9.389895452,1150,775.339884237448,27,413.033501606241,86,667.753707585993,383,1282.52352409336,447,886.517789853635,149,413.475413475413,58,452.700593193881
Landkreis,275817,Niedersachsen,Hildesheim,de-ni-03254000,52.090219,9.943480972,2094,760.897975779049,59,496.38229850244,193,828.077401638993,695,1119.45106629727,814,862.361217052293,267,424.13267251239,66,311.379505567088
Landkreis,70458,Niedersachsen,Holzminden,de-ni-03255000,51.88063258,9.55140269,783,1120.9708433632,16,554.592720970537,68,1188.81118881119,235,1629.34202315746,287,1226.65298969953,133,750.903342366757,43,680.272108843537
Landkreis,121390,Niedersachsen,Nienburg (Weser),de-ni-03256000,52.60922281,9.114312927,2168,1782.23519256854,42,760.593987685621,191,1703.83586083854,723,2773.72822834344,822,1945.10175106484,310,1127.39571589628,80,905.489530277306
Landkreis,157820,Niedersachsen,Schaumburg,de-ni-03257000,52.29279233,9.206561905,2039,1289.09258487684,62,917.295457907974,221,1653.32535348246,582,1817.21672338964,773,1397.4762266334,298,794.264239452011,103,802.555711391616
Landkreis,179011,Niedersachsen,Celle,de-ni-03351000,52.71334323,10.10356616,1483,827.266341854994,46,543.157397567599,158,933.861339322655,427,1121.73593232806,562,924.17490256697,246,588.277494798766,42,324.851109907959
Landkreis,198038,Niedersachsen,Cuxhaven,de-ni-03352000,53.6165865,8.812382372,3522,1771.90105921761,76,885.780885780886,370,2100.60179402748,1045,2694.06274974864,1393,2054.11782054118,503,1004.07218141169,134,884.838880084522
Landkreis,254431,Niedersachsen,Harburg,de-ni-03353000,53.31577342,9.962738848,2257,881.585525904631,49,402.034788316377,316,1305.89304901232,619,1219.12790010635,899,963.403525692547,293,517.521548678819,81,467.128027681661
Landkreis,48412,Niedersachsen,Lüchow-Dannenberg,de-ni-03354000,53.01987172,11.12291989,622,1282.39490340804,10,533.333333333333,40,992.802184164805,184,2090.1965239123,258,1594.65974411274,113,848.985725018783,17,403.225806451613
Landkreis,184139,Niedersachsen,Lüneburg,de-ni-03355000,53.23257535,10.57325692,1936,1050.83181805846,51,592.059438123984,176,1011.78499568842,748,1738.3624997095,696,1056.81921710347,198,520.668980751026,67,597.414177440927
Landkreis,113928,Niedersachsen,Osterholz,de-ni-03356000,53.25100673,8.808080932,1290,1127.00628053036,30,563.168762905951,157,1503.54338249378,312,1422.6437462952,585,1420.17867547097,160,588.798115846029,46,585.092851691682
Landkreis,163782,Niedersachsen,Rotenburg (Wümme),de-ni-03357000,53.25075839,9.306584838,2187,1332.02825772406,58,772.303595206391,237,1583.06058379534,753,2039.48972129682,807,1394.21581838914,267,741.254858411993,65,620.347394540943
Landkreis,140673,Niedersachsen,Heidekreis,de-ni-03358000,52.92833009,9.769411359,1175,834.013557156546,24,369.06043364601,109,841.244115150112,392,1251.15700105327,426,881.458337644065,170,541.608257932968,54,531.234628627644
Landkreis,204512,Niedersachsen,Stade,de-ni-03359000,53.57897623,9.41807039,2389,1163.33993971474,61,599.273013066117,277,1422.11726049902,842,1849.69574482107,873,1216.9113034751,287,643.122843185587,49,377.824041946179
Landkreis,92389,Niedersachsen,Uelzen,de-ni-03360000,52.98363494,10.54758105,1477,1595.61826156472,45,1234.90669593853,135,1758.72850442939,470,2523.48993288591,564,1773.25033012639,191,836.069161742176,72,923.906069549596
Landkreis,137133,Niedersachsen,Verden,de-ni-03361000,52.97323565,9.1754645,1940,1410.15017372469,54,785.11195114859,207,1573.6658050783,726,2511.50240426194,683,1432.01593458434,200,637.044115304985,68,746.924428822496
Kreisfreie Stadt,77559,Niedersachsen,Delmenhorst,de-ni-03401000,53.0494044,8.645682931,804,1037.37919822458,11,260.478332938669,96,1339.6595032096,269,1495.52454550509,306,1173.35787415162,97,569.516204790982,25,492.902208201893
Kreisfreie Stadt,49913,Niedersachsen,Emden,de-ni-03402000,53.36067907,7.181584115,509,1020.57184103942,12,501.25313283208,48,1079.3793568698,162,1276.6963511703,195,1178.88882171574,74,696.405044231131,18,559.701492537313
Kreisfreie Stadt,169077,Niedersachsen,Oldenburg (Oldb),de-ni-03403000,53.14457817,8.224359039,1956,1153.26788714955,40,529.590891036674,183,1300.63965884861,864,1765.60743843875,601,1074.36539149088,227,691.272306474207,41,420.901344831126
Kreisfreie Stadt,165251,Niedersachsen,Osnabrück (Stadt),de-ni-03404000,52.27767982,8.04703291,1284,781.86368535467,31,417.002959375841,99,741.795294470253,539,1037.7558289532,437,836.043619667113,133,443.126540947558,45,439.110070257611
Kreisfreie Stadt,76089,Niedersachsen,Wilhelmshaven,de-ni-03405000,53.56594481,8.086204629,763,1014.77609756746,19,577.507598784195,81,1363.63636363636,241,1282.73365978284,254,1092.75511960076,116,628.01147745114,52,818.124606670862
Landkreis,124859,Niedersachsen,Ammerland,de-ni-03451000,53.21848817,8.013262266,2179,1736.66658707608,65,1104.69068660775,251,2153.21266191988,735,2810.59997705633,798,1830.44315992293,254,880.141377040091,76,872.359963269054
Landkreis,189694,Niedersachsen,Aurich,de-ni-03452000,53.49643077,7.368089581,2552,1341.90074561726,51,610.047846889952,260,1535.28196043696,874,2135.82268273014,981,1498.37332559454,314,682.623535294245,72,599.600266489007
Landkreis,170682,Niedersachsen,Cloppenburg,de-ni-03453000,52.91102902,7.904713938,3485,2018.74507623152,69,708.128078817734,300,1627.86911932281,1154,2603.02709042925,1356,2297.37056112768,523,1720.84759147144,83,947.488584474886
Landkreis,326954,Niedersachsen,Emsland,de-ni-03454000,52.73829702,7.402688652,4898,1489.67865503299,173,1048.23073194377,515,1616.3454899253,1789,2273.42042393128,1718,1496.28107091223,590,883.180647865397,113,618.364890007661
Landkreis,98704,Niedersachsen,Friesland,de-ni-03455000,53.51036297,7.983247462,977,993.220236230815,22,511.271206135254,111,1324.42429304379,265,1346.61314091163,350,1046.80723792433,189,754.00941514402,40,510.204081632653
Landkreis,137162,Niedersachsen,Grafschaft Bentheim,de-ni-03456000,52.47605341,7.019856762,2027,1470.00166798413,56,832.095096582467,228,1680.17686072218,581,1869.48967115001,811,1688.52800333125,302,1041.7025973578,47,536.346000228232
Landkreis,170756,Niedersachsen,Leer,de-ni-03457000,53.24354174,7.469761641,1996,1164.54692301861,38,463.810569998779,224,1412.80353200883,721,1849.95124955098,755,1272.80083617115,211,555.23393505605,47,451.315536777415
Landkreis,130890,Niedersachsen,Oldenburg,de-ni-03458000,52.98807691,8.389396566,1952,1485.54390075076,49,799.086757990868,196,1607.21607216072,680,2461.44935929921,692,1453.75097161824,253,879.113242294729,79,923.220754937478
Landkreis,358080,Niedersachsen,Osnabrück (Landkreis),de-ni-03459000,52.38161392,8.045157342,3096,861.26558192455,86,481.145798366342,325,940.094298689653,936,1174.21248729818,1202,957.181649505881,440,579.38190484969,107,438.488648471437
Landkreis,142814,Niedersachsen,Vechta,de-ni-03460000,52.66029015,8.223057943,1353,941.557989672786,34,425.58517962198,145,956.843077735251,460,1218.25260202866,499,1005.11622285783,187,745.941202281703,28,389.050993469501
Landkreis,88583,Niedersachsen,Wesermarsch,de-ni-03461000,53.35764176,8.388646231,1074,1214.35994758484,20,522.875816993464,106,1388.34315651604,275,1453.33474262763,433,1410.97497393118,179,849.266973478199,61,947.793660658794
Landkreis,56926,Niedersachsen,Wittmund,de-ni-03462000,53.57341374,7.706123551,1379,2403.10888052419,35,1488.72820076563,126,2486.18784530387,450,3818.08925844222,523,2718.01268059453,209,1453.30644600515,35,854.075158613958
Kreisfreie Stadt,567559,Bremen,Bremen,de-ni-04011000,53.11954347,8.780493747,4705,830.960882357613,80,284.151452724302,442,912.130092038466,1708,1158.41375989365,1655,871.286503219285,618,534.990823781987,199,523.147296196009
Kreisfreie Stadt,113643,Bremen,Bremerhaven,de-hb-04012000,53.53816629,8.588505224,1288,1135.99337777504,25,425.604358188628,137,1273.58929069443,433,1579.77306724069,467,1263.39140785629,184,731.435840356177,42,561.272217025257
Kreisfreie Stadt,621877,Nordrhein-Westfalen,Düsseldorf,de-nw-05111000,51.23545696,6.810202624,3960,638.815966531458,98,312.032349476231,338,624.872899373278,1318,819.656838661932,1599,724.995805996745,474,408.620689655172,132,338.227381043893
Kreisfreie Stadt,498686,Nordrhein-Westfalen,Duisburg,de-nw-05112000,51.43961577,6.73469185,1806,364.399003801285,36,140.056022408964,124,270.011323055483,581,471.870507687185,752,443.720644811065,224,223.441396508728,89,260.195877795644
Kreisfreie Stadt,582760,Nordrhein-Westfalen,Essen,de-nw-05113000,51.43383277,7.017153916,3507,602.147952920169,60,206.640033062405,259,509.461426491994,1113,777.76690752051,1425,731.0429032407,515,418.379449851333,133,318.463711898092
Kreisfreie Stadt,227417,Nordrhein-Westfalen,Krefeld,de-nw-05114000,51.34521914,6.579668006,1160,511.805469838303,20,183.503073676484,91,446.144040790312,336,641.490702203215,462,589.993103976707,189,382.924407885406,62,385.572139303483
Kreisfreie Stadt,261034,Nordrhein-Westfalen,Mönchengladbach,de-nw-05116000,51.1671936,6.411974474,1700,654.689696339514,41,320.613074757585,129,553.719363008113,553,882.794291370007,647,725.116836831901,261,464.71049070579,68,401.9862851738
Kreisfreie Stadt,170632,Nordrhein-Westfalen,Mülheim an der Ruhr,de-nw-05117000,51.41378149,6.878461621,1015,593.841599335365,15,183.284457478006,86,571.998669770535,274,745.497088752245,416,716.24111155111,157,403.983223117104,67,488.51622311338
Kreisfreie Stadt,210764,Nordrhein-Westfalen,Oberhausen,de-nw-05119000,51.51313135,6.847120498,717,342.135651775574,18,179.443724454192,65,354.28135389982,216,453.457614309107,286,391.855972378264,102,217.511835202798,30,201.721355567509
Kreisfreie Stadt,111338,Nordrhein-Westfalen,Remscheid,de-nw-05120000,51.1826933,7.224115652,697,625.919150615158,17,313.364055299539,46,450.45045045045,206,841.262710826153,287,738.130754590813,115,471.543381991143,26,327.291037260826
Kreisfreie Stadt,159245,Nordrhein-Westfalen,Solingen,de-nw-05122000,51.16245516,7.066069733,1049,658.948571859315,37,478.592678825508,118,803.86947339737,290,807.799442896936,423,756.343090099594,140,418.898297477634,41,353.844826098214
Kreisfreie Stadt,355100,Nordrhein-Westfalen,Wuppertal,de-nw-05124000,51.25060361,7.168930082,2099,592.106004439387,61,340.173990631274,170,512.403170871387,670,765.416866588983,781,651.930750095995,328,451.510771560328,89,370.617140001666
Kreis,312465,Nordrhein-Westfalen,Kleve,de-nw-05154000,51.65236313,6.258809085,2001,639.378033458126,44,304.582583414094,181,642.961173670562,562,779.09475289388,811,735.994772712835,311,457.164696889516,78,399.713026545045
Kreis,485570,Nordrhein-Westfalen,Mettmann,de-nw-05158000,51.25710435,6.969065183,2593,535.800562435735,53,230.75583420411,246,553.991667604999,707,725.574712643678,1072,628.879163684575,378,337.361440836799,132,345.107061622526
Kreis,451730,Nordrhein-Westfalen,Rhein-Kreis Neuss,de-nw-05162000,51.14357124,6.649323167,3427,758.847878655136,68,306.845358963946,360,839.983200335993,940,1015.26132178384,1447,888.662339018234,481,482.553823311062,122,385.868361957175
Kreis,298863,Nordrhein-Westfalen,Viersen,de-nw-05166000,51.28282024,6.326120513,2016,675.63040973283,38,286.619399607784,170,648.508430609598,647,1041.63312618733,795,734.750462107209,292,427.957966320294,73,350.187086251559
Kreis,459976,Nordrhein-Westfalen,Wesel,de-nw-05170000,51.62704254,6.618362629,2835,616.805002249447,61,297.866106743493,229,580.069912356249,842,886.92263127403,1142,710.459683590372,441,399.633895478972,120,353.024240997882
Kreisfreie Stadt,329673,Nordrhein-Westfalen,Bonn,de-nw-05314000,50.70573462,7.10983941,1849,559.926674108156,69,419.759094780387,179,568.777604779003,612,651.708605322287,681,621.288009415113,247,421.796820300893,61,309.849139025753
Kreisfreie Stadt,1087863,Nordrhein-Westfalen,Köln,de-nw-05315000,50.94566688,6.973218552,5365,496.170735894298,219,401.179724852992,453,481.141995305414,1813,594.652392385301,2115,548.033944419252,620,326.585652354841,144,246.275931658429
Kreisfreie Stadt,163729,Nordrhein-Westfalen,Leverkusen,de-nw-05316000,51.05306626,7.015474111,979,597.297214850066,27,333.539221741816,76,496.277915632754,279,763.296126066973,434,752.283718430951,119,352.895821594852,44,356.102298478472
Kreis,557026,Nordrhein-Westfalen,Städteregion Aachen,de-nw-05334000,50.72750461,6.216727218,3962,711.782132148587,76,304.279937542539,319,689.252841277386,1705,1084.54350577893,1288,720.527193188557,473,414.777659882319,101,282.41478623158
Kreis,264638,Nordrhein-Westfalen,Düren,de-nw-05358000,50.81789505,6.44556161,1848,696.990269291695,41,319.563522992985,166,690.975690975691,524,873.755648563472,745,814.528120353363,310,523.136116642479,58,339.359897021824
Kreis,470615,Nordrhein-Westfalen,Rhein-Erft-Kreis,de-nw-05362000,50.90493303,6.716491019,2842,605.181735521527,51,216.17497456765,254,572.962486747423,825,814.806767340569,1214,722.111850010112,396,385.686736661667,100,326.274919246957
Kreis,193656,Nordrhein-Westfalen,Euskirchen,de-nw-05366000,50.53647317,6.644151912,1505,774.340267237432,36,396.083177467268,130,741.163055872292,464,1127.55461592671,573,832.389087422644,244,550.75277069273,58,455.437769925403
Kreis,255555,Nordrhein-Westfalen,Heinsberg,de-nw-05370000,51.04934891,6.164112924,2150,838.733827761271,41,339.319705371183,203,872.480336957923,553,986.689505049424,915,1004.23645103936,354,625.618549413262,84,510.297065791872
Kreis,272057,Nordrhein-Westfalen,Oberbergischer Kreis,de-nw-05374000,51.0127092,7.516628817,1685,620.539641294226,33,243.812338381973,149,580.670303975058,539,900.329062755775,671,708.905158843354,240,405.022276225192,46,241.014356072514
Kreis,283271,Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,de-nw-05378000,51.02300443,7.194846538,1663,588.121083752537,43,332.868865149404,154,590.128755364807,471,839.123463388562,692,681.914484770248,239,369.351548494777,64,291.704649042844
Kreis,600764,Nordrhein-Westfalen,Rhein-Sieg-Kreis,de-nw-05382000,50.76063891,7.234573028,3014,502.685821361649,68,234.985140645518,287,494.452484322238,825,639.723329352833,1274,599.072706924603,446,336.852917629643,109,274.172451956937
Kreisfreie Stadt,117565,Nordrhein-Westfalen,Bottrop,de-nw-05512000,51.57169383,6.920116178,609,518.792380822571,5,93.6504963476306,50,505.356781888013,173,674.700674700675,266,647.264940626825,93,341.171723100627,22,263.915547024952
Kreisfreie Stadt,259645,Nordrhein-Westfalen,Gelsenkirchen,de-nw-05513000,51.55395642,7.071240238,1400,540.707435209664,13,94.4287063267233,102,408.899579073963,406,657.064249878621,571,652.526683884534,195,357.411242874686,99,579.693172502635
Kreisfreie Stadt,315293,Nordrhein-Westfalen,Münster,de-nw-05515000,51.95431679,7.623646795,3806,1202.89630629292,69,473.803474558813,324,1284.7965738758,1569,1526.19036039103,1378,1372.70137270137,386,714.298932252632,77,421.179302045728
Kreis,371339,Nordrhein-Westfalen,Borken,de-nw-05554000,51.96131984,6.899615612,4859,1306.54104082302,89,465.968586387435,360,979.351995429691,1499,1717.28396476074,2000,1518.77586665148,758,1021.68726664959,151,676.674882366121
Kreis,220586,Nordrhein-Westfalen,Coesfeld,de-nw-05558000,51.86685104,7.366012233,2455,1112.30925368806,57,523.560209424084,209,1018.02240623478,789,1662.55768379796,942,1198.79357080136,372,761.717550218072,86,601.566871852266
Kreis,614137,Nordrhein-Westfalen,Recklinghausen,de-nw-05562000,51.67248392,7.159248939,3986,650.750734600285,60,209.907640638119,282,526.34526009295,1116,860.400749381298,1720,805.081374067954,575,398.54444636978,222,500.552411445063
Kreis,448220,Nordrhein-Westfalen,Steinfurt,de-nw-05566000,52.21153668,7.579446713,3552,792.508651329661,70,308.641975308642,313,718.28529465761,1100,1075.20575528317,1476,928.699066267334,487,529.255781603199,106,369.209334726576
Kreis,277840,Nordrhein-Westfalen,Warendorf,de-nw-05570000,51.87022279,7.958294933,2976,1074.19516467989,60,449.404538985844,250,939.002403846154,856,1403.0026879958,1211,1238.7859692912,471,784.63383754248,127,666.037340046151
Kreisfreie Stadt,334195,Nordrhein-Westfalen,Bielefeld,de-nw-05711000,52.01094862,8.540743897,3478,1042.8504178298,67,401.029508589214,295,946.39248018992,1249,1404.93357780002,1314,1188.64545076258,429,673.173487321115,122,527.18001901305
Kreis,364938,Nordrhein-Westfalen,Gütersloh,de-nw-05754000,51.93170893,8.351386053,2351,644.430921719871,49,267.335915761907,186,525.394045534151,708,836.365354628361,950,730.286118413972,359,492.746064207969,99,419.278333050991
Kreis,250578,Nordrhein-Westfalen,Herford,de-nw-05758000,52.16757781,8.643931639,1976,788.674380455563,35,296.158402436961,174,745.245845468563,595,1100.32362459547,805,917.79728651237,308,566.32221527599,59,306.636869185593
Kreis,140251,Nordrhein-Westfalen,Höxter,de-nw-05762000,51.68494074,9.178091498,987,706.367325322589,19,308.141420694129,73,567.651632970451,322,1073.72703324552,402,832.91894579811,152,468.47068976145,19,180.505415162455
Kreis,347514,Nordrhein-Westfalen,Lippe,de-nw-05766000,51.98142265,8.950837273,2476,713.606363662564,35,202.922077922078,193,564.657694558221,764,998.810317553699,1018,877.298815905135,374,486.573688592839,92,344.65964859701
Kreis,310409,Nordrhein-Westfalen,Minden-Lübbecke,de-nw-05770000,52.3524755,8.739348393,2876,927.25690527605,50,333.155650319829,207,695.447673441962,838,1221.00477911178,1126,1064.2018013931,514,757.240932260821,141,604.65714653287
Kreis,307839,Nordrhein-Westfalen,Paderborn,de-nw-05774000,51.66417546,8.719635033,2727,884.427651742423,56,360.198108959928,190,647.734633348106,954,1170.15013246983,1088,1045.54059638097,367,612.565095473361,71,406.690342536373
Kreisfreie Stadt,365587,Nordrhein-Westfalen,Bochum,de-nw-05911000,51.46992737,7.224935232,2132,584.984661987521,44,272.834377131519,144,500.243173765025,734,773.714779638863,802,668.840537407534,327,412.056755462587,80,301.431801055011
Kreisfreie Stadt,588250,Nordrhein-Westfalen,Dortmund,de-nw-05913000,51.51607757,7.474900905,4549,774.209795540552,87,300.020691082144,376,728.413956101435,1617,1073.32032339002,1802,906.379361510565,561,470.511272141707,104,267.118713720655
Kreisfreie Stadt,188686,Nordrhein-Westfalen,Hagen,de-nw-05914000,51.34804507,7.497555538,1255,665.122663458532,14,145.620969419596,93,527.659574468085,385,888.058496528499,496,783.186748985489,209,510.578003615576,58,419.40848940632
Kreisfreie Stadt,179916,Nordrhein-Westfalen,Hamm,de-nw-05915000,51.6651744,7.823586193,1398,781.708359641722,21,242.746503294417,126,730.307772561294,378,877.091212845442,606,989.743254720063,222,587.146257603809,45,378.88355645365
Kreisfreie Stadt,156449,Nordrhein-Westfalen,Herne,de-nw-05916000,51.53753324,7.208557615,958,611.698738371352,18,244.001626677511,66,483.835495931383,309,842.283159788475,380,705.467372134039,140,413.528282380741,40,362.81179138322
Kreis,324106,Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,de-nw-05954000,51.34684479,7.324029334,1527,472.874694395445,39,267.17818729876,143,529.374745492911,454,665.415958257607,631,558.683949567927,204,265.905447151292,56,227.596017069701
Kreis,259777,Nordrhein-Westfalen,Hochsauerlandkreis,de-nw-05958000,51.30682538,8.385079867,2589,999.498127630004,29,253.47434664802,185,802.394170714781,887,1550.10310719653,1039,1144.2731277533,344,590.041337198333,93,490.583953157145
Kreis,410222,Nordrhein-Westfalen,Märkischer Kreis,de-nw-05962000,51.26261144,7.713008099,3343,818.280143492666,46,239.620774079283,302,808.76248627514,947,1058.20697053335,1304,909.021198876271,541,591.243907237,135,461.696306429549
Kreis,133955,Nordrhein-Westfalen,Olpe,de-nw-05966000,51.08615959,7.976477266,940,704.84845758162,19,301.635180187331,79,638.229116173857,302,1003.72241425153,403,838.325844566484,110,387.474021628095,26,297.857715660442
Kreis,276944,Nordrhein-Westfalen,Siegen-Wittgenstein,de-nw-05970000,50.93773864,8.195170269,2737,993.861868445793,62,467.078499321983,232,955.637022696379,936,1401.42837892467,1045,1125.6772914804,354,583.378652296435,107,560.502881089576
Kreis,301785,Nordrhein-Westfalen,Soest,de-nw-05974000,51.5644105,8.217437438,2073,688.999920270019,16,113.386719580469,163,583.476517754868,647,972.347460174331,877,824.643391099117,311,471.312096505319,58,278.004122130087
Kreis,394891,Nordrhein-Westfalen,Unna,de-nw-05978000,51.57857454,7.636444585,3199,812.716898109334,66,364.198212117868,239,683.716672388145,915,1094.11806909087,1349,978.145801006424,494,536.915669459932,98,346.743091674628
Kreisfreie Stadt,159878,Hessen,Darmstadt,de-he-06411000,49.88144614,8.664681555,1352,850.013193109427,30,380.710659898477,105,757.630420665272,564,1083.24050243921,445,891.819311395246,152,552.325581395349,56,647.024841132293
Kreisfreie Stadt,763380,Hessen,Frankfurt am Main,de-he-06412000,50.1179681,8.644190394,5935,777.511961722488,94,224.001525116767,574,832.994717594474,2113,984.361097005921,2366,843.057955780434,622,510.074379013145,163,462.240875705414
Kreisfreie Stadt,130280,Hessen,Offenbach am Main,de-he-06413000,50.09107877,8.780962265,723,553.89175809064,10,131.717597471022,61,471.333642404574,276,771.337544016545,258,565.87634066633,95,432.604735883424,22,343.160193417564
Kreisfreie Stadt,278474,Hessen,Wiesbaden,de-he-06414000,50.07915667,8.260366469,2148,770.97294057263,42,279.051225832171,237,885.915071770335,735,1094.25479015617,791,814.682829864151,269,491.593567251462,74,418.339080784668
Landkreis,270340,Hessen,Bergstraße,de-he-06431000,49.61770122,8.660116116,2493,920.244266922495,76,603.366147983487,274,1152.47108307045,683,1199.19234483364,1030,1066.66114350217,357,574.158062337161,72,394.023969791496
Landkreis,297844,Hessen,Darmstadt-Dieburg,de-he-06432000,49.85550385,8.795469879,2360,793.077618147067,32,218.908195375564,219,786.073223259153,657,1011.57849356408,978,909.632054763942,379,583.939356588192,94,522.280253361485
Landkreis,275726,Hessen,Groß-Gerau,de-he-06433000,49.90450861,8.470252477,1964,712.092151395722,32,215.764277526802,283,1063.62987183824,572,877.031585403251,774,781.605016813596,250,463.203142370118,52,323.60445578443
Landkreis,236914,Hessen,Hochtaunuskreis,de-he-06434000,50.28161525,8.504646058,2201,927.592179736262,40,360.68530207394,331,1366.41347424042,580,1259.33645996179,885,1021.5624711423,294,573.010056911203,71,403.317427857305
Landkreis,420552,Hessen,Main-Kinzig-Kreis,de-he-06435000,50.24386452,9.286222992,3761,892.12666206612,75,371.48942493437,366,952.257057369585,1104,1196.99450293285,1456,973.548369841397,630,677.783754706832,126,463.388621234967
Landkreis,238558,Hessen,Main-Taunus-Kreis,de-he-06436000,50.10257891,8.434571215,1995,834.642904908386,45,377.200335289187,290,1199.33829611249,510,1041.96461406448,844,954.805136037106,248,506.422168222009,53,328.458106098166
Landkreis,96703,Hessen,Odenwaldkreis,de-he-06437000,49.67158617,8.979525239,819,846.476631457097,14,333.253987145918,80,968.054211035818,245,1209.16000394828,304,910.152390646987,141,601.048638049363,31,435.637998875773
Landkreis,355813,Hessen,Offenbach,de-he-06438000,50.02167746,8.811439146,2684,752.78648798739,60,327.958458595245,310,917.512652795454,742,950.16134815346,1061,834.598472393748,428,568.33271365592,69,297.36252370281
Landkreis,187160,Hessen,Rheingau-Taunus-Kreis,de-he-06439000,50.14197172,8.081134713,1553,828.562739752338,41,496.247881868797,181,1075.90798311835,421,1110.08569545155,640,948.063875803632,217,497.763504989104,51,390.83454670856
Landkreis,308339,Hessen,Wetteraukreis,de-he-06440000,50.35477648,8.907657059,2538,817.778465167084,58,402.191248873171,283,984.108217129742,785,1176.13568260817,998,893.456638705115,341,511.167740968371,72,359.892032390283
Landkreis,270688,Hessen,Gießen,de-he-06531000,50.5702779,8.807513717,2774,1021.47113929922,47,364.850178543704,208,916.339926869025,975,1256.47568236295,980,1123.53109773574,445,822.322831008038,102,630.836786443194
Landkreis,253319,Hessen,Lahn-Dill-Kreis,de-he-06532000,50.64826873,8.36532824,2599,1026.54979023021,58,494.290097153571,265,1154.13091764296,748,1345.95314355634,995,1126.33008829522,411,723.018735157006,121,677.301987125665
Landkreis,171912,Hessen,Limburg-Weilburg,de-he-06533000,50.42747035,8.199437238,1414,823.026159230604,38,491.654806572648,152,981.214898973598,419,1102.83473271392,532,875.734579993086,210,545.015701642833,62,542.954724581837
Landkreis,247084,Hessen,Marburg-Biedenkopf,de-he-06534000,50.83686383,8.738043768,2585,1052.8541742069,60,551.724137931035,242,1118.60959600629,993,1458.47102886098,894,1098.40154316816,339,684.530420208792,50,321.00667693888
Landkreis,105643,Hessen,Vogelsbergkreis,de-he-06535000,50.63811937,9.271379509,1414,1340.20813982143,19,441.244774732931,109,1251.00424652818,402,1914.92402229315,527,1432.80498083249,301,1149.77653844685,54,622.76554030677
Kreisfreie Stadt,202137,Hessen,Kassel (Stadt),de-he-06611000,51.31145481,9.46020305,1987,988.321196928097,54,539.029746456379,232,1356.88384606387,810,1372.74175507576,633,984.264211966662,208,532.255175413905,49,388.149556400507
Landkreis,223145,Hessen,Fulda,de-he-06631000,50.56388099,9.759139165,2446,1096.74786905386,60,566.465256797583,217,1065.55364596121,757,1425.3436264357,941,1232.77262484934,342,731.159807589524,121,757.623192035564
Landkreis,120719,Hessen,Hersfeld-Rotenburg,de-he-06632000,50.90618961,9.752932406,1678,1394.79984040431,43,789.135621214902,129,1208.43091334895,480,1902.0446980504,708,1719.94947041104,264,916.889521758761,49,521.165709423527
Landkreis,236764,Hessen,Kassel (Landkreis),de-he-06633000,51.40129614,9.407038916,2809,1185.19706169016,92,884.190293128304,299,1471.38428226957,821,1755.81171539169,1101,1335.53293950679,391,666.757613996794,99,544.015825914936
Landkreis,179673,Hessen,Schwalm-Eder-Kreis,de-he-06634000,51.02377582,9.373652339,2072,1152.69128113879,32,422.386483632524,184,1182.74731632063,687,1848.66261234594,835,1315.54071086463,267,626.554653400291,65,489.015949443274
Landkreis,156406,Hessen,Waldeck-Frankenberg,de-he-06635000,51.19068757,8.88888422,1986,1268.78258203005,22,318.471337579618,143,1029.29532858274,653,1994.44122048807,836,1536.34108242213,291,795.125416689437,37,312.209940089444
Landkreis,100629,Hessen,Werra-Meißner-Kreis,de-he-06636000,51.19075638,9.928906207,1071,1071.5071067309,29,705.424470931647,76,938.503334156582,373,1798.45708775313,387,1141.92977279433,171,671.826503752014,34,407.82055895406
Kreisfreie Stadt,114052,Rheinland-Pfalz,Koblenz,de-rp-07111000,50.34851606,7.579551024,764,674.674568737433,18,350.877192982456,81,901.101346089665,312,961.064563824544,237,662.95560714985,92,395.664889041803,24,283.419933868682
Landkreis,130086,Rheinland-Pfalz,Ahrweiler,de-rp-07131000,50.46758532,7.044976439,778,596.264532989983,26,448.430493273543,68,627.47992986989,206,764.80415815853,338,760.644522459267,112,354.834621720948,24,228.223659186002
Landkreis,128805,Rheinland-Pfalz,Altenkirchen (Westerwald),de-rp-07132000,50.75074766,7.74412526,948,734.388435706152,25,416.597233794368,90,773.129456232282,284,1023.94000576868,369,823.219703730145,153,518.222463080883,27,297.389580350259
Landkreis,158345,Rheinland-Pfalz,Bad Kreuznach,de-rp-07133000,49.82482041,7.686664992,1576,993.410857596412,48,663.99225342371,161,1142.7354673859,425,1288.11299024065,640,1168.07504882189,252,665.909150965833,49,429.862268620054
