"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Inzidenz","Neuinfektionen","Tote.in.7.Tagen","hc.key","lat","lon","Datum"
"Nürnberg","Kreisfreie Stadt","Bayern","515543","1220","179457","671.524974638391","3462","0","de-by-09564000",49.43621145,11.08275534,"29.4.2022"
"Schwabach","Kreisfreie Stadt","Bayern","41056","137","13723","750.194855806703","308","0","de-by-09565000",49.33562051,11.02351259,"29.4.2022"
"Ansbach","Landkreis","Bayern","185316","261","65334","1014.48336894818","1880","0","de-by-09571000",49.24816458,10.46813339,"29.4.2022"
"Erlangen-Höchstadt","Landkreis","Bayern","138105","178","45636","1009.37692335542","1394","0","de-by-09572000",49.64004083,10.9148933,"29.4.2022"
"Fürth","Landkreis","Bayern","118695","276","39068","893.045199882051","1060","0","de-by-09573000",49.44669052,10.84968649,"29.4.2022"
"Nürnberger Land","Landkreis","Bayern","171143","277","54043","835.558567981162","1430","0","de-by-09574000",49.49190394,11.36940646,"29.4.2022"
"Neustadt a.d. Aisch-Bad Windsheim","Landkreis","Bayern","101272","151","33705","1042.73639308002","1056","0","de-by-09575000",49.56948359,10.46529167,"29.4.2022"
"Roth","Landkreis","Bayern","127168","241","43862","1005.75616507297","1279","2","de-by-09576000",49.20291709,11.12356541,"29.4.2022"
"Weißenburg-Gunzenhausen","Landkreis","Bayern","95117","171","33044","894.687595277395","851","0","de-by-09577000",49.03268584,10.89365914,"29.4.2022"
"Aschaffenburg","Kreisfreie Stadt","Bayern","70858","163","22919","845.352677185357","599","0","de-by-09661000",49.96385604,9.145811924,"29.4.2022"
"Schweinfurt","Kreisfreie Stadt","Bayern","53319","137","20790","774.58316922673","413","0","de-by-09662000",50.047008,10.22089195,"29.4.2022"
"Würzburg","Kreisfreie Stadt","Bayern","126954","192","45805","900.326102367787","1143","0","de-by-09663000",49.78465542,9.940896029,"29.4.2022"
"Aschaffenburg","Landkreis","Bayern","174658","286","54503","1012.26396729609","1768","0","de-by-09671000",50.0080931,9.238037457,"29.4.2022"
"Bad Kissingen","Landkreis","Bayern","103169","193","35965","1137.9387219029","1174","0","de-by-09672000",50.22251394,9.964701108,"29.4.2022"
"Rhön-Grabfeld","Landkreis","Bayern","79510","148","29548","944.535278581311","751","1","de-by-09673000",50.37131275,10.25490757,"29.4.2022"
"Haßberge","Landkreis","Bayern","84275","146","32519","1078.61168792643","909","0","de-by-09674000",50.06287893,10.60697884,"29.4.2022"
"Kitzingen","Landkreis","Bayern","91696","132","31055","769.935438841389","706","1","de-by-09675000",49.75322539,10.25606245,"29.4.2022"
"Miltenberg","Landkreis","Bayern","128743","210","44708","792.276084913355","1020","0","de-by-09676000",49.75729059,9.234716588,"29.4.2022"
"Main-Spessart","Landkreis","Bayern","125976","243","37958","1062.10706801295","1338","0","de-by-09677000",49.99358223,9.662681663,"29.4.2022"
"Schweinfurt","Landkreis","Bayern","115652","213","43487","928.648013004531","1074","0","de-by-09678000",50.01688178,10.25995031,"29.4.2022"
"Würzburg","Landkreis","Bayern","162697","138","53354","952.69119897724","1550","1","de-by-09679000",49.73762667,9.927363415,"29.4.2022"
"Augsburg","Kreisfreie Stadt","Bayern","295830","647","103365","719.670080789643","2129","0","de-by-09761000",48.34557086,10.88550536,"29.4.2022"
"Kaufbeuren","Kreisfreie Stadt","Bayern","44662","104","15153","544.086695624916","243","0","de-by-09762000",47.8799286,10.61609675,"29.4.2022"
"Kempten (Allgäu)","Kreisfreie Stadt","Bayern","68940","94","24701","684.65332172904","472","0","de-by-09763000",47.73818425,10.30811849,"29.4.2022"
"Memmingen","Kreisfreie Stadt","Bayern","44360","37","15970","856.627592425609","380","0","de-by-09764000",47.97878749,10.16302768,"29.4.2022"
"Aichach-Friedberg","Landkreis","Bayern","135024","160","47045","793.932930441996","1072","0","de-by-09771000",48.42757015,11.05275556,"29.4.2022"
"Augsburg","Landkreis","Bayern","255900","408","87175","840.562719812427","2151","0","de-by-09772000",48.35428718,10.73208453,"29.4.2022"
"Dillingen a.d. Donau","Landkreis","Bayern","97172","209","36481","1076.44177335035","1046","1","de-by-09773000",48.5964038,10.52776417,"29.4.2022"
"Günzburg","Landkreis","Bayern","127342","199","46481","664.35268803694","846","0","de-by-09774000",48.35281385,10.38113121,"29.4.2022"
"Neu-Ulm","Landkreis","Bayern","175823","257","58081","680.229549035109","1196","0","de-by-09775000",48.29822655,10.14115581,"29.4.2022"
"Lindau (Bodensee)","Landkreis","Bayern","82085","102","28079","766.278857282086","629","1","de-by-09776000",47.60516495,9.882861365,"29.4.2022"
"Ostallgäu","Landkreis","Bayern","141907","250","52545","811.799276991269","1152","0","de-by-09777000",47.76995906,10.63973163,"29.4.2022"
"Unterallgäu","Landkreis","Bayern","146164","250","55063","921.567554254126","1347","0","de-by-09778000",48.03981304,10.38923276,"29.4.2022"
"Donau-Ries","Landkreis","Bayern","134324","243","49997","869.539322831363","1168","0","de-by-09779000",48.80693204,10.7123442,"29.4.2022"
"Oberallgäu","Landkreis","Bayern","156308","169","54591","790.106712388361","1235","0","de-by-09780000",47.57270756,10.25862291,"29.4.2022"
