date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Chile,Chile,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Finnland,Finnland,Frankreich,Frankreich,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jordanien,Jordanien,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Libanon,Libanon,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Niederlande,Niederlande,Niger,Niger,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Südkorea,Südkorea,Thailand,Thailand,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2021-01-31,2.33,0.72,,,,,,,,,,,,,,,,,2.69,0.22,,,0.96,,0.4,0.19,,,,,3.16,1.52,,,,,,,,,2.42,0.07,,,13.69,,,,,,,,0.27,,0.18,,,,35.84,21.36,2.28,1.06,,,0.39,,,,2.24,0.3,0,,,,,,,,,,,,,,,,,,,,2.04,0.01,,,2.01,0.39,2.64,0.24,,,,,,,,,2.58,0.53,2.63,,3.04,0.55,,,,,2.91,0.35,,,,,,,,,,,2.65,0,2.56,0.17,,0.77,0.28,,,,,,,,2.24,0.37,,,,,,,,,2.46,0.63,7.54,1.69,,,,,,
2021-02-01,2.4,0.79,,,,,,,0.62,0.21,,,,,,,,,2.72,0.26,,,0.99,,0.42,0.2,0.3,,0.9,0.23,3.17,1.65,,,,,,,,,2.5,0.1,2.37,0.45,14.21,,,,,,,,0.29,,0.2,0.01,,,36.79,21.77,2.29,1.19,,,,,,,2.28,0.31,,,,,,,,,,,,,,,,0.03,,,0.39,,,,,,2.02,0.4,2.66,0.28,,,,,,,,,2.64,0.62,2.65,0.67,3.11,0.64,,,,,,,,,,,,,,,,,,,2.72,0.23,2.68,0.9,0.45,,,,,,,,2.27,0.45,,,,,,,,,2.52,0.71,7.78,1.77,,,,,,
2021-02-02,2.47,0.87,,,,,,,,,,,,,,,,,2.81,0.37,,,1.08,,0.44,0.22,0.37,,,,3.21,1.7,,,,,,,2.63,0.33,2.6,0.15,2.51,0.52,14.76,0.73,,,,,,,0.3,,0.22,0.02,,,37.6,22.13,2.3,1.33,,,,,,,2.3,0.32,,,,,,,,,,,,,,,,,,,,,,,,,2.14,0.46,2.7,0.44,0,,,,,,,,2.78,0.76,2.66,0.69,3.17,0.72,,,,,,,,,,,7.29,,,,,,2.99,,2.88,0.29,2.71,1.07,0.55,,,,,,,,2.31,0.54,,,,,,,,,2.56,0.78,7.91,1.81,,,,,,
2021-02-03,2.55,0.99,,,,,,,0.63,0.25,,,,,,,,,2.9,0.55,,,1.19,,0.48,0.24,1.26,0.05,,,3.23,1.81,,,,,,,2.71,0.42,2.71,0.21,2.65,0.6,15.45,0.74,,,,,,,0.32,,0.24,0.03,,,38.3,22.72,2.32,1.48,,,,,,,2.31,0.34,,,,,,,,,,,,,,,,0.04,,,,,,,,,2.6,0.62,2.73,0.6,,,,,,,,,2.95,0.91,2.7,0.74,3.22,0.79,,,,,,,,,,,7.55,,,,,,,,3.05,0.33,2.74,1.25,0.65,,,,,,,,2.35,0.64,,,,,,,,,2.58,0.87,8.12,1.92,,,,,,
2021-02-04,2.62,1.07,,,,,,,0.66,0.32,,,,,,,,,2.98,0.76,,,,,0.53,,2.17,,,,3.26,2,,,,,,,2.88,0.62,2.82,0.28,2.79,0.66,16.16,,,,,,,,0.36,,0.26,,,,39.13,23.39,2.34,1.63,,,,,,,2.33,0.38,,,,,,,,,,,,,,,,,,,0.54,,,,,,3.08,0.78,2.77,0.8,,,,,,,,,3.09,1.04,2.74,0.83,3.27,0.86,,,,,,,,,,,7.74,,,,,,,,3.22,0.44,2.79,1.46,0.68,,,,,,,,2.4,0.76,,,,,,,,,2.74,0.96,8.34,2.07,,,,,,
2021-02-05,2.7,1.16,,,,,,,,,,,,,,,,,3.05,0.96,,,1.45,,,,3.05,,,,3.28,2.23,,,,,,,2.97,0.77,2.92,0.35,2.94,0.71,16.89,,,,,,,,0.39,,0.27,0.04,,,39.52,23.72,2.37,1.78,,,,,,,2.35,0.41,,,,,,,,,,,,,,,,0.05,,,,,,,,,3.28,0.87,2.81,0.99,,,,,,,,,3.15,1.12,2.79,0.93,3.32,0.95,,,,,,,,,,,7.91,,,,,,,,3.37,0.56,,,0.73,,,,,,,,2.45,0.86,,,,,,,,,2.89,1.05,8.64,2.24,,,,,,
2021-02-06,2.76,1.23,,,,,,,0.68,0.36,0.64,,,,,,,,3.06,1,,,1.6,0,,,3.2,,,,3.3,2.34,,,,,,,3.05,0.88,,,3.05,0.77,17.7,0.75,,,,,,,,,0.28,,,,39.77,23.98,2.39,1.89,,,,,,,2.37,0.45,,,,,,,,,,,,,,,,,,,,,,,,,3.29,0.88,2.84,1.06,,,,,,,,,3.17,1.16,2.85,1.02,3.37,1,,,,,,,,,,,,,,,,,,,,,,,0.75,,,,,,,,2.46,0.88,,,,,,,,,2.96,1.09,9.05,2.49,,,,,,
2021-02-07,2.79,1.26,,,,,,,,0.4,,,,,0.02,,,,3.07,1.03,,,1.66,,0.57,,3.24,0.07,,,3.33,2.41,,,,,,,3.07,,2.96,0.37,,,18.11,,,,,,,,0.42,,0.29,0.05,,,40.39,24.77,2.41,1.94,,,,,,,2.39,0.47,,,,,,,,,,,,,,,0.49,,,,,,3.2,0.15,,,,0.89,2.85,1.11,,,,,,,,,3.19,1.19,,,3.41,1.04,,,,,3.34,0.9,,,,,8,,,,,,,,3.41,0.57,2.82,1.68,0.76,,,,,,,,2.47,0.91,,,,,,,,,2.99,1.11,9.44,2.74,,,,,,
2021-02-08,2.86,1.32,,,,,,,,,,,,,,,,,3.09,1.09,,,1.68,0.01,0.6,0.25,4.4,0.13,0.92,0.56,3.38,2.53,,,,,,,3.08,0.9,3.03,0.44,3.19,0.81,18.63,0.76,,,,,,,0.45,,0.3,0.06,,,41.07,25.52,2.45,2.01,,,,,,,2.41,0.5,,,,,,,,,,,,,,,,0.06,,,,,,,,,3.3,0.91,2.87,1.19,,,,,,,,,,,2.86,1.03,3.44,1.2,,,,,,,,,,,,,,,,,,,3.55,0.64,2.84,1.79,0.78,,,,,,,,2.5,1.01,,,,,,,,,3.02,1.14,9.67,2.85,,,,,,
2021-02-09,2.93,1.41,,,,,,,0.71,0.42,,,,,0.11,,,,3.16,1.26,,,1.78,,0.64,0.26,5.67,0.23,,,3.44,2.61,,,,,,,3.13,0.97,3.13,0.55,3.31,0.89,19.24,,,,,,,,0.48,,0.31,0.08,0,,41.83,26.3,2.51,2.06,,,,,,,2.44,0.54,,,,,,,,,,,,,,,,,,,,,,,,,3.4,0.97,2.91,1.38,,,,,0.01,,,,3.41,1.27,2.88,1.04,3.47,1.37,,,,,,,,,,,,,,,,,,,3.68,0.78,2.87,1.9,0.81,,,,,,,,2.55,1.12,,,,,,,,,3.03,1.18,9.83,2.94,,,,,,
2021-02-10,3.02,1.51,,,,,,,0.75,0.44,,,,,0.21,,,,3.21,1.43,,,1.91,0.02,0.68,0.27,7.1,0.28,,,3.49,2.68,,,,,,,3.21,1.01,3.23,0.66,3.39,1.02,19.9,0.77,,,,,,,0.51,,0.35,0.1,,,42.65,27.13,2.58,2.11,,,,,,,2.46,0.59,,,,,,,,,,,,,,,,,,,,,,,,,3.83,1.13,2.95,1.58,0.01,,,,0.06,,,,,,2.93,1.14,3.49,1.56,,,,,,,,,,,8.71,0.7,,,,,,0.1,3.8,0.9,2.95,2.02,,,,,,,,,2.6,1.25,,,,,,,,,3.05,1.21,10.1,3.13,,,,,,
2021-02-11,3.11,1.59,,,,,,,0.8,0.47,,,,,,,,,3.28,1.67,,,2.04,0.04,0.74,0.28,8.41,,,,3.59,2.72,,,,,,,3.38,1.09,3.36,0.81,3.46,1.17,20.64,0.78,,,,,,,0.54,,0.37,0.13,,,43.58,27.96,2.68,2.14,,,,,,,2.5,0.65,0.07,,,,,,,,,,,,,,,,,,,,,,,,4.21,1.29,3.01,1.79,,,,,0.17,,,,3.73,1.53,2.97,1.31,3.51,1.74,,,,,,,,,,,,,,,,,,,3.93,1.02,3.04,2.14,0.83,,,,,,,,2.66,1.4,,,,,,,,,3.21,1.25,10.38,3.35,,,,,,
2021-02-12,3.2,1.68,,,,,,,0.81,0.49,,,,,,,,,,1.91,,,2.16,0.05,0.78,,9.61,,,,3.8,2.85,,,,,,,3.57,1.15,3.47,0.92,3.52,1.34,21.44,,,,,,,,,,,,,,44.03,28.39,2.77,2.16,,,,,,,2.53,0.71,,,,,,,,,,,,,,,,,,,,,,,,,4.36,1.36,3.1,2,,,,,0.26,,,,3.82,1.65,3.05,1.55,3.53,1.92,,,,,,,,,,,10.44,1.85,,,,,,,4.07,,,,0.84,,,,,,,,2.72,1.53,,,3.64,0.4,,,,,3.42,1.29,10.71,3.61,,,,,,
2021-02-13,3.28,1.73,,,,,,,,0.52,,,,,0.45,,,,,1.98,,,2.33,0.08,,,9.76,,,,3.91,2.87,,,,,,,3.72,,3.5,0.95,3.56,1.49,22.19,,,,,,,,0.58,0,,0.15,,,44.35,28.74,2.85,2.17,,,,,,,2.56,0.76,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,2.05,,,,,0.32,,,,3.87,1.69,3.14,1.81,3.55,2.08,,,,,,,,,,,,,,,,,,,4.14,1.14,,,0.87,,,,,,,,2.74,1.56,,,3.86,0.54,,,,,3.47,1.33,11.08,3.91,,,,,,
2021-02-14,3.33,1.76,,,,,,,,,,,,,0.55,,,,3.34,1.99,,,2.37,0.09,0.79,0.3,9.79,,,,4.02,2.88,,,,,,,3.78,,3.51,0.96,,,22.54,0.79,,,,,,,,,0.39,0.16,,,45.21,29.53,2.89,2.18,,,,,,,2.57,0.8,,,,,,,,,,,,,,,,,,,,,4.06,0.56,,,4.38,1.37,3.16,2.07,,,,,0.34,,,,3.9,1.71,3.22,1.91,3.57,2.22,,,,,3.8,1.59,5.14,1.2,,,11.83,2.67,,,,,,,4.34,1.15,3.19,2.29,0.88,,,,,,,,2.75,1.57,,,3.96,0.58,,,,,3.48,1.34,11.45,4.21,,,,,,
2021-02-15,3.41,1.83,,,,,,,0.82,,,,,,0.69,,,,3.36,2.09,,,2.39,0.1,0.81,0.31,11.18,,1.07,0.84,4.26,2.93,,,,,,,3.79,1.21,3.56,1.07,3.7,1.62,22.94,0.8,,,,,,,0.61,0.01,0.4,0.18,,,46.15,30.41,2.99,2.19,,,,,,,2.58,0.82,,,,,,,,,,,,,,,0.51,,,,,,,,,,4.4,1.38,3.21,2.11,,,,,0.37,,,,3.97,1.74,3.44,2.04,3.62,2.36,,,,,,,5.25,1.3,,,,,,,,,,,4.46,1.27,3.27,2.35,0.9,,,,,,,,2.81,1.66,,,4.28,0.68,,,,,3.54,1.36,,,,,,,,
2021-02-16,3.51,1.89,,,,,,,,,,,,,0.83,,,,3.4,2.18,,,2.5,0.13,0.84,0.33,12.33,,,,4.49,2.96,0,,,,,,3.91,1.22,3.64,1.22,3.82,1.71,23.48,0.82,,,,,,,0.63,,0.41,0.2,,,47.11,31.31,3.1,2.2,,,,,,,2.6,0.87,,,,,,,,,,,,,,,0.64,0.07,,,,,,,,,4.51,1.42,3.29,2.19,,,,,0.39,,,,4.07,1.83,3.49,2.09,3.72,2.5,,,,,,,5.39,1.43,,,,,,,,,,,4.55,1.39,3.36,2.39,0.92,,,,,,,,2.89,1.75,,,4.72,0.77,,,,,3.61,1.4,11.86,4.49,,,,,,
2021-02-17,3.62,1.96,,,,,,,0.83,0.53,,,,,0.96,,,,3.46,2.29,,,2.51,0.26,0.89,0.35,13.31,,,,4.67,,0.01,,0.04,0.01,0,,4.14,1.24,3.71,1.37,3.96,1.83,24.19,0.85,,,,,,,0.64,0.02,0.42,0.22,0.01,,47.83,32.18,3.21,2.21,,,,,,,2.61,0.91,,,,,,,,,,,,,,,0.74,0.08,,,,,,,,,4.91,1.62,3.4,2.3,0.02,,,,0.41,,,,4.26,2.05,3.6,2.15,3.82,2.63,,,,,,,5.52,1.62,,,,,,,,,,,4.66,1.5,3.5,2.45,0.98,,,,,,,,2.98,1.82,,,5.31,0.88,,,,,3.78,1.46,12.04,4.63,,,,,,
2021-02-18,3.73,2.02,,,,,,,0.87,0.54,,,,,1.12,,,,3.55,2.44,,,2.58,0.34,0.94,0.37,14.13,,,,4.86,2.97,0.05,,,,,,4.4,1.27,3.81,1.55,4.13,1.96,24.86,0.87,,,,,,,0.68,0.03,0.43,0.23,,,48.62,33.1,3.35,2.23,,,,,,,2.63,0.96,,,,,,,,,,,,,,,,,,,,,,,,,5.26,1.82,3.53,2.39,,,,,0.43,,,,4.47,2.29,3.74,2.23,3.92,2.74,,,,,,,5.65,1.8,,,,,,,0,,4.27,1.88,4.74,1.62,3.77,2.5,1.09,,0,0,,,,,3.09,1.9,,,5.96,1.03,,,,,4.06,1.58,12.27,4.83,,,,,,
2021-02-19,3.85,2.09,,,,,,,0.92,0.56,,,,,,,,,3.71,2.55,,,2.65,0.42,1.12,0.38,14.87,,,,5.1,2.99,0.09,,,,,,4.73,1.29,3.9,1.68,4.31,2.07,25.41,0.89,,,,,,,0.7,0.05,,,,,49.08,33.54,3.49,,0,,,,,,2.69,1.03,,,,,,,,,,,,,6.39,0.01,0.9,0.32,,,,,,,,,5.46,,3.67,2.48,,,,,0.52,,,,4.61,2.42,4,2.35,4.01,2.84,,,,,,,5.75,1.95,,,,,,,,,,,4.86,,,,1.23,,0.01,0.01,,,,,3.2,1.97,,,6.38,1.16,,,,,4.42,1.79,12.55,5.09,,,,,,
2021-02-20,3.94,2.13,,,,,,,0.99,,,,,,1.26,,,,3.74,2.56,,,2.71,0.5,1.17,,14.92,,,,5.28,,0.12,,,,,,4.99,1.31,,1.72,4.47,2.18,25.9,0.91,,,,,,,0.72,0.06,0.45,0.27,,,49.44,33.87,3.61,2.24,,,,,,,2.78,1.07,,,,,,,,,,,,,6.63,0.04,0.94,,,,1.38,,,,,,,,3.8,2.5,,,,,0.6,,,,4.68,2.45,4.25,2.48,4.1,2.93,,,,,,,5.78,2,,,,,,,,,,,4.97,,,,1.41,,0.02,0.02,,,,,3.22,1.98,,,6.52,1.22,,,,,4.61,1.97,12.8,5.35,,,,,,
2021-02-21,4.01,2.16,,,,,,,1.01,,,,,,,,,,3.76,2.57,,,2.74,0.53,1.33,0.39,14.93,,,,5.47,3,0.13,,,,,,,,3.93,1.73,4.49,2.2,26.11,0.92,,,,,,,0.73,0.07,,,,,50.36,34.77,3.69,2.25,,,,,,,2.86,1.11,,,,,,,,,,,,,,,0.96,,,,,,5.14,0.95,,,5.47,1.91,3.86,2.51,0.03,,,,0.61,,,,4.72,2.46,4.4,2.52,4.17,2.99,,,,,4.48,2.39,5.8,2.03,,,,,,,,,,,5.09,1.75,4.05,2.56,1.58,,0.03,0.03,,,,,3.23,1.99,,,6.54,1.25,,,,,4.69,2.08,13.05,5.64,,,,,,
2021-02-22,4.13,2.24,0,,,,,,1.02,0.58,,,0,,1.4,,,,3.84,2.59,,,2.76,0.55,1.48,0.4,15.49,,1.12,0.86,5.7,3.02,,,,,0.09,,,,3.99,1.84,4.67,2.34,26.39,0.95,,,,,,,0.75,0.08,,,,,51.34,35.7,3.86,,,,0.49,0.29,,,2.94,1.19,,,,,,,,,,,,,6.91,0.06,0.99,0.35,,,,,,,,,5.52,1.92,3.92,2.53,,,0,,0.7,,,,4.82,2.47,4.48,2.54,4.26,3.07,,,,,,,5.87,2.17,,,,,,,0.01,,,,5.19,1.88,4.19,2.58,1.65,,0.04,0.04,,,,,3.32,2.04,,,6.8,1.3,,,,,4.73,2.13,13.2,5.81,,,,,,
2021-02-23,4.26,2.31,,,,,,,1.07,,,,0.01,,1.51,,,,3.95,2.66,,,2.82,0.61,1.71,0.43,15.99,,,,5.95,3.06,,,,,,,,,4.07,1.97,4.85,2.47,26.87,0.99,,,,,,,0.77,0.1,0.46,0.29,,,52.23,36.51,4.03,2.26,,,,,,,3.02,1.24,,,,,,,,,0,,,,7.14,0.08,1.04,0.36,,,,,,,,,5.63,2.01,4.04,2.57,,,,,0.78,,,,,,4.6,2.56,4.35,3.13,,,,,,,5.98,2.35,0,,12.16,6.95,,,0.03,,,,5.3,2,4.41,2.61,1.71,,0.05,0.05,,,,,3.44,2.11,,,7.24,1.4,,,,,4.88,2.16,13.32,5.94,,,35.19,22.12,,
2021-02-24,4.39,2.38,,,,,,,1.14,0.59,,,0.03,,1.62,,,,4.08,2.73,,,2.88,0.68,1.96,0.46,16.44,,,,6.19,3.09,0.24,,0.12,0.02,,,5.46,1.36,4.15,2.09,5.01,2.61,27.53,1.03,,,,,,,0.79,0.11,0.5,0.3,,,52.94,37.24,4.22,2.28,0.01,,,,,,3.1,1.28,0.11,0.01,,,,,,,,,,,7.89,0.1,1.11,0.37,,,,,,,,,5.83,2.44,4.22,2.61,,,0.01,,0.85,,,,5.18,2.73,4.84,2.58,4.44,3.18,,,,,,,6.11,2.59,0.02,,12.59,7.16,,,0.05,,,,5.42,2.12,4.71,2.63,1.84,,0.07,0.07,,,,,3.57,2.16,,,7.53,1.5,,,,,5.26,2.18,13.53,6.16,,,,,,
2021-02-25,4.55,2.45,,,,,,,1.24,0.6,,,0.07,,1.73,,,,4.27,2.81,,,2.92,0.75,2.21,0.5,16.89,,,,6.44,3.1,,,,,0.25,,5.77,1.4,4.3,2.22,5.18,2.75,28.25,1.08,0,,,,,,0.81,0.13,0.53,0.31,,,53.53,37.98,4.41,2.3,,,,,,,3.21,1.32,,,,,,,,,,,,,8.56,0.12,1.21,0.41,,,,,,,,,6.04,2.92,4.4,2.65,,,,,0.89,,,,,,5.11,2.61,4.53,3.19,,,,,,,6.21,2.79,0.07,,12.91,7.31,,,0.07,,,,5.47,2.27,5.05,2.66,,,0.09,0.09,0,,,,3.74,2.21,,,7.8,1.66,,,0,,5.4,2.49,13.78,6.45,,,,,,
2021-02-26,4.72,2.53,,,,,,,1.37,0.63,,,0.1,,,,,,4.49,2.86,,,2.99,0.83,2.41,,17.29,,,,7.06,3.12,,,,,,,6.26,1.44,4.46,2.33,5.34,2.89,28.99,1.13,,,,,,,0.84,0.16,0.58,0.32,,,53.83,38.35,4.61,2.32,0.02,,,,,,3.36,1.36,,,,,,,,,,,,,9.02,0.26,1.33,,,,,,,,,,,,4.67,2.71,,,,,0.94,,,,5.55,3.09,5.52,2.64,4.63,3.2,,,,,,,6.3,2.97,0.13,,13.02,7.45,,,0.08,,,,5.55,2.43,,,1.9,,,,,,,,3.89,2.26,,,8,1.84,,,,,5.83,2.53,14.11,6.76,,,,,,
2021-02-27,4.85,2.57,,,,,,,1.54,0.64,,,0.12,,1.81,,,,,,,,3.03,0.89,2.48,,,,,,7.17,3.14,,,,,,,6.53,,4.54,2.36,5.49,3.01,29.59,1.17,,,,,,,0.85,,0.59,0.36,,,54.04,38.59,4.8,2.34,,,,,,,3.5,1.38,,,,,,,,,0.01,,,,9.31,0.44,1.41,,,,,,,,,,6.2,,4.93,,,,,,0.96,,,,,,5.87,2.7,4.71,,,,,,,,6.32,3.02,0.15,,13.54,,,,0.11,,,,5.71,,,,2.06,,0.11,0.11,,,,,3.92,,,,8.13,1.97,,,,,7.02,2.58,14.48,7.09,,,,,,
2021-02-28,4.95,2.6,0.02,,,,,,1.62,,,,,,1.89,,,,4.52,2.87,,,3.07,,2.52,0.54,17.35,0.29,,,7.36,3.17,,,,,,,6.69,1.46,4.55,2.37,,,29.87,1.2,,,,,0.03,,0.86,0.18,0.62,0.37,,,54.51,39.24,4.92,2.36,,,,,,,3.61,1.39,,,,,,,,,,,,,,,1.47,,,,,,6.5,1.61,,,6.21,3.11,5.04,2.73,,,,,0.97,,,,5.68,3.14,6.09,2.71,4.76,,,,,,5.47,2.91,6.34,3.04,0.16,,13.59,7.52,,,0.13,,,,5.81,2.45,5.49,2.7,2.18,,,,0.04,,,,3.94,2.27,,,8.15,1.99,,,,,7.09,2.61,14.88,7.41,,,,,,
2021-03-01,5.13,2.66,,,,,0,,1.67,0.65,2.89,,0.13,,,,,,4.62,2.9,,,3.08,0.9,2.66,0.56,18.07,0.3,2.04,0.91,7.7,3.19,0.55,,0.2,,,,6.94,1.48,4.64,2.44,5.7,3.14,30.17,1.24,0.01,,,,,,0.89,0.19,,,,,55.03,39.95,5.1,2.4,,,,,,,3.73,1.43,,,,,,,,,0.08,,,,9.67,0.63,1.52,,,,,,,,,,6.32,3.12,5.12,2.74,,,,,0.99,,,,5.79,3.15,6.19,2.75,4.92,3.21,,,,,,,6.46,3.17,0.21,,13.91,7.7,,,0.14,,5.43,3.54,5.92,2.62,5.65,2.71,2.38,,0.12,0.12,,,0,,4.12,2.31,,,8.27,2.13,,,0.01,,7.47,,15.17,7.61,,,,,,
2021-03-02,5.33,2.73,,,,,,,1.82,0.67,,,0.16,,2.03,,,,4.76,2.95,,,3.2,0.96,2.91,,18.9,0.36,,,7.99,3.21,0.97,,,,,,,,4.79,2.54,5.93,3.26,30.5,1.32,,,,,,,0.94,0.2,0.72,0.39,,,55.51,40.69,5.31,2.45,,,,,,,3.89,1.45,,,,,,,,,0.16,,,,9.91,0.8,1.56,0.44,,,,,,,,,6.52,3.19,5.38,2.77,,,,,1.02,0.01,0,,,,6.34,2.76,5.11,,2.85,0.75,,,,,6.58,3.33,0.24,,14.27,7.8,,,0.17,,,,6.02,2.79,5.93,2.75,2.59,,0.13,0.13,0.17,,0.01,,4.37,2.34,,,8.45,2.31,,,,,7.85,2.62,15.48,7.82,,,,,,
2021-03-03,5.54,2.81,,,,,,,1.94,0.68,3.33,,0.2,,,,,,4.96,3.01,,,3.35,1.02,2.97,0.6,19.72,1.17,,,8.21,3.23,1.49,,,,,,7.3,1.5,4.95,2.64,6.17,3.34,30.91,1.42,,,,,,,1,0.21,0.84,0.4,,,55.99,41.46,5.55,2.52,,,,,,,4.07,1.47,,,,,,,,,0.25,,,,10.15,0.98,1.59,0.46,,,,,,,,,6.85,3.53,5.66,2.8,,,,,1.04,0.04,,,6.18,3.39,6.48,2.78,5.31,3.22,2.94,0.82,,,,,6.78,3.52,0.27,,14.7,7.86,,,0.19,,,,6.1,2.96,6.25,2.8,2.8,,0.14,0.14,0.3,,,,4.66,2.38,,,8.59,2.46,,,0.02,,8.13,2.77,15.8,8.06,,,,,,
2021-03-04,5.75,2.88,,,,,,,2.08,0.69,,,0.24,,2.17,,,,5.31,3.08,,,3.49,1.09,3.19,0.67,20.48,2.03,,,8.52,3.26,2.1,,0.3,,,,7.68,1.51,5.19,2.74,6.42,3.41,31.46,1.52,,,,,,,1.07,0.23,,,,,56.45,42.37,5.8,2.59,0.03,,,,,,4.27,1.48,,,,,,,,,0.31,,,,10.35,1.12,,,,,,,,,,,7.15,3.87,5.94,2.83,,,,,1.05,0.13,0.01,,6.41,3.61,6.7,2.83,5.5,3.26,3.22,0.9,,,,,6.96,3.69,0.31,,14.89,8.29,,,,,5.98,3.67,6.18,3.12,6.69,2.87,3.04,,0.16,0.16,0.44,,,,4.96,2.42,,,8.72,2.62,,,0.03,,8.93,2.9,16.16,8.31,,,,,,
2021-03-05,5.99,2.96,,,,,,,2.28,0.72,,,0.28,,,,,,5.64,3.13,0.09,,3.62,1.16,3.38,,21.19,2.88,2.79,1.01,8.8,3.36,2.8,,0.37,,,,8.1,1.52,5.48,2.84,6.7,3.47,32.11,1.61,,,,,,,1.16,0.25,0.88,,,,56.65,42.84,6.05,2.68,0.04,,,,,,4.49,,,,,,,,,,0.35,,,,10.51,1.35,1.65,,,,,,,,,,,4,6.32,2.86,,,,,1.06,0.22,,,,,7.07,2.88,5.7,3.31,3.36,0.96,,,,,7.12,3.85,0.37,,15.07,8.72,,,0.21,,,,6.28,3.25,,,3.27,,,,0.58,,,,5.23,2.47,,,8.83,2.74,,,,,9.83,3.16,16.61,8.58,,,,,,
2021-03-06,6.17,3.02,,,,,,,,,,,0.3,,,,,,5.7,,,,,,3.41,,21.24,3.01,,,9.05,3.43,3.46,,,,,,8.67,,5.78,2.86,6.96,3.51,32.72,1.65,,,,,,,1.24,,,,,,56.77,43.13,6.28,2.74,,,,,,,4.68,1.49,,,,,,,,,0.39,,,,10.6,1.57,1.68,,,,,,,,,,7.37,,6.6,,,,0.02,,,0.27,0.02,,6.68,3.76,7.38,2.97,5.91,3.35,3.48,1.03,,,,,7.15,3.88,0.38,,,9.11,,,,,,,6.62,,,,3.38,,,,0.61,,,,5.34,2.48,,,8.9,2.81,,,,,10.16,3.18,17.15,8.9,,,,,,
2021-03-07,6.31,3.06,,,,,,,2.62,,,,0.32,,2.24,,,,5.71,3.14,0.83,,,,3.43,0.72,21.25,3.04,,,9.26,3.5,,,,,,,,,5.96,2.87,,,32.96,1.68,,,,,,,1.25,0.27,1.06,0.41,,,57.13,43.97,6.41,2.78,,,,,,,4.83,1.5,,,,,,,,,0.43,,,,,,,,0,,,,7.74,2.1,,,7.38,,6.72,2.89,,,,,1.07,0.28,0.03,,,,7.5,3.01,6.1,3.39,3.51,,,,6.93,3.26,7.18,3.9,0.39,,15.14,9.12,,,0.22,,6.48,3.71,6.85,3.29,7.12,2.96,3.41,,,,0.62,,,,5.45,2.49,,,8.92,2.84,,,,,10.38,3.19,17.6,9.18,,,,,,
2021-03-08,6.54,3.13,,,,,0.02,,2.66,0.76,,,0.34,,,,,,5.85,3.16,0.88,,,,3.5,0.73,21.96,4.16,2.98,1.04,9.43,3.61,3.69,,,,,,8.69,,6.11,2.94,7.23,3.57,33.28,1.74,,,,,,,1.37,0.29,,,,,57.45,44.81,6.63,2.86,0.06,,,,,,5.03,,,,,,,,,,0.51,,,,10.73,1.76,1.74,,,,,,,,,,7.47,4.01,6.84,2.91,,,,,1.13,0.31,0.04,,6.79,3.79,7.55,3.06,6.3,3.42,3.52,1.05,,,,,7.32,4.01,0.4,,15.89,9.16,,,,,6.71,3.74,6.95,3.45,7.35,3.02,3.44,,0.17,0.17,0.75,,,,5.72,2.53,,,8.97,2.89,,,0.04,,10.84,3.26,17.94,9.42,,,,,,
