date,union,spd,gru,fdp,lin,afd,unionave,spdave,gruave,fdpave,linave,afdave,unionfow,spdfow,grufow,fdpfow,linfow,afdfow,unionall,spdall,gruall,fdpall,linall,afdall,unionfor,spdfor,grufor,fdpfor,linfor,afdfor,unionemn,spdemn,gruemn,fdpemn,linemn,afdemn,unioninf,spdinf,gruinf,fdpinf,lininf,afdinf,uniongms,spdgms,grugms,fdpgms,lingms,afdgms,unionins,spdins,gruins,fdpins,linins,afdins,unionyou,spdyou,gruyou,fdpyou,linyou,afdyou,unionges,spdges,gruges,fdpges,linges,afdges
2002-07-25,39,34,7,9,6,,,,,,,,,,,,,,,,,,,,42,35,6,9,6,,39,34,7,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-26,41,36,6,9,5,,40.3,35.5,6.1,8.8,5.5,,41,36,6,9,5,,,,,,,,,,,,,,,,,,,,41,35,7,9,5,,,,,,,,,,,,,,,,,,,,40.3,35.5,6.1,8.8,5.5,
2002-07-30,40,34,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,7,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-31,42,35,6,9,5,,,,,,,,,,,,,,,,,,,,42,35,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-01,43,34,6,9,5,,,,,,,,,,,,,,,,,,,,43,34,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-02,38.8,34.2,6.9,12.1,5.6,,40.7,34.8,6.4,9.2,5.6,,,,,,,,38.8,34.2,6.9,12.1,5.6,,,,,,,,40,34,7,8,6,,40,35,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-06,41,34,7,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,41,34,7,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-07,42,35,6,9,5,,,,,,,,,,,,,,,,,,,,42,35,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-08,41,34,7,9,4,,,,,,,,,,,,,,,,,,,,41,36,6,9,4,,41,34,7,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-09,41,36,6,9,5,,41,34.7,6.5,9.2,4.9,,41,36,6,9,5,,,,,,,,,,,,,,,,,,,,41,34,7,9,5,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-12,41,34,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,41,34,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-14,39.7,33,6.2,12.5,5.6,,,,,,,,,,,,,,39.7,33,6.2,12.5,5.6,,41,35,6,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-15,40,34,7,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,7,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-16,41,36,7,9,4,,,,,,,,41,36,7,9,4,,,,,,,,,,,,,,,,,,,,40,34,7,10,5,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-17,40,36,7,8,5,,40.6,34.8,6.5,9.6,4.8,,,,,,,,,,,,,,40,36,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-21,39.7,31.9,6.7,12.8,5.6,,,,,,,,,,,,,,39.7,31.9,6.7,12.8,5.6,,,,,,,,41,34,6,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-22,40,34,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,40,34,6,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-23,39,36,7,9,5,,,,,,,,39,38,7,9,4,,,,,,,,40,38,7,8,5,,39,36,7,9,5,,41,36,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-25,39.8,32.8,6.6,11.7,5,,40,35.1,6.7,9.4,5,,,,,,,,39.8,32.8,6.6,11.7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-27,40,37,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,40,37,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-28,40.1,32.9,6.5,11.6,5.1,,,,,,,,,,,,,,40.1,32.9,6.5,11.6,5.1,,40,38,7,8,5,,,,,,,,,,,,,,39.5,36,7,9,5,,,,,,,,,,,,,,,,,,,
2002-08-29,40,37,6,9,4,,,,,,,,,,,,,,,,,,,,39,38,7,9,4,,40,37,6,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-08-30,39,38,7,8,4,,39.7,36.4,6.7,9.2,4.4,,39,38,7,8,4,,,,,,,,,,,,,,,,,,,,41,39,7,7,4,,,,,,,,,,,,,,,,,,,,39.7,36.4,6.7,9.2,4.4,
2002-09-04,39.1,34.2,7,11.6,4.9,,,,,,,,,,,,,,39.1,34.2,7,11.6,4.9,,39,39,7,8,4,,,,,,,,40,39,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-05,39,37,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,39,37,6,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-06,39,39,7,9,4,,,,,,,,38,38,7,8,4,,,,,,,,39,39,7,9,4,,,,,,,,39.5,38,7.5,8.5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-08,38.2,35.2,7.2,11.2,4.9,,39.2,37.6,7,8.7,4.3,,,,,,,,38.2,35.2,7.2,11.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-09,38,39,7.5,8.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,39,7.5,8.5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-10,38,38,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-11,37,37,7.3,10.1,4.9,,,,,,,,,,,,,,37,37,7.3,10.1,4.9,,38,38,8,9,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-12,38,38,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,38,38,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-13,38,40,7,8,4,,,,,,,,37,40,7,7.5,4.5,,,,,,,,38,40,7,8,4,,,,,,,,36,38.5,8,8.5,4.7,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-14,37,39,7,8,5,,37.5,38.3,7.3,8.7,4.5,,,,,,,,,,,,,,,,,,,,37,39,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-17,37.3,37,7.2,10.1,4.4,,,,,,,,,,,,,,37.3,37,7.2,10.1,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-18,38,40,7,8,4,,,,,,,,,,,,,,,,,,,,38,40,7,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-20,37,37.5,7.5,9.5,4.5,,,,,,,,,,,,,,37,37.5,7.5,9.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-22,,,,,,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,,38.5,38.5,8.6,7.4,4,
2002-09-26,39,38,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-01,39,39,10,7,3,,,,,,,,,,,,,,,,,,,,39,39,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-03,40,38,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-04,39,38,9,7,4,,37.9,38.5,8.1,8,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-09,40,38,10,6,4,,,,,,,,,,,,,,,,,,,,40,38,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-10,40,38,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,40,38,8,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-11,39,38,9,7,4,,38.8,38.1,8.6,7.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,9,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-17,40,37,10,6,4,,,,,,,,,,,,,,,,,,,,40,38,10,6,3,,40,37,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-18,40,38,8,6,4,,39.6,38,9.2,6.6,3.8,,40,38,8,6,4,,,,,,,,,,,,,,,,,,,,40,37,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-23,41,37,10,7,3,,,,,,,,,,,,,,,,,,,,41,37,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-24,41,37,10,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,41,37,10,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-25,41,36,10,6,4,,40.2,37.4,9.5,6.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,41,36,10,6,4,,,,,,,,,,,,,,,,,,,,40.2,37.4,9.5,6.3,3.7,
2002-10-30,43,35,10,6,3,,,,,,,,,,,,,,,,,,,,43,35,10,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-10-31,42,35,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,42,35,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-01,43,35,9,6,4,,41.1,36.5,9.7,6,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,43,35,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-06,45,33,10,5,4,,,,,,,,,,,,,,,,,,,,45,33,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-07,44,34,10,5,4,,42,35.7,9.7,5.8,3.7,,,,,,,,,,,,,,,,,,,,44,34,10,5,4,,44,34,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-13,46,32,10,5,4,,,,,,,,,,,,,,,,,,,,46,32,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-14,46,32,9,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,46,32,9,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-15,44.1,32.3,9.4,6.8,4,,43.8,33.8,9.7,5.5,4,,44,34,9,5,4,,44.1,32.3,9.4,6.8,4,,,,,,,,,,,,,,46,32,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-20,48,30,10,4,4,,,,,,,,,,,,,,,,,,,,48,30,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-21,48,29,10,6,4,,45.5,32.2,9.7,5.2,4.1,,,,,,,,,,,,,,,,,,,,48,29,10,6,4,,48,30,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-27,50,28,10,5,4,,,,,,,,,,,,,,,,,,,,50,28,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-28,50,28,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,50,28,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-11-29,48,30,11,5,4,,47.2,30.5,9.9,5.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,48,30,11,5,4,,,,,,,,,,,,,,,,,,,,47.2,30.5,9.9,5.1,4.1,
2002-12-04,50,27,11,4,4,,,,,,,,,,,,,,,,,,,,50,27,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-05,49,28,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,49,28,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-06,48,28,12,5,4,,48.5,29,10.5,4.8,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,48,28,12,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-11,48,29,11,4,4,,,,,,,,,,,,,,,,,,,,48,29,11,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-12,49,28,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,49,28,10,5,5,,47,29,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-13,46,32,9,5,4,,48.5,28.7,10.5,4.9,4.2,,46,32,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-17,48,30,10,4,4,,,,,,,,,,,,,,,,,,,,48,30,10,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-18,47.6,26.4,10.5,7.3,5,,,,,,,,,,,,,,47.6,26.4,10.5,7.3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-19,48,29,11,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,11,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-20,47,30,11,5,4,,47.8,28.9,10.6,5.1,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,11,5,4,,,,,,,,,,,,,,,,,,,,47.8,28.9,10.6,5.1,4.3,
2003-01-01,48,30,11,5,3,,,,,,,,,,,,,,,,,,,,48,30,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-03,48,29,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,10,5,5,,47,31,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-07,47,31,11,5,3,,,,,,,,,,,,,,,,,,,,47,31,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-09,47,30,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-10,48,29,12,5,3,,47.6,29.5,10.7,5.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,12,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-15,47,31,10,5,4,,,,,,,,,,,,,,,,,,,,47,31,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-16,48,29,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-17,47,30,11,6,3,,47.4,30,10.6,5.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-22,47,31,11,5,3,,,,,,,,,,,,,,,,,,,,47,31,11,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-23,47,31,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,31,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-24,47,31,9,5,4,,47.2,30.4,10.3,5.4,3.6,,47,31,9,5,4,,,,,,,,,,,,,,,,,,,,47,30,10,7,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-29,45,31.4,8.3,8.3,4.4,,,,,,,,,,,,,,45,31.4,8.3,8.3,4.4,,47,31,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-30,47,30,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-01-31,47,30,10,7,3,,46.9,30.4,9.8,6.1,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,10,7,3,,,,,,,,,,,,,,,,,,,,46.9,30.4,9.8,6.1,3.6,
2003-02-04,49,27,11,7,3,,,,,,,,,,,,,,,,,,,,49,27,11,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-06,48,29,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,48,29,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-07,48,30,9,6,4,,47.2,30,9.6,6.3,3.7,,48,30,9,6,4,,,,,,,,,,,,,,,,,,,,49,28,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-11,48,27,12,7,3,,,,,,,,,,,,,,,,,,,,48,27,12,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-13,49,27,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,49,27,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-14,49,27,12,6,3,,48.1,28.6,10.6,6.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,49,27,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-19,47,27.6,9.8,8.6,4.2,,,,,,,,,,,,,,47,27.6,9.8,8.6,4.2,,48,28,12,6,3,,,,,,,,,,,,,,48,28,10,7,4,,,,,,,,,,,,,,,,,,,
2003-02-20,48,28,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,48,28,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-21,48,30,9,6,4,,48.2,28.1,10.7,6.7,3.6,,48,30,9,6,4,,,,,,,,,,,,,,,,,,,,49,28,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-26,47,29,12,6,3,,,,,,,,,,,,,,,,,,,,47,29,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-02-28,47,28,11,7,4,,48,28.1,10.9,6.7,3.6,,,,,,,,,,,,,,,,,,,,47,28,11,7,4,,49,28,11,6,4,,,,,,,,,,,,,,,,,,,,48,28.1,10.9,6.7,3.6,
2003-03-04,47,30,11,6,3,,,,,,,,,,,,,,,,,,,,47,30,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-06,47,28,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,28,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-07,49,27,12,6,3,,47.9,28.4,10.9,6.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,49,27,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-12,48,29,11,6,3,,,,,,,,,,,,,,,,,,,,48,29,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-13,47,27,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,27,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-14,48,31,9,5,4,,47.8,28.5,11,6.2,3.5,,48,31,9,5,4,,,,,,,,,,,,,,,,,,,,49,28,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-19,46.3,27.4,10.9,8.8,4.2,,,,,,,,,,,,,,46.3,27.4,10.9,8.8,4.2,,48,29,11,6,3,,,,,,,,,,,,,,47,28,11,8,3,,,,,,,,,,,,,,,,,,,
2003-03-21,48,28,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,48,28,11,7,4,,47,30,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-23,45,32,11,6,3,,47.3,28.9,10.7,6.5,3.5,,,,,,,,,,,,,,45,32,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-28,46,30,11,7,4,,47.1,29,10.7,6.6,3.6,,47,32,9,5,4,,,,,,,,,,,,,,46,30,11,7,4,,46,31,11,5,3,,,,,,,,,,,,,,,,,,,,47.1,29,10.7,6.6,3.6,
2003-04-01,44,33,11,6,3,,,,,,,,,,,,,,,,,,,,44,33,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-04,45,32,11,6,4,,46.3,30.5,10.7,6.1,3.5,,,,,,,,,,,,,,,,,,,,45,32,11,6,4,,45,31,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-09,44,33,11,6,3,,,,,,,,,,,,,,,,,,,,44,33,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-10,46,31,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,46,31,11,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-11,45,33,9,6,4,,45.3,31.8,10.6,5.9,3.5,,45,33,9,6,4,,,,,,,,,,,,,,,,,,,,46,31,10,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-16,43.6,30.6,10.4,8.8,4.2,,,,,,,,,,,,,,43.6,30.6,10.4,8.8,4.2,,44,33,11,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-17,44,32,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,44,32,10,7,4,,,,,,,,45.5,29.5,10.5,7.5,4,,,,,,,,,,,,,,,,,,,
2003-04-18,47,30,11,5,4,,45,31.4,10.5,6.4,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,11,5,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-23,45,30,11,7,4,,,,,,,,,,,,,,,,,,,,45,30,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-24,47,30,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-04-25,46,30,12,6,3,,45.3,30.9,10.5,6.6,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,46,30,12,6,3,,,,,,,,,,,,,,,,,,,,45.3,30.9,10.5,6.6,3.7,
2003-04-29,46,29,11,6,5,,,,,,,,,,,,,,,,,,,,46,29,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-01,46,29,11,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,46,29,11,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-02,46,32,9,6,4,,45.6,30.4,10.7,6.4,4,,46,32,9,6,4,,,,,,,,,,,,,,,,,,,,48,28,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-06,48,27,12,6,4,,,,,,,,,,,,,,,,,,,,48,27,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-08,47,27,11,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,47,27,11,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-09,47,29,11,7,4,,46.6,29.1,10.8,6.6,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,47,29,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-13,49,26,12,6,4,,,,,,,,,,,,,,,,,,,,49,26,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-14,43.9,29.4,11.3,8.9,4.2,,,,,,,,,,,,,,43.9,29.4,11.3,8.9,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-15,48,26,12,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,48,26,12,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-16,46,31,9,6,4,,46.9,28.4,10.8,6.7,4.3,,46,31,9,6,4,,,,,,,,,,,,,,,,,,,,48,27,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-20,48,26,12,7,4,,,,,,,,,,,,,,,,,,,,48,26,12,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-22,49,26,11,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,49,26,11,6,5,,,,,,,,48,26.5,11.5,7,3,,,,,,,,,,,,,,,,,,,
2003-05-23,47,28,10,8,4,,47.4,27.5,11,7,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,47,28,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-27,49,25,12,7,4,,,,,,,,,,,,,,,,,,,,49,25,12,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-29,47,27,11,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,27,11,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-05-30,46,30,11,7,4,,47.6,27.2,10.9,7,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,46,30,11,7,4,,,,,,,,,,,,,,,,,,,,47.6,27.2,10.9,7,4.1,
2003-06-03,45,30,10,8,4,,,,,,,,,,,,,,,,,,,,45,30,10,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-05,48,27,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,48,27,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-06,46,31,9,6,4,,47.3,27.6,10.8,7.1,4,,46,31,9,6,4,,,,,,,,,,,,,,,,,,,,47,29,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-10,45,30,11,7,4,,,,,,,,,,,,,,,,,,,,45,30,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-12,46,30,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,46,30,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-13,47,29,10,7,4,,46.6,28.8,10.4,7.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,47,29,10,7,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-17,46,30,12,6,3,,,,,,,,,,,,,,,,,,,,46,30,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-18,43.1,29.9,10.7,7.8,4,,,,,,,,,,,,,,43.1,29.9,10.7,7.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-19,46,30,10,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,46,30,10,6,4,,,,,,,,47,28.5,10.5,8,3,,,,,,,,,,,,,,,,,,,
2003-06-20,48,30,9,6,4,,46.1,29.7,10.2,6.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,48,30,9,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-24,45,31,12,6,3,,,,,,,,,,,,,,,,,,,,45,31,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-26,45,29,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,45,29,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
