id,bundesland,wahlkreis,partei,Stimmenanteil,number
193,TH,Erfurt – Weimar – Weimarer Land II,AfD,18.2,2.52780936844647
194,TH,Gera – Greiz – Altenburger Land,AfD,27.1,2.01119848992676
195,TH,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,AfD,25.7,2.15519929188304
196,TH,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,AfD,23,2.03483908087946
197,RP,Neuwied,AfD,10.8,2.53108643554151
198,RP,Ahrweiler,AfD,9.6,2.33533314289525
199,RP,Koblenz,AfD,9.2,2.10280271898955
200,RP,Mosel/Rhein-Hunsrück,AfD,9,2.94347530044615
201,RP,Kreuznach,AfD,11.7,2.07573414035141
202,RP,Bitburg,AfD,8,2.99233882687986
203,RP,Trier,AfD,8,2.87383266421966
204,RP,Montabaur,AfD,11,2.24540196196176
205,RP,Mainz,AfD,8.2,2.53079202841036
206,RP,Worms,AfD,13.1,2.94793417700566
207,RP,Ludwigshafen/Frankenthal,AfD,15.5,2.53275376022793
208,RP,Neustadt – Speyer,AfD,12.7,2.28337789466605
209,RP,Kaiserslautern,AfD,13.7,2.69285394554026
210,RP,Pirmasens,AfD,14.1,2.32375511736609
211,RP,Südpfalz,AfD,13.6,2.62747858813964
212,BY,Altötting,AfD,14.6,2.19152266997844
213,BY,Erding – Ebersberg,AfD,11.9,2.09773135674186
214,BY,Freising,AfD,13.6,2.41237369528972
215,BY,Fürstenfeldbruck,AfD,11.6,2.97498804447241
216,BY,Ingolstadt,AfD,15.1,2.44765043351799
217,BY,München-Nord,AfD,8.6,2.64218101743609
218,BY,München-Ost,AfD,8.6,2.34358038543724
219,BY,München-Süd,AfD,8.6,2.40318663208745
220,BY,München-West/Mitte,AfD,7.7,2.69084025826305
221,BY,München-Land,AfD,9.4,2.10793350357562
222,BY,Rosenheim,AfD,13.9,2.93280222825706
223,BY,Bad Tölz-Wolfratshausen – Miesbach,AfD,11.7,2.73558842833154
224,BY,Starnberg – Landsberg am Lech,AfD,9.9,2.7014731108211
225,BY,Traunstein,AfD,12,2.82733826315962
226,BY,Weilheim,AfD,12.1,2.99459788296372
227,BY,Deggendorf,AfD,19.2,2.30564317060634
228,BY,Landshut,AfD,14.6,2.30584973120131
229,BY,Passau,AfD,16.1,2.67522192886099
230,BY,Rottal-Inn,AfD,16.6,2.30799050396308
231,BY,Straubing,AfD,18.4,2.04633821547031
232,BY,Amberg,AfD,12.8,2.29134527686983
233,BY,Regensburg,AfD,12.9,2.18893917254172
234,BY,Schwandorf,AfD,17.4,2.4686415430624
235,BY,Weiden,AfD,13.5,2.80374566954561
236,BY,Bamberg,AfD,12.7,2.63972067739815
237,BY,Bayreuth,AfD,10.7,2.79175105970353
238,BY,Coburg,AfD,11.6,2.52549897064455
239,BY,Hof,AfD,13.2,2.99888739688322
240,BY,Kulmbach,AfD,13.4,2.64430061285384
241,BY,Ansbach,AfD,11.8,2.31223269272596
242,BY,Erlangen,AfD,9.6,2.5784389982
243,BY,Fürth,AfD,11.7,2.01064104610123
244,BY,Nürnberg-Nord,AfD,10,2.59642141964287
245,BY,Nürnberg-Süd,AfD,14.3,2.50513274082914
246,BY,Roth,AfD,11.6,2.06503092590719
247,BY,Aschaffenburg,AfD,11.6,2.23270286386833
248,BY,Bad Kissingen,AfD,11.6,2.42875192454085
249,BY,Main-Spessart,AfD,10.8,2.75775314797647
250,BY,Schweinfurt,AfD,12.2,2.30882431194186
251,BY,Würzburg,AfD,8.7,2.87537329411134
252,BY,Augsburg-Stadt,AfD,13.8,2.94542854325846
253,BY,Augsburg-Land,AfD,13.7,2.15665557980537
254,BY,Donau-Ries,AfD,14.7,2.27191135543399
255,BY,Neu-Ulm,AfD,15.1,2.95171708241105
256,BY,Oberallgäu,AfD,10.6,2.49413779866882
257,BY,Ostallgäu,AfD,13.3,2.31570569518954
258,BW,Stuttgart I,AfD,7.2,2.95786730130203
259,BW,Stuttgart II,AfD,10.8,2.65285574621521
260,BW,Böblingen,AfD,11.7,2.73281525913626
261,BW,Esslingen,AfD,10.9,2.85158941219561
262,BW,Nürtingen,AfD,12.3,2.73875849694014
263,BW,Göppingen,AfD,14.7,2.16393732768483
264,BW,Waiblingen,AfD,12.9,2.23814691766165
265,BW,Ludwigsburg,AfD,11.4,2.20855178264901
266,BW,Neckar-Zaber,AfD,13.1,2.67329495865852
267,BW,Heilbronn,AfD,16.4,2.49730787868612
268,BW,Schwäbisch Hall – Hohenlohe,AfD,14.6,2.08908889023587
269,BW,Backnang – Schwäbisch Gmünd,AfD,14.4,2.96855354658328
270,BW,Aalen – Heidenheim,AfD,12.3,2.12752643134445
271,BW,Karlsruhe-Stadt,AfD,10.4,2.11127639003098
272,BW,Karlsruhe-Land,AfD,12.5,2.73142912983894
273,BW,Rastatt,AfD,12.7,2.18192069232464
274,BW,Heidelberg,AfD,9.5,2.17050059209578
275,BW,Mannheim,AfD,12.8,2.57418518606573
276,BW,Odenwald – Tauber,AfD,13.8,2.61580851511098
277,BW,Rhein-Neckar,AfD,13.5,2.99486487661488
278,BW,Bruchsal – Schwetzingen,AfD,14.9,2.24369243392721
279,BW,Pforzheim,AfD,16.3,2.82503374363296
280,BW,Calw,AfD,15,2.98680660594255
281,BW,Freiburg,AfD,7.9,2.32209046860225
282,BW,Lörrach – Müllheim,AfD,10.5,2.10721720498987
283,BW,Emmendingen – Lahr,AfD,11.5,2.34830641979352
284,BW,Offenburg,AfD,11.6,2.73266805522144
285,BW,Rottweil – Tuttlingen,AfD,14,2.31056956318207
286,BW,Schwarzwald-Baar,AfD,12.4,2.2714370759204
287,BW,Konstanz,AfD,10.3,2.49065407481976
288,BW,Waldshut,AfD,9.8,2.47890176763758
289,BW,Reutlingen,AfD,12.9,2.82170444005169
290,BW,Tübingen,AfD,10,2.88563574524596
291,BW,Ulm,AfD,11.6,2.43986808229238
292,BW,Biberach,AfD,12.5,2.49404397676699
293,BW,Bodensee,AfD,10.4,2.46297672251239
294,BW,Ravensburg,AfD,10.3,2.171931785997
295,BW,Zollernalb – Sigmaringen,AfD,13.7,2.24670267151669
296,SL,Saarbrücken,AfD,9.7,2.17620747862384
297,SL,Saarlouis,AfD,9.8,2.69879338820465
298,SL,St. Wendel,AfD,9.1,2.37332775513642
299,SL,Homburg,AfD,11.7,2.96909723826684
