owiddate,Deutschland,Afghanistan,Ägypten,Algerien,Angola,Argentinien,Aserbaidschan,Äthiopien,Australien,Bangladesch,Belarus,Belgien,Benin,Bolivien,Brasilien,Bulgarien,Burkina Faso,Burundi,Chile,China,Costa Rica,Dänemark,Dominikanische Republik,Ecuador,El Salvador,Elfenbeinküste,Finnland,Frankreich,Ghana,Griechenland,Großbritannien,Guatemala,Guinea,Haiti,Honduras,Indien,Indonesien,Irak,Iran,Israel,Italien,Japan,Jemen,Jordanien,Kambodscha,Kamerun,Kanada,Kasachstan,Kenia,Kirgisistan,Kolumbien,Kuba,Libanon,Libyen,Madagaskar,Malawi,Malaysia,Mali,Marokko,Mexiko,Mosambik,Nepal,Nicaragua,Niederlande,Niger,Nigeria,Norwegen,Österreich,Pakistan,Papua-Neuguinea,Paraguay,Peru,Philippinen,Polen,Portugal,Ruanda,Rumänien,Russland,Sambia,Saudi-Arabien,Schweden,Schweiz,Senegal,Serbien,Sierra Leone,Simbabwe,Singapur,Slowakei,Somalia,Spanien,Sri Lanka,Südafrika,Sudan,Südkorea,Südsudan,Syrien,Tadschikistan,Tansania,Thailand,Togo,Tschad,Tschechien,Tunesien,Türkei,Uganda,Ukraine,Ungarn,USA,Usbekistan,Venezuela,Vereinigte Arabische Emirate,Vietnam,NA
2022-01-20,6712,216,2860,377,4456,7409,2339,12,11117,11326,6001,7270,1333,5491,7698,2182,1360,5,3791,3324,3026,5315,2095,5217,2360,392,5800,6093,5941,6413,2014,5358,13148,22,4503,4853,4856,1266,4682,2932,10162,1221,126,3250,8112,208,8606,972,1136,1589,5352,13199,2055,1325,212,75,6555,112,1613,4705,6759,7687,5801,5483,42,1215,8349,4115,3053,41,2812,5530,6575,4453,7838,10127,870,1425,1667,4942,7144,5972,274,862,4144,857,7128,2900,198,5126,3327,1114,245,6827,209,187,4516,571,6442,611,112,4674,1757,3399,660,1548,2655,2749,118,4427,2991,11305,
2022-01-21,6399,220,2752,377,4379,7257,2061,12,11096,11174,5939,6617,1319,5341,7782,1952,1360,5,3813,3239,2821,4883,1860,4942,2181,374,6675,5560,5150,6218,1927,5252,13326,22,5129,5555,4856,1249,4666,2708,9875,1278,133,2985,8088,241,8325,996,1252,1577,5349,11970,1981,1319,212,84,6382,112,1656,4529,6073,7599,5765,4695,42,1128,7925,3905,2906,54,2628,5131,6330,4280,7741,10127,813,1537,1486,4939,7291,5568,274,826,4144,866,6821,2772,166,5042,3301,1109,264,6412,225,176,3899,571,6330,613,101,4260,1924,2962,660,1549,2641,2581,118,4427,3371,11305,
2022-01-22,6107,223,2652,377,4379,7212,2035,7,11097,9764,5877,6308,1305,5132,8436,1885,1360,5,3795,3157,2616,4597,1848,4904,2002,399,7550,5242,4359,6043,1814,5201,13504,46,4710,5379,4856,1232,4640,2546,9557,1334,139,2721,7678,241,8039,1013,1349,1578,5084,10737,1985,1313,212,90,6338,112,1700,4645,5387,7511,5729,3907,42,1114,7560,3802,2920,66,2449,4790,6086,4401,7970,10051,807,2106,1310,5599,7438,5340,274,756,4144,879,6487,2644,134,4958,3083,1113,282,6238,242,166,3282,580,6284,618,89,4079,1920,2729,660,1546,2627,2507,118,4427,3471,11305,
2022-01-23,6027,226,2660,377,4379,7165,2021,8,11130,8040,5815,6158,1290,5081,6498,1849,1360,5,3795,3116,2411,4294,1864,4756,1823,423,8059,5139,3568,5896,1750,4932,7781,71,4291,5386,4856,1215,4596,2161,9353,1391,145,2456,7356,241,7901,1015,1267,1481,4908,9902,1678,1409,212,81,6270,112,1690,5149,4701,7424,5693,3693,42,1091,7419,3700,2935,79,2270,4712,5841,4187,8461,9974,766,1931,1134,6084,7586,5224,274,687,4144,883,6217,2515,102,4873,2975,1212,301,6225,242,166,2665,589,6296,623,77,3994,1820,2591,660,1544,2613,2481,118,4427,3475,11305,
2022-01-24,5814,229,2668,377,4332,6996,2021,9,11090,5951,5661,5725,1276,3926,5110,1709,1360,5,3791,3204,2206,3816,1594,4343,1644,447,8567,4875,2777,5672,1720,4665,2030,95,3872,4972,4856,1191,4515,1825,9192,1541,152,2192,7219,241,7484,1030,1164,1432,4979,9611,1746,1479,212,78,6092,112,1549,5225,4014,7424,5657,3479,42,1020,7112,3597,2949,91,2091,4657,5539,4060,8597,9898,736,2345,958,6561,7428,4900,274,648,4144,849,6167,2339,102,4818,2675,1106,277,5885,246,166,3001,598,6260,627,77,3782,1778,2329,691,1507,2598,2467,118,4427,3382,11110,
2022-01-25,5553,246,2628,377,4284,6807,2050,8,11095,5651,5508,5152,1262,3867,5295,1539,1360,5,3848,3221,2206,3432,1705,4019,1598,471,9075,4574,2777,5078,1664,4319,1750,119,3453,5678,4856,1166,4632,1576,9006,1664,138,1928,6899,241,7729,1053,1226,1516,4867,9093,1934,1550,212,77,6473,112,1409,5652,3328,7774,5621,3265,42,950,6593,3494,2718,91,1912,4679,5107,3943,8264,10464,741,1691,722,6853,7271,4505,274,610,4144,809,6201,2163,102,4930,3054,1109,254,5778,249,166,3336,607,6137,632,77,3508,1627,2110,723,1496,2577,2383,118,4427,3509,11128,
2022-01-26,5249,263,2587,377,4236,6673,2086,7,9692,5735,5355,4760,1262,3736,5170,1387,1360,5,3787,3292,2273,3074,1875,3796,1602,471,8782,4378,2777,4484,1636,4048,1470,143,3034,4572,4856,1209,4646,1395,8817,1777,124,1638,6475,241,7389,1045,1224,1476,4729,8728,2067,1573,212,69,6202,112,1388,5432,2642,8124,5584,3051,42,936,5854,3392,2469,79,1732,4777,4751,3832,8158,11030,757,1970,671,6920,7114,4151,274,588,4144,746,6161,1987,102,4575,2925,1115,737,5828,253,166,3671,616,5949,637,77,3335,1481,1994,754,1521,2555,2302,118,4427,3863,11147,
2022-01-27,4920,258,2547,377,4188,6575,2125,6,9422,5243,5201,4319,1262,3738,5524,1253,1360,5,3432,3400,2340,2784,2122,3613,1606,471,8348,4138,2777,4140,1598,3792,1190,167,2615,4054,4856,1163,4522,1254,8616,1881,106,1612,6023,241,7172,1035,1192,1328,4562,8131,1771,1596,212,66,6007,112,1288,7804,2642,8475,5478,2837,42,922,5215,3289,2225,66,1553,5004,4160,3598,8059,11595,791,2085,714,7507,6957,3793,274,605,3666,712,6118,1811,102,4155,2998,1101,1219,5864,256,166,4006,625,5772,641,77,3134,1213,1893,786,1504,2533,2240,118,4427,3564,10482,
2022-01-28,4646,268,2507,377,4141,6497,2444,5,9267,5459,5048,3993,1262,3663,6097,1238,1360,5,3200,3423,2407,2475,2837,3420,1532,768,8159,3974,2777,3974,1566,3525,1119,191,2196,3730,4856,1117,4723,1203,8489,1983,101,1587,5629,241,6927,1002,1145,1389,4346,7554,1703,1618,212,62,5926,112,1188,7191,2642,8825,5371,2623,42,908,4974,3186,2323,54,1374,5283,4188,3482,8119,10149,836,2200,765,7589,6799,3498,274,586,3188,696,6012,1634,102,4162,2802,1085,1702,5896,260,166,4342,634,5561,646,77,3063,940,1808,818,1463,2511,2187,118,4427,3453,9817,
2022-01-29,4501,277,2458,377,3920,6448,2563,4,9165,5674,4894,3786,1262,3827,5700,1232,1360,5,3188,3425,2474,2319,3070,3320,1459,1065,8074,3891,2777,3857,1506,3407,1049,191,2196,3489,4856,1071,4810,1184,8399,2085,96,1562,5244,241,6754,953,1261,1438,4682,7268,1749,1641,212,61,5659,112,1088,6430,2265,9175,5265,2409,42,894,5067,3191,2421,41,1730,5835,4217,3253,8029,8778,854,1749,811,6510,6642,3309,274,566,2710,654,5854,1458,102,4169,3041,1062,2185,6131,263,166,4677,634,5499,646,77,3078,825,1778,849,1448,2490,2122,118,4946,3406,8560,
2022-01-30,4446,287,2410,377,3699,6377,2665,4,8996,6045,4741,3737,1262,3834,5657,1231,1360,5,3186,3279,2541,2137,3230,3296,1386,1362,7901,3868,2777,3837,1479,3509,936,191,2196,3675,4856,1095,5129,1183,8333,2187,92,1536,4906,241,6640,975,1537,1531,4525,6953,2005,1561,212,75,5431,112,1041,5670,1887,9526,5158,2328,42,909,5058,3195,2519,29,2086,6255,4246,3359,7865,7408,907,2130,785,6537,6485,3250,274,546,2233,623,5740,1282,102,4175,3283,987,2667,6160,267,166,5012,634,5444,646,77,3055,782,1772,881,1443,2468,2093,118,5466,3131,7184,
2022-01-31,4232,297,2463,377,3526,6349,2665,3,8651,6416,4433,3381,1262,4098,5161,1253,1360,5,3033,2767,2608,1893,3822,3228,1441,1659,9346,3703,2777,3814,1430,3507,851,169,2196,4325,4856,1076,5479,1171,8145,2378,87,1511,4002,241,6669,962,1899,1574,4476,6597,1959,1608,212,89,4943,112,1170,5524,1510,9876,5052,2247,42,929,4800,3199,2617,16,2442,6544,3982,3249,7677,6037,934,1888,760,6520,6331,3004,274,545,1755,634,5255,1218,102,3908,3493,1054,3192,5247,267,166,4943,634,5085,646,77,2950,721,1786,881,1431,2446,2022,530,5985,3145,5987,
2022-02-01,3876,295,2564,377,3353,6330,2760,3,8339,6274,4125,3218,1262,3656,5307,1203,1360,5,2885,2244,2709,1667,3907,3206,1365,1956,8413,3530,2777,4044,1389,3244,825,148,2196,4271,4856,1058,5613,1109,7845,2547,81,1486,3331,241,6158,942,2243,1505,4421,6038,1892,1654,212,92,4098,112,1299,5190,1132,10402,4945,2165,38,949,4457,3203,2791,31,2799,6810,3506,3073,7611,4025,933,2199,774,6581,6177,2712,274,536,1277,633,4451,1154,102,3578,3703,1022,3717,4474,307,166,4874,634,4644,646,78,2799,1005,1838,1705,1408,2262,1938,943,6504,3152,4578,
2022-02-02,3633,293,2666,377,3180,6242,2850,3,9387,5873,3817,3099,1262,3395,5402,1135,1360,5,2781,1721,2743,1487,3918,3227,1237,2253,7573,3444,2777,4209,1342,3468,704,126,2196,4271,4856,1009,5916,1100,7506,2854,75,1486,2843,241,5892,909,2561,1427,5027,5432,1875,1634,212,99,3282,112,1290,5343,755,10929,4839,2084,34,970,3922,3208,3515,46,3155,6945,3340,2888,7516,2012,913,1955,777,6646,6024,2482,274,526,799,734,3737,1090,102,3291,4217,989,3717,3711,348,166,4805,634,4370,646,78,2621,950,1878,2530,1378,2078,1843,1355,7024,2974,3059,
2022-02-03,3345,316,2767,377,2901,6010,2978,3,9102,5873,3509,2936,1262,3181,5211,1083,1360,5,2713,1241,2776,1328,3670,3266,1110,2550,7211,3324,2777,4150,1299,3381,583,105,2196,4433,4856,1048,6591,1063,7132,3158,74,1482,2630,241,5597,890,2992,1363,4768,4848,1987,1613,212,99,2809,112,1360,3178,377,11455,4595,2003,31,990,3360,3212,4338,61,3511,7077,3420,2789,7439,0,871,1867,781,6567,5870,2248,246,513,799,725,3793,1026,102,3027,4583,972,3371,3831,389,166,4736,634,4035,646,78,2441,912,1893,3354,1360,1894,1726,1768,7543,2807,2118,
2022-02-04,3127,323,2869,377,2622,5931,3042,3,8766,5873,3201,2763,1262,3119,4931,1013,1360,4,2672,893,2810,1154,3216,3313,1238,2550,9201,3182,2777,3922,1243,3320,461,83,2196,4365,4856,1088,6441,1016,6741,3426,73,1478,2374,241,5231,1020,3467,1285,4558,4493,1890,1593,212,92,2405,112,1430,3872,0,11981,4351,1922,27,1010,3114,3217,5034,76,3867,7217,3500,2599,7285,0,824,1940,822,6528,5716,1997,218,518,799,699,3759,962,102,2835,5314,845,3024,3421,429,166,4667,634,3735,646,78,2172,881,1923,4179,1353,1710,1598,2181,8062,2813,1168,
2022-02-05,3015,331,2970,377,2516,5860,3069,2,8513,5873,2893,2750,1349,3072,5014,996,1360,4,2655,695,2844,1076,3032,3296,1367,2550,9103,3105,2777,3667,1173,3272,340,62,2101,4466,4856,1127,6479,989,6356,3693,73,1474,2203,241,5039,939,3837,1224,4349,3973,1875,1572,212,80,2293,112,1500,4223,0,12508,4108,1841,24,1030,2944,2997,5767,90,3852,7117,3291,2642,7200,0,778,1964,785,6988,5563,1912,189,522,799,690,3761,898,102,2644,5802,883,2678,3030,470,166,4598,634,3705,646,71,2087,855,1934,5004,1353,1527,1584,2593,7554,2703,1574,
2022-02-06,2975,338,3072,377,2410,5843,2876,1,8399,5873,2585,2791,1436,3047,5558,990,1360,3,2654,681,2877,1015,2865,3344,1496,2550,8338,3078,2777,3483,1113,3099,219,40,2006,4028,4856,1096,6285,896,6048,3961,72,1470,2237,241,4670,857,4053,1096,4612,3762,1570,1552,201,71,2239,112,1570,4573,0,13034,3864,1740,20,1030,2918,2778,6501,105,3838,6877,3082,2429,6952,0,749,1642,820,6453,5409,1905,161,527,799,695,3808,834,102,2452,5636,921,2332,2993,562,166,4529,634,3670,646,64,2053,825,1938,5828,1345,1343,1562,3006,7045,2825,2099,
2022-02-07,2860,345,2876,377,2303,5617,3106,0,8155,5873,2704,2659,1522,2634,5521,943,1360,3,2852,1036,2911,907,2508,3482,1496,2550,5955,3097,2777,3351,1085,2942,99,40,1911,3268,5030,1066,6036,844,5652,4424,71,1501,2404,241,4378,871,4159,1128,4602,3647,1601,1447,190,62,2351,112,1508,4402,0,13560,3620,1639,17,1030,2734,2559,7383,120,3823,6779,2872,2340,6842,0,707,1389,855,5855,5226,1758,132,497,799,688,4185,797,125,2514,5853,913,1986,3702,655,166,4625,634,3699,646,56,1869,802,1959,6653,1340,1159,1499,2992,6536,2642,2640,
2022-02-08,2828,350,2681,377,2197,5397,3174,1,7893,5873,2822,2538,1609,2623,5424,931,1360,3,3036,1589,3090,854,2230,3598,1496,2550,7107,3063,2777,3309,1064,3078,4,40,1815,3295,4852,1035,5781,821,5291,4929,68,1532,2521,241,4074,873,4127,1131,4611,3501,1590,1342,179,64,2924,112,1445,4158,0,12612,3377,1537,17,1030,2501,2340,8299,113,3809,6694,3137,2236,6790,0,665,1698,866,5363,5042,1644,104,485,1230,658,4914,760,148,2313,5564,903,1640,4205,707,166,4721,634,3824,646,48,1734,497,1939,5998,1331,1119,1452,2977,6028,2542,3181,
2022-02-09,2688,355,2486,370,2091,5347,3283,1,7586,5873,2940,2672,1696,2641,5563,911,1360,2,3142,2223,3270,804,1944,3708,1496,2550,7000,3047,2777,3318,1040,2951,5,40,1720,3449,5108,1035,5392,784,4948,5262,66,1563,2727,241,3822,886,4185,1141,4053,3215,1529,1384,168,62,3550,112,1487,3846,0,11663,3133,1436,17,1030,2184,2120,8741,106,3794,6669,3083,2119,6318,0,626,1846,890,4834,4859,1558,76,473,1660,594,5679,723,171,2195,4931,893,1293,4624,759,166,4817,634,3866,646,40,1598,560,1935,5342,1323,1078,1426,2963,5519,2508,3659,
2022-02-10,2534,362,2283,363,2089,5311,3348,1,7295,5873,3059,2781,1783,2672,5780,875,1360,2,3200,2858,3450,762,1808,3809,1496,2550,6782,3014,2777,3309,1027,2743,10,40,1625,3019,5024,1035,4695,737,4658,5195,64,1490,2782,241,3647,899,4295,1203,4314,2931,1453,1426,157,57,3884,112,1530,3394,0,10715,3133,1335,17,1030,1870,1901,9123,99,3779,6551,3056,2016,6121,0,596,1976,895,4534,4676,1462,76,465,2091,628,5746,686,193,2113,4322,898,1293,4159,810,166,4913,634,3872,646,33,1459,609,1922,4687,1313,1038,1421,2949,5010,2465,4744,
2022-02-11,2392,370,2081,357,2087,5054,3433,38,7045,5873,3177,2843,1870,2549,6116,835,1360,2,3202,3456,3630,711,1714,3909,1354,2550,4183,2940,2567,3282,1021,2907,241,40,1530,3463,4898,1035,4585,728,4358,5219,62,1416,2908,241,3513,774,4384,1268,4640,2618,1592,1469,146,59,4207,112,1572,3267,0,9766,3133,1234,17,1030,1724,1682,9385,91,3765,6459,3029,1913,5807,0,557,2012,855,4313,4493,1336,76,476,2522,586,5887,650,257,2044,3591,1000,1293,3960,862,166,5010,634,3897,646,25,1290,665,1901,4032,1306,998,1407,2934,4502,2373,5315,
2022-02-12,2319,377,1878,350,2085,5016,3537,76,6935,5873,3296,3016,1870,2566,6129,822,1360,2,3202,3853,3809,686,1654,3965,1212,2793,3555,2875,2356,3241,1023,2897,471,40,1997,3157,4773,1035,4359,720,4068,5244,59,1343,3249,241,3397,890,4433,1314,4645,2323,1577,1511,135,65,4529,112,1615,3320,0,8818,3242,1133,17,1030,1746,1578,9610,84,3583,6227,3291,1822,5496,0,521,1989,892,4080,4309,1286,76,442,2952,597,6058,613,320,1975,2978,964,1293,3843,914,166,5106,634,3885,646,25,1253,704,1896,3377,1313,958,1367,2920,3859,2074,5257,
2022-02-13,2284,384,1676,343,2083,4971,3932,114,6817,5873,3414,3033,1870,2580,5747,810,1360,2,3203,4070,3989,668,1638,3991,1070,3036,3608,2863,2145,3223,1013,2858,700,40,2464,3348,4139,1035,4127,679,3899,5268,57,1270,3440,241,3480,17202,4450,1361,4334,2154,1629,1553,135,71,4754,112,1657,3195,0,7869,3351,1058,17,1030,1743,1475,9834,77,3401,6082,3553,1810,5404,0,503,2082,861,3928,4126,1286,76,408,3383,597,6241,576,383,1906,2606,929,1293,3833,914,166,5202,634,3883,646,25,1247,715,1879,2722,1314,918,1341,2906,3216,2254,4893,
2022-02-14,2204,392,1668,337,2081,4791,3706,151,6540,5873,3408,3007,1870,2555,5590,771,1360,2,3495,4269,4169,615,1601,4021,1045,3279,3422,2816,1934,3132,998,2768,930,40,2930,3521,3959,1038,3931,619,3635,5565,53,1163,3954,241,2781,17312,4562,1368,4362,2095,1430,1536,135,78,4887,112,1689,3351,0,6447,3459,984,17,1030,1626,1371,10047,70,3219,5807,3815,1713,5081,0,472,2321,829,3778,3934,1212,76,415,3813,597,6211,546,424,1572,2481,899,1293,3669,914,166,5202,634,3876,646,25,1169,733,1794,2067,1299,877,1280,2835,2572,2126,5453,
2022-02-15,2065,393,1661,330,2079,4616,4109,189,6206,5873,3402,2999,1870,2541,5372,729,1360,2,3768,4175,5210,564,1609,4142,1021,3522,2030,2754,1723,2930,1039,2715,1160,40,3397,3491,4134,1041,3648,568,3423,5779,50,1055,4904,241,2914,17641,4665,1313,4377,1911,1380,1519,135,156,4890,112,1722,3608,0,5972,3568,909,17,1030,1487,1268,9441,79,3037,5675,3808,1583,5231,0,443,1952,843,3687,3742,1139,76,357,3813,591,6012,515,464,1534,2386,915,1293,3599,914,166,5202,634,3880,646,25,1089,767,1752,2067,1279,841,1237,2764,1929,2207,6014,
2022-02-16,1907,394,1654,330,2010,4348,4578,1253,5881,5873,3396,3134,1870,2472,5108,685,1360,2,4051,4164,6251,518,1668,4322,977,3765,1880,2638,1513,2712,1039,2183,1389,40,3864,2993,3846,1044,3243,524,3229,5956,48,911,4691,241,2781,17986,4671,1442,4231,1817,1582,1502,134,147,4878,112,1754,4057,0,5498,3676,835,17,1030,1299,1164,8759,88,2856,5628,3801,1545,5101,3601,418,2427,845,3594,3549,1050,76,299,3813,573,5784,484,505,2143,2235,931,1179,3552,914,166,5202,634,3402,646,25,1017,745,1708,2067,1264,805,1195,2693,1286,2286,6746,
2022-02-17,1796,395,1654,330,1942,4169,5289,2737,5595,5873,3390,2991,1870,2458,4852,631,1360,2,4313,4091,7292,482,1653,4473,934,4009,1800,2467,1302,2531,1024,2077,1614,38,4331,3506,3966,1047,3029,485,3018,6485,45,875,4484,241,2488,18200,4222,1524,4092,1756,1586,1484,132,144,4875,112,1786,4763,0,5023,3229,761,36,1030,1104,1061,7795,97,2674,5637,3794,1507,4696,7202,396,3726,889,3448,3357,977,76,273,3813,577,5472,454,545,2155,2385,951,1064,3451,914,167,5202,634,3404,646,25,953,697,1633,2067,1241,769,1152,2623,643,2188,6976,
2022-02-18,1709,396,1654,330,1875,4089,5068,4379,5328,5873,3384,2795,1870,2377,4941,604,1360,2,4523,3991,8333,437,1581,4687,1033,4252,1680,2202,1302,2364,953,1560,1614,35,4798,2903,4109,1050,3054,457,2844,6760,41,839,4572,241,2461,18647,3606,1610,3649,1722,1511,1467,130,140,4866,112,1818,5289,0,4549,2781,686,55,1030,1041,957,6905,107,2492,5650,3611,1422,4412,10803,376,3377,933,3398,3165,883,76,246,3813,632,5204,423,545,2083,2531,900,949,3285,914,167,5202,634,3372,646,25,869,638,1514,2067,1220,733,1111,2552,0,2124,7730,
2022-02-19,1655,397,1654,330,1807,3976,4813,6721,5208,8464,3378,2602,1870,2343,5012,595,1360,2,4527,3926,9374,403,1523,4825,1131,4252,1504,2030,1302,2193,916,1698,1614,32,5278,2937,3857,1053,3124,453,2652,7035,37,802,4611,241,2364,18971,2989,1579,3393,1701,1495,1450,128,132,4897,112,1851,5601,0,4074,2983,612,74,1030,994,916,6015,116,2406,5861,3429,1358,4061,14404,368,3141,937,3287,2972,828,962,264,3273,657,4954,393,545,2011,2728,987,835,3187,914,167,5202,634,3373,646,27,861,594,1470,2067,1198,697,1083,2481,0,2318,8349,
2022-02-20,1647,398,1682,330,1740,3902,4556,8374,5162,8281,3372,2516,1870,2325,5006,623,1360,2,4525,3886,10416,376,1495,4872,1230,4252,1410,1991,1302,2140,904,1909,1614,29,5758,2665,3904,1050,3114,404,2548,7310,32,766,4533,241,2302,2845,2500,1619,3805,1651,1566,1334,126,122,4939,112,1759,6089,0,3600,3185,594,94,1030,991,875,5124,125,2321,6113,3246,1349,3594,18005,361,2960,1010,3168,2780,813,1848,282,2734,645,4644,362,545,1939,2898,963,720,3185,914,620,5202,634,3389,646,28,848,570,1444,2067,1192,661,1084,2411,0,2082,8391,
2022-02-21,1632,408,1710,297,1672,3817,4920,10484,5016,8099,3319,2564,1870,2275,4996,593,1177,2,4511,3871,11457,364,1381,5080,1211,3820,1395,1766,1302,2097,892,1882,2234,27,6238,2725,3761,1044,3088,371,2454,7432,31,730,4381,241,2088,2891,2067,1603,3634,1644,1553,1277,124,108,4885,112,1635,6110,0,3600,3387,576,113,1030,941,834,4097,134,2236,6430,3064,1326,3374,21606,356,2695,1019,3058,2710,761,2734,264,2194,632,4331,338,545,1874,2944,1016,605,3068,805,1073,5381,634,3333,646,30,812,531,1415,2067,1184,625,1074,2505,0,2170,7550,
2022-02-22,1573,417,1737,264,1605,3775,4271,12401,4857,7917,3265,2684,1870,2218,5043,570,994,2,4496,3963,11351,364,1261,5210,1193,3389,1404,1542,1302,2056,829,1814,2855,24,6718,2452,3722,1038,3222,328,2319,7224,29,694,4053,241,2080,2848,1664,1511,3510,1669,1465,1389,122,39,4857,182,1511,6343,1480,3600,3589,559,132,1018,841,794,3831,127,2150,6650,2726,1316,2554,25206,347,2417,1053,2721,2640,705,3620,300,1654,637,4138,315,545,1885,3166,1024,491,2973,695,1130,5560,634,3308,646,32,779,889,1372,1965,1175,607,1050,2599,0,2040,6832,
2022-02-23,1520,426,1765,231,1585,3744,3536,12337,4677,10777,3212,2486,1838,2163,5028,550,810,2,4457,3922,11246,357,1078,5189,1193,2958,1313,1370,1302,2019,805,2014,3475,21,7199,2409,3687,1032,3728,296,2217,7085,27,694,5218,211,1986,2802,1266,1331,3403,1626,1294,1374,122,51,4764,252,1388,6100,2960,3600,3791,541,151,1005,712,753,3564,119,2065,6724,2387,1209,2388,25206,338,1633,1108,2706,2570,653,3618,336,1114,628,3938,291,545,1060,4882,1070,491,2899,586,1186,5738,634,3725,646,34,741,923,1314,1862,996,589,1020,2693,0,1884,5913,
2022-02-24,1473,435,1793,199,1565,3617,2580,11851,4524,13637,3158,2598,1806,2177,5112,528,627,2,4425,3952,11141,354,981,5107,1193,2526,1163,1271,1302,1967,773,2394,4095,21,7679,2200,3639,1026,3548,262,2139,6990,25,914,6731,180,2002,2860,1188,1250,3130,1563,1154,1340,122,53,4600,321,1264,5709,4439,3662,3791,523,151,993,585,712,3540,112,1979,6756,2049,1119,2182,25206,327,51,1025,2620,2500,606,3616,329,574,619,3782,267,545,1121,5247,1103,491,2839,476,1243,5917,634,3728,646,35,699,905,1275,1760,819,571,986,2787,0,1921,4868,
2022-02-25,1399,444,1821,166,1546,3589,2580,10576,4335,16497,3104,2683,1774,2046,4833,489,443,2,4426,3973,11035,343,917,4774,1193,2095,905,1156,1302,1931,788,2775,4716,21,8159,2160,3405,1020,3367,244,2049,7107,25,1134,7625,150,1798,2394,1245,1184,3095,1537,1152,1218,122,56,4478,391,1140,4941,5919,3759,3791,506,151,980,543,671,3517,104,1894,6761,1886,1077,2016,21758,312,51,942,2570,2431,562,3614,312,34,584,3585,244,545,1132,5152,1207,491,2780,367,1300,6096,635,3739,646,37,649,920,1240,1658,635,553,928,2881,0,1867,4148,
2022-02-26,1367,453,1849,133,1526,3541,2580,9596,4221,16767,3051,2483,1742,1938,4572,481,260,2,4435,3973,10930,343,911,4508,1193,1663,716,1094,1195,1903,774,2799,5336,28,7238,2180,3091,1014,3202,244,1982,7223,25,1354,8088,119,1741,2022,1213,1190,3060,1480,1150,1097,122,52,4332,480,1016,4552,7399,3671,3512,488,151,967,541,657,3493,96,1843,6587,1723,1040,1879,18309,296,51,899,2540,2361,523,2726,296,149,547,3437,220,545,1143,4863,1127,491,2729,258,1357,6274,635,3731,646,37,643,865,1205,1556,573,535,911,2975,0,1705,3021,
2022-02-27,1347,462,1906,100,1506,3482,2580,8106,4161,19809,2997,2453,1710,1905,4443,445,77,2,4436,4028,10825,344,910,4327,1193,1232,519,1082,1088,1900,766,2823,5956,34,6317,2124,2985,987,2901,211,1946,7340,25,1574,8471,89,1708,1802,1252,1188,2696,1483,1153,1169,122,158,4212,568,1016,4164,8879,3582,3232,481,641,955,541,642,3469,89,1793,6421,1560,1033,2564,14860,290,51,857,2387,2291,507,1838,279,264,569,3281,196,670,1154,5125,1157,491,2723,148,961,6453,635,3720,646,37,640,840,1177,1453,551,517,898,3069,0,1653,2900,
2022-02-28,1297,429,1963,100,1487,2980,2580,6321,3944,22852,2997,2335,1677,1578,4376,456,75,2,4504,4041,10719,335,874,3546,1697,1232,482,1023,982,1896,747,2847,5376,41,5397,2027,3197,961,3012,197,1903,7492,25,1794,8990,58,2960,1640,1274,1211,2493,1476,1123,1178,122,190,4114,656,960,4272,10359,3772,2953,475,1131,916,505,627,3445,81,1743,6341,1397,998,2600,11411,279,51,1111,2423,2244,484,950,258,379,603,3198,192,795,1202,5174,1224,491,2688,148,565,6453,635,3639,646,37,614,818,1082,1351,,499,896,3069,0,1680,4409,
2022-03-01,1220,396,2020,100,1467,2473,2580,4585,3707,23051,2997,2062,1645,1233,3858,413,74,2,4554,4071,10129,319,814,2684,1612,1232,480,971,875,1814,719,2871,4795,47,4476,1793,2548,934,2855,173,1802,7802,25,2014,9111,28,2542,1249,1199,1329,2244,1370,1136,998,128,205,3901,675,904,3900,10359,3798,2674,468,1621,890,475,613,3254,100,1692,6068,1397,937,2326,7962,265,51,1129,2497,2197,452,62,242,494,634,3131,188,988,1037,4782,1291,491,2356,148,565,6453,636,3395,646,37,565,381,1012,1297,,469,865,3069,0,1809,4302,
2022-03-02,1144,363,2163,100,1467,2246,2580,4459,3495,20207,2997,1621,1645,1209,3528,380,73,2,4536,4059,9538,308,772,2357,1527,1232,456,913,769,1710,695,2896,4214,54,3555,1732,3471,908,2272,161,1710,8112,25,2234,8572,24,2415,917,1112,1448,2036,1320,1061,945,134,221,3692,694,848,3581,10359,3462,2395,461,2110,863,414,599,3040,119,1642,5898,1397,871,2122,4514,250,51,1198,2274,2150,422,62,217,609,618,3029,184,1181,1077,3076,1335,491,2251,148,540,6453,636,3177,646,37,528,307,955,1243,,440,829,3069,0,1797,4437,
2022-03-03,1111,331,2306,100,1420,2106,2580,3840,3286,17364,2997,1292,1645,887,2954,290,71,2,4530,3958,8947,288,751,2189,1441,1232,436,853,662,1678,703,3019,3633,60,2634,1722,3321,882,2302,151,1636,8261,25,2054,7610,21,2333,580,1013,1418,2036,1259,986,900,139,246,3505,713,792,3030,10359,3291,2814,455,2600,837,360,584,2855,138,1965,5748,1397,807,2061,1065,237,51,1379,2029,2103,386,62,203,724,608,2880,181,1374,859,2423,1382,491,2025,148,515,6453,636,2907,646,37,486,288,901,1189,,410,797,3069,0,1606,5094,
