date,erst,zweit,dritt,bion,moderna,astra,johnson,average,erstave,zweitave,drittave,bionave,modernaave,astraave,johnsonave
2021-01-26,50576,47589,,96718,1440,7,,94802,54438,40364,,93184,1613,5,
2021-01-27,50922,58365,,107487,1791,8,1,91487,50436,41051,,90018,1463,6,
2021-01-28,46805,45607,,90780,1629,3,,89641,47903,41738,,88341,1294,6,
2021-01-29,49810,57713,,105971,1481,71,,90413,45207,45206,,89206,1192,14,
2021-01-30,34582,53354,,87053,880,3,,90565,44370,46195,,89284,1267,14,
2021-01-31,25751,31355,,56723,378,5,,91902,44381,47521,,90594,1293,14,
2021-02-01,58240,61749,,117722,2212,55,,96060,45241,50819,,94636,1402,22,
2021-02-02,65490,67140,,129483,3126,21,,100983,47371,53612,,99317,1642,24,
2021-02-03,64546,98200,,156323,6397,26,,108620,49318,59303,,106294,2300,26,
2021-02-04,62060,72317,1,128473,5897,8,,114615,51497,63118,,111678,2910,27,
2021-02-05,69348,78050,,140920,6470,8,,120312,54288,66024,,116671,3623,18,
2021-02-06,45574,48469,,91408,2634,1,,121184,55858,65326,,117293,3873,18,
2021-02-07,28270,25238,,51171,2334,2,1,120670,56218,64452,,116500,4153,17,
2021-02-08,53027,56323,,105484,3835,30,1,119150,55474,63677,,114752,4385,14,
2021-02-09,60219,74192,1,130786,3440,186,,119405,54721,64684,,114938,4430,37,
2021-02-10,77758,77294,,142373,4289,8390,,118306,56608,61698,,112945,4128,1232,
2021-02-11,75517,68710,,120527,7308,16390,2,119713,58530,61182,,111810,4330,3572,1
2021-02-12,80230,75716,,132159,9370,14414,3,120934,60085,60849,,110558,4744,5630,1
2021-02-13,62040,45490,,90850,3262,13417,1,122861,62437,60423,,110479,4834,7547,1
2021-02-14,39582,25727,,55529,2481,7298,1,124547,64053,60493,,111101,4855,8589,1
2021-02-15,70116,55529,,104778,5320,15546,1,126874,66495,60380,,111000,5067,10806,1
2021-02-16,78343,56332,,108767,6214,19693,1,126912,69084,57828,,107855,5463,13593,1
2021-02-17,95305,56333,,122615,8058,20964,1,126424,71590,54834,,105032,6002,15389,1
2021-02-18,91496,53247,1,112500,8287,23952,5,126498,73873,52625,,103885,6142,16469,2
2021-02-19,103071,55862,,121312,10039,27581,1,126925,77136,49789,,102336,6237,18350,2
2021-02-20,76094,36210,,86474,4476,21353,1,127607,79144,48463,,101711,6411,19484,2
2021-02-21,57650,28255,,66477,3646,15781,1,130549,81725,48824,,103275,6577,20696,2
2021-02-22,98020,58281,,123482,9071,23747,1,134929,85711,49217,,105947,7113,21867,2
2021-02-23,110067,60507,,134221,7267,29085,1,140057,90243,49814,,109583,7263,23209,2
2021-02-24,117212,59345,1,131956,7663,36938,1,143617,93373,50244,,110917,7207,25491,2
2021-02-25,130480,59279,1,131867,6787,51106,,150048,98942,51106,,113684,6993,29370,1
2021-02-26,146225,67517,1,141800,8877,63066,,157878,105107,52771,,116611,6827,34439,1
2021-02-27,108168,39744,,92660,4087,51164,1,162965,109689,53275,,117495,6771,38698,1
2021-02-28,79137,24118,1,61482,3964,37808,2,165443,112758,52684,1,116781,6817,41845,1
2021-03-01,148999,49936,,130667,9711,58557,,171534,120041,51492,1,117808,6908,46818,1
2021-03-02,167615,52160,,140651,10083,69041,,178563,128262,50300,1,118726,7310,52526,1
2021-03-03,177560,70674,,158334,15169,74731,,188802,136883,51918,,122494,8383,57925,
2021-03-04,182352,63269,1,141728,14517,89377,,196782,144294,52488,,123903,9487,63392,
2021-03-05,208026,67360,1,148417,13396,113573,1,205589,153122,52466,,124848,10132,70607,1
2021-03-06,154097,48660,1,109382,8855,84521,,213424,159684,53740,1,127237,10814,75373,
2021-03-07,114341,33445,,79821,6658,61307,,219785,164713,55072,,129857,11198,78730,
2021-03-08,186365,51765,,134326,10981,92823,,225385,170051,55333,,130380,11380,83625,
2021-03-09,198025,54888,1,140466,12801,99647,,230119,174395,55723,1,130353,11768,87997,
2021-03-10,222432,67380,2,159783,12247,117783,1,236059,180805,55252,1,130560,11351,94147,
2021-03-11,224131,60903,1,147940,13745,123350,,241689,186774,54914,1,131448,11240,99001,
2021-03-12,256433,71059,,151845,17332,158315,,249133,193689,55443,1,131938,11803,105392,
2021-03-13,190831,50342,,116243,9589,115341,,254621,198937,55683,1,132918,11908,109795,
2021-03-14,134705,35683,2,88178,5522,76690,,257850,201846,56003,1,134112,11745,111993,
2021-03-15,189515,59278,,153105,12757,82931,,259373,202296,57076,1,136794,11999,110580,
2021-03-16,111152,68341,,166984,11310,1199,,248884,189886,58998,1,140583,11786,96516,
2021-03-17,124666,81109,,186967,18057,751,,236879,175919,60959,,144466,12616,79797,
2021-03-18,118234,75741,,174588,18222,1165,,223870,160791,63079,,148273,13256,62342,
2021-03-19,161224,84597,1,186216,20873,38733,,212203,147190,65013,,153183,13761,45259,
2021-03-20,167448,53361,1,135634,15349,69827,,209294,143849,65444,1,155953,14584,38757,
2021-03-21,126590,38282,,102404,9216,53252,,208506,142690,65816,,157985,15112,35408,
2021-03-22,193238,76692,2,166891,23879,79162,,211526,143222,68303,1,159955,16701,34870,
2021-03-23,217244,84340,,182133,19768,99682,1,228967,158378,70589,1,162119,17909,48939,
2021-03-24,250309,89672,,200551,33178,106250,2,248139,176327,71812,1,164060,20069,64010,
2021-03-25,252142,81316,1,186010,27718,119730,1,268066,195456,72609,1,165691,21426,80948,1
2021-03-26,286087,89020,1,200216,37351,137539,2,286535,213294,73240,1,167691,23780,95063,1
2021-03-27,219359,62465,,149779,27708,104335,2,295251,220710,74541,1,169712,25545,99993,1
2021-03-28,143439,53319,,115516,18563,62678,1,299807,223117,76689,1,171585,26881,101339,1
2021-03-29,217521,88773,,189027,25030,92237,,305001,226586,78415,,174747,27045,103207,1
2021-03-30,236970,92755,2,219038,24522,86167,,309022,229404,79617,1,180020,27724,101277,1
2021-03-31,235255,101747,1,248006,36184,52813,,308596,227253,81342,1,186799,28154,93643,1
2021-04-01,236465,91121,,239647,32521,55418,,307757,225014,82743,1,194461,28840,84455,1
2021-04-02,158017,68108,1,179830,14418,31878,,286474,206718,79755,1,191549,25564,69361,
2021-04-03,167784,64587,,174499,15847,42025,,279409,199350,80059,1,195080,23869,60459,
2021-04-04,142853,50481,,132470,10057,50807,,278920,199266,79653,1,197502,22654,58764,
2021-04-05,178047,70337,4,165319,17891,65178,,270648,193627,77019,1,194116,21634,54898,
2021-04-06,279431,94958,4,255358,32247,86786,2,277029,199693,77334,1,199304,22738,54986,
2021-04-07,572313,96518,1,542666,37126,89040,,324433,247844,76587,1,241398,22872,60162,
2021-04-08,611762,87887,3,572066,35693,91893,,377585,301458,76125,2,288887,23326,65372,
2021-04-09,544039,89142,1,491115,36752,105314,1,435736,356604,79130,2,333356,26516,75863,
2021-04-10,307901,65149,,248722,23270,101058,,455833,376621,79210,2,343959,27577,84297,
2021-04-11,213863,50437,,170617,18695,74988,,465971,386765,79204,2,349409,28811,87751,
2021-04-12,342774,76463,2,279177,29280,110781,1,490378,410298,80079,2,365674,30438,94266,1
2021-04-13,503887,73794,2,432754,27361,117568,,519420,442363,77056,1,391017,29740,98663,
2021-04-14,692951,83350,2,617553,33608,125142,,534773,459597,75175,1,401715,29237,103821,
2021-04-15,611135,70432,,535016,36268,110282,1,532189,459507,72681,1,396422,29319,106448,
2021-04-16,523531,74359,2,439093,32689,126110,,527148,456577,70569,1,388990,28739,109418,
2021-04-17,309787,56700,1,225112,22722,118654,,526210,456847,69362,1,385617,28660,111932,
2021-04-18,230797,39080,1,172265,15415,82198,,527007,459266,67740,1,385853,28192,112962,
2021-04-19,341866,61547,4,294713,32997,75706,1,524747,459136,65609,2,388072,28723,107951,
2021-04-20,499100,62917,1,382960,39310,139747,1,522509,458452,64055,2,380959,30430,111120,
2021-04-21,648967,73412,1,455452,41760,225168,,514806,452169,62635,1,357802,31594,125409,
2021-04-22,572418,67384,3,382691,43721,213393,,508840,446638,62200,2,336041,32659,140139,
2021-04-23,488197,69211,1,354110,43652,159646,1,503056,441590,61464,2,323900,34225,144930,
2021-04-24,307063,59158,,235306,49411,81504,,503018,441201,61816,2,325357,38038,139623,
2021-04-25,234157,49172,,187995,33726,61608,,504940,441681,63257,1,327604,40654,136682,
2021-04-26,359835,74111,,318629,42559,72687,71,509301,444248,65052,1,331020,42020,136250,10
2021-04-27,694980,91606,4,677661,51579,56797,553,541383,472231,69151,1,373121,43773,124400,89
2021-04-28,998053,126382,1,1009247,60769,53587,833,598819,522100,76718,1,452234,46488,99889,208
2021-04-29,814786,132795,2,825398,64013,57259,913,642788,556724,86062,1,515478,49387,77584,339
2021-04-30,668671,136368,1,679401,57361,67377,901,678164,582506,95656,1,561948,51345,64403,467
2021-05-01,262949,73778,5,253097,41549,39466,2620,673951,576204,97745,2,564490,50222,58397,842
2021-05-02,199666,65660,1,195806,37561,30151,1809,671379,571277,100100,2,565606,50770,53903,1100
2021-05-03,337824,115021,2,318667,70695,61805,1680,674079,568133,105944,2,565611,54790,52349,1330
2021-05-04,685090,158913,1,627077,63576,150295,3056,682281,566720,115560,2,558385,56503,65706,1687
2021-05-05,920348,228125,1,852244,79063,212570,4597,685715,555619,130094,2,535956,59117,88418,2225
2021-05-06,772865,219559,3,693905,92278,201618,4626,692122,549630,142489,2,517171,63155,109040,2756
2021-05-07,658316,234155,4,588635,86778,212565,4497,704612,548151,156459,2,504204,67357,129781,3269
2021-05-08,273842,152602,2,268042,71965,84713,1726,717429,549707,167719,2,506339,71702,136245,3142
2021-05-09,184972,101570,,194130,56633,34711,1068,720459,547608,172849,2,506100,74427,136897,3036
2021-05-10,400397,190055,4,373945,81924,130696,3891,740118,556547,183568,2,513997,76031,146738,3352
2021-05-11,802606,284387,1,826777,80065,176376,3776,774831,573335,201493,2,542525,78387,150464,3454
2021-05-12,1056250,361281,2,1094409,91848,225442,5834,813268,592750,220516,2,577120,80213,152303,3631
2021-05-13,271321,158317,1,315624,66800,44557,2658,732869,521101,211767,2,523080,76573,129866,3350
2021-05-14,534761,222778,1,546078,64980,138637,7845,713593,503450,210141,2,517001,73459,119305,3828
2021-05-15,239375,161433,2,279467,60590,56470,4283,709931,498526,211403,2,518633,71834,115270,4194
2021-05-16,165508,116993,,200025,52794,24953,4729,709353,495745,213606,2,519475,71286,113876,4717
2021-05-17,359921,196333,2,339031,85773,121556,9896,704468,489963,214503,1,514487,71836,112570,5574
2021-05-18,525984,346934,3,590261,101214,173587,7859,673886,450446,223438,2,480699,74857,112172,6158
2021-05-19,576474,522239,2,804574,100319,181532,12290,628340,381906,246432,2,439294,76067,105899,7080
2021-05-20,467005,482095,2,684733,96613,156658,11098,702549,409861,292686,2,492024,80326,121913,8286
2021-05-21,418389,433503,2,596599,85810,157465,12020,716028,393237,322790,2,499241,83302,124603,8882
2021-05-22,229453,244836,3,306540,69598,83863,14291,726526,391819,334705,2,503109,84589,128516,10312
2021-05-23,133808,151595,2,193130,59477,23928,8870,726941,387291,339648,2,502124,85543,128370,10903
2021-05-24,149296,176928,4,235937,61566,20671,8054,694080,357201,336876,3,487396,82085,113958,10640
2021-05-25,297492,358661,3,446910,79869,104121,25256,663113,324560,338551,3,466918,79036,104034,13126
2021-05-26,548212,632165,4,885503,82456,134105,78317,674780,320522,354255,3,478479,76484,97259,22558
2021-05-27,485674,556055,3,739540,89273,131712,81207,688013,323189,364820,3,486308,75436,93695,32574
2021-05-28,440664,464203,1,604009,86309,130615,83935,695580,326371,369206,3,487367,75507,89859,42847
2021-05-29,179925,230967,5,262413,62658,58016,27810,686524,319296,367225,3,481063,74515,86167,44778
2021-05-30,108927,174960,,197391,47068,28394,11034,686307,315741,370563,3,481672,72743,86805,45088
2021-05-31,221218,326311,,367682,67573,69756,42518,717921,326016,391903,2,500493,73601,93817,50011
2021-06-01,484979,504340,2,734108,79921,90669,84623,765516,352800,412714,2,541521,73608,91895,58492
2021-06-02,622113,627415,,989584,72689,82359,104896,775395,363357,412036,2,556390,72213,84503,62289
2021-06-03,283951,359526,,475460,64437,50287,53293,718501,334540,383960,1,518664,68665,72871,58301
2021-06-04,368931,442886,1,586194,71354,77026,77244,705208,324292,380915,1,516119,66529,65215,57345
2021-06-05,127081,286158,,271303,67042,44272,30622,705543,316743,388799,,517389,67155,63252,57747
2021-06-06,77857,214681,,205960,41052,27277,18249,706779,312304,394474,,518613,66295,63092,58778
2021-06-07,248012,366905,,402581,85212,72626,54498,716405,316132,400273,,523599,68815,63502,60489
2021-06-08,413161,644299,6,850498,75532,63025,68411,726140,305872,420267,1,540226,68188,59553,58173
2021-06-09,547645,879476,5,1179741,87404,64113,95868,751512,295234,456276,2,567391,70290,56947,56884
2021-06-10,495609,698317,1,959651,89876,55858,88542,830147,325471,504675,2,636561,73925,57742,61919
2021-06-11,464260,601469,1,810632,89119,69180,96799,866420,339089,527329,2,668624,76462,56622,64713
2021-06-12,159616,276630,,285335,72199,43467,35245,869707,343737,525968,2,670628,77199,56507,65373
2021-06-13,78656,204324,,179813,63550,25824,13793,868342,343851,524489,2,666893,80413,56299,64737
2021-06-14,270741,385512,1,432105,101413,67497,55239,874247,347098,527147,2,671111,82728,55566,64842
2021-06-15,409289,640766,,801514,104752,84684,59105,873188,346545,526642,1,664113,86902,58660,63513
2021-06-16,544832,839940,,1105047,106635,96788,76302,867138,346143,520994,,653442,89649,63328,60718
2021-06-17,470022,679419,,885227,103710,92217,68287,860783,342488,518294,,642810,91625,68522,57824
2021-06-18,416108,578340,5,734583,94552,96454,68864,850600,335609,514990,1,631946,92402,72419,53834
2021-06-19,141159,286564,1,273190,82425,50958,21151,849383,332972,516409,1,630211,93862,73489,51820
2021-06-20,80850,214275,,178996,71455,31859,12815,851118,333286,517831,1,630095,94992,74351,51680
2021-06-21,246920,385185,,412346,97760,85623,36376,847668,329883,517784,1,627272,94470,76940,48986
2021-06-22,412689,667090,5,846658,96016,102802,34308,851915,330369,521545,2,633721,93222,79529,45443
2021-06-23,525753,811968,2,1090945,96301,115726,34751,845194,327643,517549,2,631706,91746,82234,39507
2021-06-24,531909,505965,,799058,87467,110854,40495,829255,336484,492770,2,619397,89425,84897,35537
2021-06-25,422912,499797,5,695648,76649,109987,40430,819007,337456,481549,2,613834,86868,86830,31475
2021-06-26,150602,259810,4,255445,69105,72603,13263,816534,338805,477727,2,611299,84965,89922,30348
2021-06-27,94174,197868,2,172979,58155,56789,4121,816094,340708,475383,3,610440,83065,93483,29106
2021-06-28,269353,360672,1,401549,90093,113894,24490,815797,343913,471881,3,608897,81969,97522,27408
2021-06-29,414016,521266,,686791,93058,132823,22610,795154,344103,451049,2,586059,81547,101811,25737
2021-06-30,476766,548551,5,771552,94197,136699,22874,750525,337105,413418,2,540432,81246,104807,24040
2021-07-01,477784,506967,4,745515,83576,132884,22780,742937,329372,413562,3,532783,80690,107954,21510
2021-07-02,404074,444697,1,652210,95016,79307,22239,732374,326681,405690,2,526577,83314,103571,18911
2021-07-03,165094,212880,5,256217,79372,27169,15221,727740,328752,398986,3,526688,84781,97081,19191
2021-07-04,102263,171261,5,181878,68188,14541,8922,725095,329907,395185,3,527959,86214,91045,19877
2021-07-05,212777,324957,8,388610,94659,39594,14879,711912,321825,390083,4,526110,86867,80431,18504
2021-07-06,288248,492402,4,620148,99369,45368,15769,689822,303858,385959,5,516590,87768,67937,17526
2021-07-07,345206,653606,7,832284,96018,51373,19144,686036,285064,400967,5,525266,88028,55748,16993
2021-07-08,284600,566018,8,686855,101584,42709,19478,666874,257466,409403,5,516886,90601,42866,16522
2021-07-09,241765,518119,8,596938,99013,43286,20655,654177,234279,419892,6,508990,91172,37720,16295
2021-07-10,106309,237703,5,228837,84269,21129,9782,649326,225881,423438,6,505079,91871,36857,15518
2021-07-11,69867,158366,2,146019,63635,10283,8298,642855,221253,421596,6,499956,91221,36249,15429
2021-07-12,166664,303158,8,351979,79700,24037,14114,633153,214666,418482,6,494723,89084,34026,15320
2021-07-13,201439,562593,12,631306,78043,34713,19982,630780,202264,428509,7,496317,86037,32504,15922
2021-07-14,228073,749497,7,835190,72174,47158,23055,627746,185531,442208,7,496732,82631,31902,16481
2021-07-15,195121,574371,6,637051,71229,38590,22628,616156,172748,443401,7,489617,78295,31314,16931
2021-07-16,174923,486808,12,542953,64551,31999,22240,602135,163199,438928,7,481905,73372,29701,17157
2021-07-17,90225,182059,5,174812,63237,15662,18578,591888,160902,430979,7,474187,70367,28920,18414
2021-07-18,71663,128670,3,136019,41608,11456,11253,587902,161158,426737,8,472759,67220,29088,18836
2021-07-19,106867,275822,8,297896,50730,19803,14268,575455,152616,422831,8,465032,63082,28483,18858
2021-07-20,141855,467493,22,524447,48622,21951,14350,553359,144104,409246,9,449767,58879,26660,18053
2021-07-21,170135,587275,2,674549,46184,22792,13887,521906,135827,386071,8,426818,55166,23179,16743
2021-07-22,136154,487085,14,547261,43501,18875,13616,501014,127403,373602,9,413991,51205,20363,15456
2021-07-23,133029,438669,18,492454,42359,18569,18334,488153,121418,366725,10,406777,48034,18444,14898
2021-07-24,65313,146173,15,154258,37522,7741,11980,479469,117859,361598,12,403841,44361,17312,13955
2021-07-25,38297,86288,5,83934,31481,3278,5897,468648,113093,355544,12,396400,42914,16144,13190
2021-07-26,83590,255531,9,275671,39953,12400,11106,462425,109768,352645,12,393225,41375,15087,12739
2021-07-27,112084,442383,48,479325,42302,19919,12969,454588,105515,349058,16,386779,40472,14796,12541
2021-07-28,136979,554232,116,607140,47021,23361,13805,445147,100778,344337,32,377149,40591,14878,12530
2021-07-29,120724,457717,106,500395,43540,19842,14770,438761,98574,340142,45,370454,40597,15016,12694
2021-07-30,111210,386485,158,419232,45346,17168,16107,428209,95457,332687,65,359994,41024,14816,12376
2021-07-31,60351,134826,151,140905,35916,6015,12492,425899,94748,331066,85,358086,40794,14569,12449
2021-08-01,36848,80245,169,83951,25120,2315,5876,424852,94541,330203,108,358088,39885,14431,12446
2021-08-02,70598,223162,99,239983,33475,9120,11281,418384,92685,325579,121,352990,38960,13963,12471
2021-08-03,90805,371727,134,399019,38501,11941,13205,405263,89645,315485,133,341518,38417,12823,12505
2021-08-04,111149,461559,192,512332,36505,11266,12797,388345,85955,302246,144,327974,36915,11095,12361
2021-08-05,100769,417041,167,455680,39851,7989,14457,379692,83104,296435,153,321586,36388,9402,12316
2021-08-06,96980,344267,214,382946,35925,7323,15267,371636,81071,290404,161,316402,35042,7996,12196
2021-08-07,54511,130762,164,138975,31913,1543,13006,370223,80237,289823,163,316127,34470,7357,12270
2021-08-08,27759,88365,141,89537,21813,919,3996,370081,78939,290983,159,316925,33998,7157,12001
2021-08-09,60876,233723,229,238892,41618,5334,8984,370219,77550,292492,177,316769,35161,6616,11673
2021-08-10,86140,344020,149,368378,42734,7870,11327,365597,76883,288534,179,312391,35766,6035,11405
2021-08-11,120596,421810,267,469995,47229,9698,15751,361279,78233,282855,190,306343,37298,5811,11827
2021-08-12,119389,352854,224,408310,38458,6976,18723,354777,80893,273686,198,299576,37099,5666,12436
2021-08-13,115383,307795,289,356114,41186,6523,19644,352207,83522,268476,209,295743,37850,5552,13062
2021-08-14,67035,128338,265,146303,32344,1370,15621,353664,85311,268129,223,296790,37912,5527,13435
2021-08-15,38504,79596,180,89260,20828,685,7507,353952,86846,266877,229,296750,37771,5494,13937
2021-08-16,82606,182504,225,215685,33154,2836,13660,349738,89950,259560,228,293435,36562,5137,14605
2021-08-17,113490,247542,228,310439,29705,5786,15330,339874,93858,245777,240,285158,34701,4839,15177
2021-08-18,136264,285401,280,367348,30344,6055,18198,322627,96096,226290,242,270494,32288,4319,15526
2021-08-19,120485,213112,315,284928,26327,4543,18114,302834,96252,206327,255,252868,30555,3971,15439
2021-08-20,131618,209461,419,290950,23879,5173,21496,291124,98572,192279,273,243559,28083,3778,15704
2021-08-21,72809,82622,365,119927,21038,725,14106,285432,99397,185748,287,239791,26468,3686,15487
2021-08-22,39822,53671,343,72117,15501,278,5940,281940,99585,182045,311,237342,25707,3628,15263
2021-08-23,91316,140695,323,185973,29126,3623,13612,277226,100829,176072,325,233097,25131,3740,15257
2021-08-24,120973,175538,462,251035,25835,3874,16229,268042,101898,165786,358,224611,24579,3467,15385
2021-08-25,140404,200176,509,294352,24889,3751,18097,256491,102490,153611,391,214183,23799,3138,15371
2021-08-26,132655,166352,542,256168,22139,3141,18101,251582,104228,146931,423,210075,23201,2938,15369
2021-08-27,113099,137589,1128,208445,22374,2497,18500,238770,101583,136663,525,198288,22986,2556,14941
2021-08-28,69923,65873,789,106010,15312,526,14737,236026,101170,134271,585,196300,22168,2527,15031
2021-08-29,37143,47032,772,69961,8411,155,6420,234756,100788,133322,646,195992,21155,2510,15099
2021-08-30,84193,105170,2089,159644,17098,1887,12823,228916,99770,128247,899,192231,19437,2262,14987
2021-08-31,110387,128114,3568,210869,15763,1661,13776,221072,98258,121472,1342,186493,17998,1945,14636
2021-09-01,121657,151148,15453,256889,14616,2413,14340,213525,95580,114468,3477,181141,16530,1754,14100
2021-09-02,111831,127153,17166,227325,12771,1941,14113,207325,92605,108868,5852,177020,15192,1583,13530
2021-09-03,104787,120539,16172,213888,11042,1785,14783,205851,91417,106433,8001,177798,13573,1481,12999
2021-09-04,47864,54595,4567,88695,8376,330,9625,201629,88266,104822,8541,175324,12582,1453,12269
2021-09-05,28211,32784,3314,53314,5643,180,5172,198680,86990,102786,8904,172946,12187,1457,12090
2021-09-06,63489,75233,14810,133588,9415,1836,8693,193263,84032,98509,10721,169224,11089,1449,11500
2021-09-07,91531,107526,22482,199863,9085,1958,10633,190330,81339,95568,13423,167652,10135,1492,11051
2021-09-08,103785,128352,26159,233115,11950,1295,11936,186050,78785,92312,14953,164255,9755,1332,10708
2021-09-09,102463,122650,27608,227593,11132,1150,12846,185560,77447,91668,16445,164294,9520,1219,10527
2021-09-10,87905,115314,20905,195950,12093,1302,14779,183078,75035,90922,17121,161731,9671,1150,10526
2021-09-11,41272,59112,5787,87803,8425,143,9800,182956,74094,91567,17295,161604,9678,1123,10551
2021-09-12,22788,35725,4449,53009,5107,77,4769,182764,73319,91987,17457,161560,9601,1109,10494
2021-09-13,47983,60792,13179,108127,5248,813,7766,178252,71104,89924,17224,157923,9006,963,10361
2021-09-14,80709,95948,27472,186600,6315,1809,9405,175765,69558,88270,17937,156028,8610,941,10186
