datum,covid,beatmet,belegt,frei,notfall,gesamt,andere,nichtbeatmet,neuaufnahmen,gestorben,neuave,gestave
2021-04-29,5019,2921,21208,2750,10016,23958,16189,2098,471,119,446,133
2021-04-30,5011,2917,21265,2693,10051,23958,16254,2094,519,178,445,134
2021-05-01,4998,2925,20841,2885,10040,23726,15843,2073,510,152,464,138
2021-05-02,5018,2950,20526,3120,10081,23646,15508,2068,198,71,448,134
2021-05-03,4997,2939,20667,3143,10049,23810,15670,2058,418,126,436,131
2021-05-04,4945,2929,21001,2834,10070,23835,16056,2016,491,122,443,128
2021-05-05,4829,2880,21124,2708,10079,23832,16295,1949,457,151,438,131
2021-05-06,4756,2836,20948,2838,10074,23786,16192,1920,434,130,432,133
2021-05-07,4662,2818,20951,2756,10084,23707,16289,1844,429,110,420,123
2021-05-08,4596,2797,20506,3032,10163,23538,15910,1799,342,105,396,116
2021-05-09,4569,2797,20146,3299,10159,23445,15577,1772,217,80,398,118
2021-05-10,4571,2747,20510,3058,10138,23568,15939,1824,442,151,402,121
2021-05-11,4449,2716,20820,2813,10116,23633,16371,1733,296,136,374,123
2021-05-12,4361,2678,20905,2771,10092,23676,16544,1683,345,88,358,114
2021-05-13,4244,2653,20513,2996,10112,23509,16269,1591,227,74,328,106
2021-05-14,4172,2635,20085,3357,10110,23442,15913,1537,281,96,307,104
2021-05-15,4084,2590,20045,3307,10150,23352,15961,1494,215,89,289,102
2021-05-16,4054,2526,19774,3499,10182,23273,15720,1528,255,62,294,99
2021-05-17,4002,2492,20008,3434,10150,23442,16006,1510,233,111,265,94
2021-05-18,3864,2434,20449,3057,10141,23506,16585,1430,360,110,274,90
2021-05-19,3693,2354,20527,2957,10100,23484,16834,1339,92,70,238,87
2021-05-20,3579,2279,20462,3001,10145,23463,16883,1300,354,110,256,93
2021-05-21,3460,2196,20359,3033,10119,23392,16899,1264,376,94,269,92
2021-05-22,3344,2117,20010,3251,10164,23261,16666,1227,331,86,286,92
2021-05-23,3291,2079,19484,3686,10188,23170,16193,1212,129,66,268,92
2021-05-24,3222,2035,19346,3808,10214,23154,16124,1187,198,71,263,87
2021-05-25,3165,1984,19591,3701,10188,23292,16426,1181,44,63,218,80
2021-05-26,2990,1894,20041,3315,10171,23356,17051,1096,181,97,230,84
2021-05-27,2826,1831,19999,3329,10182,23328,17173,995,116,65,196,77
2021-05-28,2696,1737,19825,3436,10169,23261,17129,959,172,73,167,74
2021-05-29,2589,1691,19480,3634,10209,23114,16891,898,109,47,136,69
2021-05-30,2512,1656,19133,3894,10209,23027,16621,856,59,37,126,65
2021-05-31,2446,1576,19371,3817,10203,23188,16925,870,205,82,127,66
2021-06-01,2285,1476,19897,3531,10161,23428,17612,809,98,63,134,66
2021-06-02,2144,1386,19908,3382,10172,23290,17764,758,75,69,119,62
2021-06-03,2029,1325,19736,3503,10175,23239,17707,704,274,68,142,63
2021-06-04,1962,1295,19516,3680,10171,23196,17554,667,82,8,129,53
2021-06-05,1889,1236,19360,3731,10239,23091,17471,653,362,119,165,64
2021-06-06,1846,1194,19040,3972,10235,23012,17194,652,66,29,166,63
2021-06-07,1789,1147,19178,3988,10176,23166,17389,642,167,30,161,55
2021-06-08,1693,1097,19721,3536,10133,23257,18028,596,147,54,168,54
2021-06-09,1591,1042,19877,3449,10095,23326,18286,549,156,41,179,50
2021-06-10,1499,1000,19819,3480,10140,23299,18320,499,327,52,187,48
2021-06-11,1413,948,19728,3509,10174,23237,18315,465,60,26,184,50
2021-06-12,1336,914,19498,3624,10228,23122,18162,422,36,21,137,36
2021-06-13,1329,919,19043,3929,10260,22972,17714,410,26,17,131,34
2021-06-14,1273,867,19288,3894,10239,23182,18015,406,132,52,126,38
2021-06-15,1202,825,19676,3609,10221,23285,18474,377,80,28,117,34
2021-06-16,1130,784,19735,3538,10221,23273,18605,346,61,27,103,32
2021-06-17,1065,747,19680,3568,10243,23248,18615,318,47,26,63,28
2021-06-18,1006,705,19738,3480,10224,23218,18732,301,28,8,59,26
2021-06-19,961,662,19404,3689,10212,23093,18443,299,48,29,60,27
2021-06-20,927,636,18967,4003,10255,22970,18040,291,55,1,64,24
2021-06-21,885,611,19268,3834,10236,23102,18383,274,0,35,46,22
2021-06-22,845,599,19735,3441,10209,23176,18890,246,61,17,43,20
2021-06-23,807,583,19846,3365,10251,23211,19039,224,2473,405,387,74
2021-06-24,776,554,19736,3461,10279,23197,18960,222,84,39,393,76
2021-06-25,731,520,19689,3458,10292,23147,18958,211,151,58,410,83
2021-06-26,712,492,19238,3693,10343,22931,18526,220,76,16,414,82
2021-06-27,701,483,18893,3969,10374,22862,18192,218,46,27,413,85
2021-06-28,683,487,19075,3986,10340,23061,18392,196,100,21,427,83
2021-06-29,660,455,19542,3622,10315,23164,18882,205,44,16,425,83
2021-06-30,611,428,19589,3566,10315,23155,18978,183,40,18,77,28
2021-07-01,588,412,19407,3706,10349,23113,18819,176,164,51,89,30
2021-07-02,563,387,19284,3619,10312,22903,18721,176,0,75,67,32
2021-07-03,546,367,18878,3855,10337,22733,18332,179,45,1,63,30
2021-07-04,545,360,18570,4082,10360,22652,18025,185,12,6,58,27
2021-07-05,524,355,18750,4137,10354,22887,18226,169,155,47,66,31
2021-07-06,506,329,19242,3754,10317,22996,18736,177,0,0,59,28
2021-07-07,482,303,19366,3638,10311,23004,18884,179,16,3,56,26
2021-07-08,467,299,19285,3725,10317,23010,18818,168,17,9,35,20
2021-07-09,450,293,19268,3612,10320,22880,18818,157,0,0,35,9
2021-07-10,433,283,18814,3863,10334,22677,18381,150,0,0,29,9
2021-07-11,430,268,18405,4144,10353,22549,17975,162,0,0,27,8
2021-07-12,433,278,18599,4205,10313,22804,18166,155,110,42,20,8
2021-07-13,404,265,19156,3667,10290,22823,18752,139,0,0,20,8
2021-07-14,394,260,19260,3586,10288,22846,18866,134,28,61,22,16
2021-07-15,393,254,19253,3558,10262,22811,18860,139,538,51,97,22
2021-07-16,376,240,19090,3532,10284,22622,18714,136,0,0,97,22
2021-07-17,369,232,18777,3716,10342,22493,18408,137,10,3,98,22
2021-07-18,369,236,18372,4054,10358,22426,18003,133,15,3,100,23
2021-07-19,363,227,18575,4099,10328,22674,18212,136,27,3,88,17
2021-07-20,357,214,19100,3628,10286,22728,18743,143,0,0,88,17
2021-07-21,353,207,19138,3550,10235,22688,18785,146,0,0,84,9
2021-07-22,350,199,19021,3655,10212,22676,18671,151,127,0,26,1
2021-07-23,353,198,19031,3553,10205,22584,18678,155,0,0,26,1
2021-07-24,351,193,18751,3731,10262,22482,18400,158,166,53,48,8
2021-07-25,367,197,18363,4007,10274,22370,17996,170,0,0,46,8
2021-07-26,365,194,18584,3999,10277,22583,18219,171,148,53,63,15
2021-07-27,367,199,19011,3665,10235,22676,18644,168,12,0,65,15
