land,country,name,id,nuts,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-04,2021-01-10,2021-01-17,2021-01-24
Deutschland,Germany,Mecklenburg-Vorpommern,DE,DE8,17,17,8,3,3,3,3,2,1,1,2,1,1,1,0,0,3,5,6,6,3,2,2,4,6,7,11,18,30,53,70,91,96,91,95,99,144,190,177,176,231,259,229
Deutschland,Germany,Niedersachsen,DE,DE9,39,56,41,22,15,12,9,10,11,12,11,9,8,5,3,4,6,7,10,11,14,17,15,16,21,25,29,43,65,109,153,189,217,215,193,173,185,225,218,191,217,227,197
Deutschland,Germany,Nordrhein-Westfalen,DE,DEA,57,79,60,34,21,16,14,12,9,7,8,16,20,15,11,11,15,21,26,30,17,22,30,22,30,37,47,70,113,195,275,327,352,339,315,300,325,372,340,263,272,274,227
Deutschland,Germany,Rheinland-Pfalz,DE,DEB,47,61,42,22,15,9,8,6,5,5,4,3,4,4,5,6,6,7,12,18,20,20,18,17,18,21,26,42,71,132,186,231,286,295,267,257,320,364,308,253,270,259,215
Deutschland,Germany,Bremen,DE,DE5,58,32,33,42,43,38,47,39,31,33,23,16,9,4,4,7,10,10,9,11,15,22,24,21,24,40,66,107,150,223,319,376,348,301,266,227,240,261,223,170,165,169,159
Deutschland,Germany,Bayern,DE,DE2,118,162,106,51,35,21,17,14,11,8,4,4,6,7,7,8,10,11,11,18,27,31,33,38,43,40,35,49,90,168,231,308,370,376,374,373,395,444,410,339,335,312,253
Deutschland,Germany,Berlin,DE,DE3,47,65,45,24,21,15,11,11,11,11,14,25,23,14,12,9,11,15,21,27,27,26,28,31,41,56,79,124,178,248,290,340,432,462,442,405,402,438,402,315,351,371,271
Deutschland,Germany,Brandenburg,DE,DE4,54,52,42,28,23,14,9,5,4,3,4,4,3,3,1,1,3,4,4,6,7,6,6,6,6,9,15,29,47,78,120,153,182,202,233,274,332,427,412,386,545,616,507
Deutschland,Germany,Hamburg,DE,DE6,71,103,66,31,25,24,21,6,3,3,3,3,3,3,1,1,6,12,22,25,20,21,23,33,41,50,63,71,95,163,222,287,332,299,242,225,264,307,314,280,297,282,215
Griechenland,Greece,Attika,EL,EL30,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,2,2,1,1,1,1,1,1,2,3,4,4,12,23,28,30,30,43,62,70,65,62,72,83,114,168,211,198,147,119,108,93,80,83,94,88,82
Griechenland,Greece,Südliche Ägäis,EL,EL42,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,1,3,5,4,4,5,5,15,38,57,51,36,32,36,43,40,43,50,60,66,69,66,65,59,41,32,22,16,25,27,20,19
Griechenland,Greece,Kreta,EL,EL43,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,0,0,1,1,2,3,3,6,14,21,22,27,28,23,17,12,13,17,26,38,74,99,96,85,69,49,29,15,9,24,34,24
Griechenland,Greece,Ostmakedonien und Thrakien,EL,EL51,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,2,2,3,9,15,27,24,15,18,9,4,9,26,30,17,13,9,5,1,-1,6,9,16,49,246,503,568,523,423,401,401,296,199,155,135,85,57
Griechenland,Greece,Nördliche Ägäis,EL,EL41,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,1,2,1,1,1,0,2,2,2,2,4,4,10,18,32,49,36,49,173,156,38,34,34,43,94,153,189,210,173,167,151,109,89,62,66,65,45
Griechenland,Greece,Mittelgriechenland,EL,EL64,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,1,2,1,0,0,2,2,1,2,4,8,9,6,9,18,-4,-6,15,20,30,33,28,53,105,112,89,97,96,67,45,46,72,81,73
Griechenland,Greece,Peloponnes,EL,EL65,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,1,1,1,1,1,0,0,1,1,0,1,6,10,7,5,8,7,6,12,15,18,21,27,50,89,100,77,60,57,54,49,38,37,51,53,50
Griechenland,Greece,Epirus,EL,EL54,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,1,3,4,2,1,1,0,0,4,7,7,11,13,14,18,26,31,59,70,111,169,147,122,106,86,72,51,32,21,20,20,16,28
Griechenland,Greece,Thessalien,EL,EL61,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,3,11,10,3,2,0,0,2,2,1,2,2,15,24,20,14,9,14,26,32,31,26,28,60,145,279,446,552,482,383,315,244,170,102,97,90,78
Griechenland,Greece,Zentralmakedonien,EL,EL52,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,1,1,2,6,7,5,8,28,50,45,33,29,37,32,17,20,25,47,115,299,578,762,781,670,536,407,273,182,132,115,94,72
Griechenland,Greece,Westmakedonien,EL,EL53,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,-1,-1,1,3,0,6,9,9,7,1,2,9,16,27,36,30,34,43,45,45,93,169,173,162,220,345,445,403,362,360,310,210,155,148,118,95
Griechenland,Greece,Ionische Inseln,EL,EL62,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,0,0,3,12,12,10,16,8,35,53,31,26,30,26,27,40,35,31,36,46,71,88,84,62,39,19,14,21,20,17,10,10
Griechenland,Greece,Westgriechenland,EL,EL63,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,0,0,0,0,0,0,0,1,1,0,2,2,2,5,6,4,4,4,11,15,16,24,25,25,39,65,93,122,133,99,72,60,42,40,46,49,53
Ungarn,Hungary,Fejér,HU,HU211,keine Daten,keine Daten,38,35,31,17,12,7,3,1,1,0,0,1,0,0,0,0,0,3,5,11,42,87,104,99,86,91,118,169,299,437,450,503,593,605,594,508,332,270,373,334,233
Ungarn,Hungary,Komárom-Esztergom,HU,HU212,keine Daten,keine Daten,11,24,33,27,17,23,23,15,11,5,2,2,0,1,1,1,1,1,1,10,24,52,103,110,96,107,138,201,249,396,665,741,766,820,713,615,400,217,282,294,219
Ungarn,Hungary,Vas,HU,HU222,keine Daten,keine Daten,2,0,0,0,1,1,0,0,0,0,0,0,0,1,2,4,6,6,2,4,17,39,102,146,131,168,271,456,523,508,799,966,989,1021,846,625,355,219,267,233,170
Ungarn,Hungary,Zala,HU,HU223,keine Daten,keine Daten,12,24,36,29,32,27,11,4,2,1,0,0,0,0,1,1,0,5,5,6,25,42,52,69,70,106,180,291,407,522,600,641,772,870,780,618,385,269,326,169,209
Ungarn,Hungary,Veszprém,HU,HU213,keine Daten,keine Daten,11,6,3,2,1,1,1,1,-1,-1,0,0,0,1,1,3,19,21,8,16,35,60,85,85,86,126,170,333,449,605,846,779,819,933,792,620,406,276,361,327,208
Ungarn,Hungary,Gyor-Moson-Sopron,HU,HU221,keine Daten,keine Daten,9,3,1,1,1,0,0,0,0,0,0,0,1,0,2,3,1,1,3,12,31,77,134,173,182,249,299,333,519,946,1143,844,747,776,614,421,271,209,229,217,142
Ungarn,Hungary,Hajdú-Bihar,HU,HU321,keine Daten,keine Daten,1,1,0,0,0,0,0,0,0,0,-1,-1,1,1,4,5,6,7,8,22,42,61,88,98,115,163,188,239,382,546,620,666,795,861,738,696,435,210,285,219,153
Ungarn,Hungary,Jász-Nagykun-Szolnok,HU,HU322,keine Daten,keine Daten,3,2,1,0,1,1,-2,-2,0,1,0,-1,-1,1,2,1,1,2,2,5,14,44,78,110,114,129,145,226,434,577,588,502,689,886,787,644,430,293,276,227,152
Ungarn,Hungary,Szabolcs-Szatmár-Bereg,HU,HU323,keine Daten,keine Daten,3,1,1,0,0,-1,-1,1,1,1,1,1,0,0,0,0,2,8,13,15,32,51,91,106,96,157,212,284,383,496,646,581,575,654,519,408,286,194,213,183,132
Ungarn,Hungary,Bács-Kiskun,HU,HU331,keine Daten,keine Daten,1,0,0,0,0,0,0,0,-1,-1,0,0,1,2,1,0,2,3,2,6,20,38,50,59,54,67,100,167,328,514,598,612,768,778,565,466,347,263,283,243,173
Ungarn,Hungary,Békés,HU,HU332,keine Daten,keine Daten,1,1,1,1,-2,-1,0,0,1,1,0,0,1,1,0,1,1,1,0,3,10,18,40,63,53,76,108,154,274,419,533,573,968,1138,859,664,392,254,255,194,130
Ungarn,Hungary,Csongrád,HU,HU333,keine Daten,keine Daten,6,11,11,3,3,2,0,0,1,1,-2,-1,1,6,6,2,4,3,2,8,35,77,143,166,126,154,191,274,440,534,595,621,775,880,779,723,510,324,328,258,179
Ungarn,Hungary,Borsod-Abaúj-Zemplén,HU,HU311,keine Daten,keine Daten,7,2,2,0,0,0,0,0,0,0,0,3,6,6,4,3,3,2,3,7,19,33,60,85,136,196,218,314,411,431,496,582,736,695,484,381,239,160,179,165,132
Ungarn,Hungary,Baranya,HU,HU231,keine Daten,keine Daten,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,4,3,1,11,34,52,67,104,110,121,149,181,302,447,442,419,532,604,611,611,503,409,457,394,278
Ungarn,Hungary,Somogy,HU,HU232,keine Daten,keine Daten,3,1,1,1,0,0,0,-2,-2,0,0,0,0,1,2,1,2,2,0,3,21,40,60,89,91,98,115,108,193,379,493,440,517,694,764,696,475,359,427,387,243
Ungarn,Hungary,Tolna,HU,HU233,keine Daten,keine Daten,1,1,1,0,0,0,0,-1,-2,0,0,0,0,0,0,2,2,1,2,6,29,56,63,51,41,53,94,124,199,381,511,500,621,841,859,697,411,303,478,451,266
Ungarn,Hungary,Pest,HU,HU120,keine Daten,keine Daten,13,9,8,6,6,7,6,4,3,2,2,2,2,2,3,2,2,4,5,16,50,85,107,114,116,132,167,242,341,561,709,659,682,733,601,437,288,189,241,212,147
Ungarn,Hungary,Heves,HU,HU312,keine Daten,keine Daten,3,1,1,0,0,-1,-1,0,0,0,0,2,3,1,2,1,0,1,1,4,26,50,54,67,91,134,194,263,307,424,689,661,628,772,650,497,338,223,243,243,191
Ungarn,Hungary,Nógrád,HU,HU313,keine Daten,keine Daten,7,3,1,1,0,5,12,9,2,-1,1,1,0,1,1,0,2,2,3,7,21,51,74,111,176,233,291,449,546,593,857,737,696,966,953,803,468,278,329,290,211
Ungarn,Hungary,Budapest,HU,HU110,keine Daten,keine Daten,45,31,24,14,9,12,10,6,4,2,3,2,1,2,2,3,4,6,11,45,112,185,220,215,189,187,214,291,405,629,791,707,639,630,512,377,270,188,210,188,137
Island,Iceland,Norðurland Vestra,IS,ISG34,keine Daten,keine Daten,0,0,0,0,0,0,0,0,0,0,keine Daten,keine Daten,0,keine Daten,0,0,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Island,IS,IS,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,3,2,6,22,31,14,31,41,20,16,75,155,185,263,322,254,196,148,80,55,55,55,44,48,43,40,52,45,22
Island,Iceland,Höfuðborgarsvæði,IS,ISG31,keine Daten,keine Daten,68,32,6,1,1,0,1,1,2,2,keine Daten,keine Daten,0,keine Daten,0,-1,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Vesturland,IS,ISG32,keine Daten,keine Daten,79,73,6,6,6,6,0,0,0,6,keine Daten,keine Daten,6,keine Daten,0,-6,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Vestfirðir,IS,ISG33,keine Daten,keine Daten,637,311,71,0,0,0,0,0,0,0,keine Daten,keine Daten,0,keine Daten,0,0,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Suðurnes,IS,ISG39,keine Daten,keine Daten,18,0,0,0,0,0,0,0,0,0,keine Daten,keine Daten,0,keine Daten,0,0,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Norðurland Eystra,IS,ISG35,keine Daten,keine Daten,10,-3,0,0,0,0,0,0,0,0,keine Daten,keine Daten,0,keine Daten,0,0,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Austurland,IS,ISG36,keine Daten,keine Daten,15,8,0,0,0,0,0,0,0,0,keine Daten,keine Daten,0,keine Daten,0,0,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Island,Iceland,Suðurland,IS,ISG37,keine Daten,keine Daten,40,37,4,0,0,4,4,0,0,11,keine Daten,keine Daten,11,keine Daten,0,-11,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten
Irland,Ireland,Border,IE,IE041,keine Daten,161,190,156,157,108,42,36,23,13,8,-2,1,8,5,3,2,5,10,12,10,16,23,26,54,110,172,300,418,452,318,179,170,126,123,142,136,171,284,725,1451,1397,817
Irland,Ireland,South-West,IE,IE053,keine Daten,104,103,44,22,24,27,30,22,13,2,1,1,1,2,3,3,2,4,4,5,7,9,10,24,56,95,163,287,322,241,168,95,59,66,49,24,62,177,408,1254,1434,703
Irland,Ireland,Dublin,IE,IE061,keine Daten,303,304,207,208,176,74,52,29,19,10,6,2,1,4,10,11,12,12,15,33,45,57,93,133,155,161,172,224,248,196,161,132,92,99,108,90,121,241,431,1434,1710,907
Irland,Ireland,Mid-East,IE,IE062,keine Daten,164,208,154,146,125,33,20,16,9,4,8,12,8,6,7,7,16,50,66,55,39,31,48,61,66,83,140,267,357,261,135,107,99,97,92,83,110,178,422,1123,1261,756
Irland,Ireland,Midland,IE,IE063,keine Daten,147,180,110,162,190,101,56,15,6,3,2,2,2,3,1,2,21,57,52,26,20,25,44,47,48,89,142,230,294,214,139,124,74,47,58,70,93,111,347,787,826,552
Irland,Ireland,South-East,IE,IE052,keine Daten,63,76,48,43,43,23,20,15,6,4,4,3,1,3,4,1,1,7,15,25,32,30,37,47,38,39,90,189,242,169,106,98,78,76,83,98,156,252,420,1368,1654,874
Irland,Ireland,West,IE,IE042,keine Daten,77,93,71,74,71,49,40,21,9,3,2,0,0,1,2,2,3,4,3,4,5,10,17,31,55,79,136,245,keine Daten,396,302,103,74,62,64,71,70,118,427,842,1202,961
Irland,Ireland,Mid-West,IE,IE051,keine Daten,86,103,73,91,87,25,13,10,4,2,0,0,1,1,1,1,11,15,20,43,54,49,42,34,33,82,158,217,236,188,148,137,keine Daten,keine Daten,104,84,89,193,550,1347,1441,767
Italien,Italy,Puglia,IT,ITF4,28,41,32,20,14,9,5,4,3,1,0,0,0,0,0,1,1,2,4,6,9,15,23,27,27,27,32,54,89,142,197,269,386,448,468,518,479,398,334,320,376,386,354
Italien,Italy,Campania,IT,ITF3,28,35,20,10,7,4,3,3,2,1,-3,-3,1,2,2,2,3,3,3,6,15,31,41,38,39,54,78,127,234,406,582,805,910,834,690,481,340,257,198,205,245,253,241
Italien,Italy,Sardegna,IT,ITG2,25,32,20,8,5,4,2,1,0,0,0,0,0,1,0,0,1,2,4,6,24,45,46,44,45,54,62,88,128,175,224,270,332,391,359,339,307,252,231,205,227,236,197
Italien,Italy,Basilicata,IT,ITF5,26,21,13,8,8,4,-1,2,1,0,0,0,0,1,1,1,8,8,5,7,5,6,12,17,14,28,51,52,67,127,204,333,470,528,539,430,240,179,179,193,259,243,170
Italien,Italy,Calabria,IT,ITF6,21,18,13,6,4,2,2,1,0,0,0,1,1,0,2,3,2,2,2,4,6,8,12,11,11,13,12,22,44,93,134,190,248,324,325,231,167,131,151,182,221,232,209
Italien,Italy,Sicilia,IT,ITG1,17,22,17,12,9,4,3,2,1,0,0,-8,-8,0,1,1,2,3,7,10,10,11,15,21,26,31,37,60,104,168,213,279,382,442,414,361,308,256,223,255,388,481,420
Italien,Italy,Friuli-Venezia Giulia,IT,ITH4,68,88,61,37,83,12,-50,9,6,3,2,2,1,2,2,3,3,5,6,9,16,22,24,33,38,38,46,80,138,257,397,519,653,822,926,888,810,791,606,506,719,768,652
Italien,Italy,Emilia-Romagna,IT,ITH5,141,177,135,87,71,44,22,16,13,8,6,7,9,10,11,12,14,14,6,15,28,34,39,39,37,33,39,71,127,245,389,541,713,777,718,618,521,483,465,502,578,528,421
Italien,Italy,Toscana,IT,ITI1,70,95,74,42,28,15,9,8,4,2,2,2,2,2,2,2,3,4,6,10,16,27,35,35,38,40,54,118,231,434,645,802,890,827,579,348,251,194,166,157,171,164,160
Italien,Italy,Umbria,IT,ITI2,50,34,13,6,5,4,3,2,1,0,1,0,0,1,1,1,2,2,5,9,19,28,29,34,35,35,58,136,266,483,684,837,909,751,527,378,276,235,217,251,318,329,361
Italien,Italy,Marche,IT,ITI3,89,128,93,44,34,24,19,11,4,2,2,2,1,1,1,1,2,6,8,10,11,13,17,21,25,23,28,51,95,219,363,458,552,505,407,379,339,321,318,387,480,455,390
Italien,Italy,Lazio,IT,ITI4,30,43,34,21,17,12,10,8,4,3,4,3,2,3,4,4,4,4,5,9,23,36,36,36,42,48,55,78,155,290,399,511,613,630,563,453,361,316,302,324,377,362,300
Italien,Italy,Provincia Autonoma di Bolzano / Bozen,IT,ITH1,139,190,144,52,25,14,8,4,3,2,2,5,5,3,7,7,3,10,16,12,22,27,21,39,61,69,66,117,270,537,798,1264,1599,1459,1117,756,579,506,390,342,512,697,971
Italien,Italy,Provincia Autonoma di Trento,IT,ITH2,183,301,246,149,120,50,17,22,15,4,3,5,77,76,3,3,16,17,6,4,6,17,59,82,76,77,93,103,139,305,465,551,594,570,551,562,506,533,495,428,473,491,469
Italien,Italy,Veneto,IT,ITH3,87,128,106,63,41,21,11,7,4,2,1,1,1,2,3,7,9,12,18,22,30,35,39,40,38,47,62,102,159,299,488,703,857,891,871,868,976,1054,1018,967,902,657,377
Italien,Italy,Piemonte,IT,ITC1,134,230,220,166,134,76,42,35,25,13,9,8,6,4,4,3,3,4,7,9,12,18,21,21,26,32,48,99,224,461,651,942,1246,1163,885,629,426,259,195,242,298,291,246
Italien,Italy,Valle d'Aosta / Vallée d'Aoste,IT,ITC2,298,298,247,128,40,31,25,18,10,8,3,2,3,2,1,0,8,10,9,7,5,18,25,20,22,33,55,176,533,953,1175,1281,1471,1403,927,516,298,232,284,254,231,232,169
Italien,Italy,Liguria,IT,ITC3,121,184,149,118,110,68,46,46,35,18,10,7,6,4,4,7,9,8,8,17,24,30,47,70,80,79,96,169,335,561,683,798,890,738,512,354,268,248,222,242,305,291,249
Italien,Italy,Lombardia,IT,ITC4,155,210,174,121,106,75,64,55,42,31,28,26,18,14,13,10,8,8,9,11,16,28,35,33,29,29,36,82,217,479,787,1019,1146,1107,824,534,366,293,278,256,295,292,244
Italien,Italy,Abruzzo,IT,ITF1,58,75,73,48,27,16,13,9,4,3,2,1,1,2,3,3,3,4,11,13,11,16,20,19,27,28,29,70,143,262,380,487,633,697,625,466,324,239,172,194,255,255,235
Italien,Italy,Molise,IT,ITF2,40,45,19,11,6,28,40,16,5,2,1,2,2,0,0,0,8,10,3,6,10,10,12,14,24,26,21,48,110,193,287,378,401,478,521,438,330,260,219,204,238,272,270
Lettland,Latvia,Kurzeme,LV,LV003,keine Daten,keine Daten,keine Daten,1,1,2,2,1,1,0,0,0,0,2,2,0,0,0,3,5,3,1,0,1,1,17,62,88,57,35,67,91,87,105,137,152,182,237,298,420,464,444,394
Lettland,Latvia,Latgale,LV,LV005,keine Daten,keine Daten,keine Daten,0,0,6,9,3,0,4,4,0,0,1,0,0,4,4,2,4,4,9,9,8,9,8,66,117,123,114,139,221,306,361,452,622,733,851,935,955,1127,1131,937
Lettland,Latvia,Riga,LV,LV006,keine Daten,keine Daten,keine Daten,16,12,8,6,4,3,2,1,0,2,4,6,6,3,2,2,2,2,4,4,5,12,20,31,65,100,149,203,249,307,346,461,532,517,573,630,617,604,594,553
Lettland,Latvia,Pieriga,LV,LV007,keine Daten,keine Daten,keine Daten,6,8,4,3,3,2,1,1,1,0,1,2,2,2,5,9,7,4,6,5,5,8,11,18,29,46,66,108,164,205,265,344,388,381,405,453,558,659,592,463
Lettland,Latvia,Vidzeme,LV,LV008,keine Daten,keine Daten,keine Daten,9,8,8,23,33,17,4,0,0,3,3,1,1,5,9,6,3,0,0,3,3,1,1,10,12,48,98,114,100,106,145,148,137,157,200,231,306,442,601,658
Lettland,Latvia,Zemgale,LV,LV009,keine Daten,keine Daten,keine Daten,3,3,2,2,0,2,3,4,3,0,0,0,0,0,1,3,3,1,2,1,1,2,1,3,19,36,29,63,123,149,174,238,501,630,661,694,714,841,776,683
Liechtenstein,Liechtenstein,Liechtenstein,LI,LI0,keine Daten,keine Daten,55,5,5,keine Daten,-3,0,0,0,0,0,3,8,5,5,5,5,5,21,31,29,18,8,21,23,36,91,310,855,933,870,995,889,925,711,677,1037,1272,1230,834,412,287
Litauen,Lithuania,Kauno apskritis,LT,LT022,13,9,4,2,2,1,2,1,1,keine Daten,1,1,0,1,1,6,11,11,19,28,26,19,13,15,23,62,102,64,64,175,312,577,692,804,986,1150,1466,1507,1292,1165,969,624,435
Litauen,Lithuania,Panevežio apskritis,LT,LT025,12,8,5,5,3,0,0,0,0,keine Daten,0,0,0,0,0,3,6,14,17,9,8,16,13,10,22,26,24,17,37,75,139,353,564,691,886,1123,1446,1668,1553,1275,976,667,513
Litauen,Lithuania,Vilniaus apskritis,LT,LT011,30,24,20,24,17,10,13,15,12,keine Daten,14,12,4,3,4,6,6,6,7,10,21,30,25,22,29,37,40,31,74,208,356,542,681,736,776,848,1054,1284,1445,1402,1147,812,600
Litauen,Lithuania,Alytaus apskritis,LT,LT021,18,11,7,4,3,2,0,1,2,keine Daten,1,1,1,0,0,0,1,1,0,0,0,1,2,4,5,2,10,11,13,28,112,300,579,910,1070,990,1360,1740,1647,1443,1185,845,521
Litauen,Lithuania,Marijampoles apskritis,LT,LT024,7,35,49,26,9,2,1,0,0,keine Daten,1,1,1,1,3,5,4,2,2,0,2,6,5,4,6,8,7,6,37,106,196,356,542,733,911,938,1064,1180,1137,1024,849,635,457
Litauen,Lithuania,Utenos apskritis,LT,LT029,6,6,3,6,4,1,1,0,2,keine Daten,3,2,1,3,5,6,7,13,18,10,9,27,24,7,2,3,9,7,6,27,65,112,224,362,509,771,1055,1336,1327,1171,1201,1029,755
Litauen,Lithuania,Šiauliu apskritis,LT,LT026,13,8,3,1,1,1,0,0,0,keine Daten,0,2,1,0,0,0,0,2,2,3,3,1,7,26,69,120,163,110,105,226,377,525,800,1013,1111,1177,1265,1376,1279,1094,906,623,371
Litauen,Lithuania,Taurages apskritis,LT,LT027,9,9,4,1,1,1,1,1,1,keine Daten,0,0,0,0,0,1,2,1,1,5,7,10,43,53,22,9,6,20,49,110,284,520,873,984,906,888,946,1099,986,735,588,417,256
Litauen,Lithuania,Telšiu apskritis,LT,LT028,13,8,4,3,3,2,2,1,1,keine Daten,2,1,0,0,0,0,0,1,1,1,2,2,2,11,26,24,17,13,61,228,559,819,817,876,933,847,918,1037,872,673,574,484,407
Litauen,Lithuania,Klaipedos apskritis,LT,LT023,56,53,42,29,17,15,6,4,2,keine Daten,3,3,0,1,2,3,2,3,3,9,12,9,7,13,15,9,11,15,68,205,437,737,895,947,1019,1049,1129,1279,1224,1041,964,755,548
Luxemburg,Luxembourg,Luxembourg,LU,LU0,keine Daten,keine Daten,keine Daten,60,36,keine Daten,26,17,12,8,9,14,36,77,123,183,215,194,141,95,97,-134,-141,99,170,187,157,230,368,822,1280,1359,1302,1284,1236,1157,1176,1037,643,392,355,310,278
Malta,Malta,Malta,MT,MT0,keine Daten,49,44,13,8,8,15,22,13,4,7,7,3,2,1,1,7,26,62,105,140,119,80,110,145,118,113,183,335,354,278,316,352,384,352,308,280,214,237,339,426,477,472
Niederlande,Netherlands,Utrecht,NL,NL31,keine Daten,keine Daten,74,55,40,36,30,21,24,22,19,13,9,7,6,11,14,20,34,44,41,38,58,87,132,230,312,492,780,864,810,646,471,450,440,461,645,917,925,718,568,456,369
Niederlande,Netherlands,Noord-Holland,NL,NL32,keine Daten,keine Daten,79,52,33,22,15,11,8,10,12,10,7,6,5,9,17,32,59,82,78,61,79,128,200,305,351,459,727,803,710,596,472,424,393,388,504,720,805,699,570,474,416
Niederlande,Netherlands,Noord-Brabant,NL,NL41,keine Daten,keine Daten,113,75,45,26,16,12,12,16,17,12,7,3,2,6,10,19,33,41,40,36,39,52,82,155,228,368,640,758,823,758,547,496,462,455,597,838,861,696,608,515,436
Niederlande,Netherlands,Limburg (NL),NL,NL42,keine Daten,keine Daten,145,100,59,35,23,20,15,13,12,7,3,2,1,2,3,4,9,19,27,26,25,34,46,79,114,199,363,465,479,456,408,378,379,423,658,1024,1143,931,773,730,629
Niederlande,Netherlands,Zuid-Holland,NL,NL33,keine Daten,keine Daten,99,67,41,28,23,22,17,18,21,17,13,11,10,17,27,49,77,91,77,58,81,134,205,324,403,556,830,957,971,809,584,512,458,436,556,746,763,643,541,433,361
Niederlande,Netherlands,Zeeland,NL,NL34,keine Daten,keine Daten,68,26,17,13,8,12,17,11,7,5,2,3,5,16,24,23,26,23,21,20,19,24,40,60,84,141,243,286,345,405,362,328,288,256,355,542,629,566,527,496,437
Niederlande,Netherlands,Groningen,NL,NL11,keine Daten,keine Daten,19,8,5,3,1,-1,0,1,1,1,1,1,1,1,2,6,12,21,21,13,15,44,99,163,217,291,390,332,257,227,171,201,227,258,368,554,642,582,523,492,439
